timestamp,value
2025-07-06T06:16:03Z,97.8
2025-07-06T06:17:03Z,97.8
2025-07-06T06:18:03Z,50.0
2025-07-06T06:19:03Z,50.0
2025-07-06T06:20:03Z,97.6
2025-07-06T06:21:03Z,50.0
2025-07-06T06:22:03Z,50.0
2025-07-06T06:32:04Z,80.4
2025-07-06T06:33:04Z,77.0
2025-07-06T06:34:04Z,76.6
2025-07-06T06:35:04Z,78.5
2025-07-06T06:36:04Z,80.9
2025-07-06T06:37:04Z,82.9
2025-07-06T06:38:04Z,84.7
2025-07-06T06:39:04Z,85.8
2025-07-06T06:40:04Z,50.0
2025-07-06T06:41:04Z,50.0
2025-07-06T06:42:04Z,86.3
2025-07-06T06:43:04Z,85.5
2025-07-06T06:44:04Z,88.1
2025-07-06T06:45:04Z,91.1
2025-07-06T06:46:04Z,92.9
2025-07-06T06:47:04Z,94.5
2025-07-06T06:48:04Z,95.7
2025-07-06T06:49:04Z,50.0
2025-07-06T06:50:04Z,96.1
2025-07-06T06:51:04Z,94.0
2025-07-06T06:52:04Z,91.7
2025-07-06T06:53:04Z,50.0
2025-07-06T06:54:04Z,92.2
2025-07-06T06:55:04Z,93.7
2025-07-06T06:56:04Z,93.0
2025-07-06T06:57:04Z,93.3
2025-07-06T06:58:04Z,92.3
2025-07-06T06:59:04Z,91.5
2025-07-06T07:00:04Z,91.3
2025-07-06T07:01:04Z,88.6
2025-07-06T07:02:04Z,50.0
2025-07-06T07:03:04Z,50.0
2025-07-06T07:04:04Z,87.8
2025-07-06T07:05:04Z,50.0
2025-07-06T07:06:04Z,50.0
2025-07-06T07:07:04Z,50.0
2025-07-06T07:08:04Z,88.3
2025-07-06T07:09:04Z,88.3
2025-07-06T07:10:04Z,50.0
2025-07-06T07:11:04Z,88.7
2025-07-06T07:12:04Z,89.5
2025-07-06T07:13:04Z,50.0
2025-07-06T07:14:04Z,50.0
2025-07-06T07:15:04Z,50.0
2025-07-06T07:16:04Z,90.3
2025-07-06T07:56:03Z,94.5
2025-07-06T07:57:03Z,94.7
2025-07-06T07:58:03Z,50.0
2025-07-06T07:59:03Z,94.9
2025-07-06T08:00:03Z,95.6
2025-07-06T08:01:03Z,96.0
2025-07-06T08:02:03Z,96.5
2025-07-06T08:14:33Z,98.3
2025-07-06T08:15:33Z,97.4
2025-07-06T08:16:33Z,96.6
2025-07-06T08:17:33Z,95.9
2025-07-06T08:18:33Z,95.4
2025-07-06T08:19:33Z,95.2
2025-07-06T08:20:33Z,94.8
2025-07-06T08:21:33Z,94.8
2025-07-06T08:22:33Z,94.8
2025-07-06T08:23:33Z,94.7
2025-07-06T08:24:33Z,94.7
2025-07-06T08:25:33Z,94.6
2025-07-06T08:26:33Z,94.6
2025-07-06T08:27:33Z,94.7
2025-07-06T08:28:33Z,94.6
2025-07-06T08:29:33Z,94.5
