timestamp,level
2025-07-04T06:40:00Z,SEDENTARY
2025-07-04T06:41:00Z,SEDENTARY
2025-07-04T06:44:00Z,SEDENTARY
2025-07-04T06:45:00Z,SEDENTARY
2025-07-04T06:46:00Z,SEDENTARY
2025-07-04T06:47:00Z,SEDENTARY
2025-07-04T06:48:00Z,SEDENTARY
2025-07-04T06:49:00Z,SEDENTARY
2025-07-04T06:53:00Z,SEDENTARY
2025-07-04T07:03:00Z,SEDENTARY
2025-07-04T07:05:00Z,SEDENTARY
2025-07-04T07:08:00Z,SEDENTARY
2025-07-04T07:10:00Z,SEDENTARY
2025-07-04T07:13:00Z,SEDENTARY
2025-07-04T07:14:00Z,SEDENTARY
2025-07-04T07:15:00Z,SEDENTARY
2025-07-04T07:16:00Z,SEDENTARY
2025-07-04T07:17:00Z,SEDENTARY
2025-07-04T07:19:00Z,SEDENTARY
2025-07-04T07:22:00Z,SEDENTARY
2025-07-04T07:23:00Z,SEDENTARY
2025-07-04T07:24:00Z,SEDENTARY
2025-07-04T07:25:00Z,SEDENTARY
2025-07-04T07:26:00Z,SEDENTARY
2025-07-04T07:27:00Z,LIGHTLY_ACTIVE
2025-07-04T07:42:00Z,SEDENTARY
2025-07-04T07:53:00Z,SEDENTARY
2025-07-04T08:01:00Z,SEDENTARY
2025-07-04T08:02:00Z,SEDENTARY
2025-07-04T08:08:00Z,SEDENTARY
2025-07-04T08:10:00Z,SEDENTARY
2025-07-04T08:17:00Z,SEDENTARY
2025-07-04T08:19:00Z,LIGHTLY_ACTIVE
2025-07-04T08:20:00Z,LIGHTLY_ACTIVE
2025-07-04T08:21:00Z,LIGHTLY_ACTIVE
2025-07-04T08:22:00Z,SEDENTARY
2025-07-04T08:23:00Z,SEDENTARY
2025-07-04T08:24:00Z,SEDENTARY
2025-07-04T08:25:00Z,SEDENTARY
2025-07-04T08:26:00Z,SEDENTARY
2025-07-04T08:27:00Z,SEDENTARY
2025-07-04T08:28:00Z,SEDENTARY
2025-07-04T08:29:00Z,SEDENTARY
2025-07-04T08:30:00Z,SEDENTARY
2025-07-04T08:31:00Z,SEDENTARY
2025-07-04T08:32:00Z,SEDENTARY
2025-07-04T08:44:00Z,SEDENTARY
2025-07-04T08:50:00Z,SEDENTARY
2025-07-04T08:51:00Z,LIGHTLY_ACTIVE
2025-07-04T08:52:00Z,LIGHTLY_ACTIVE
2025-07-04T08:54:00Z,SEDENTARY
2025-07-04T08:55:00Z,SEDENTARY
2025-07-04T08:56:00Z,SEDENTARY
2025-07-04T08:59:00Z,SEDENTARY
2025-07-04T09:00:00Z,SEDENTARY
2025-07-04T09:01:00Z,SEDENTARY
2025-07-04T09:02:00Z,SEDENTARY
2025-07-04T09:03:00Z,SEDENTARY
2025-07-04T09:11:00Z,LIGHTLY_ACTIVE
2025-07-04T09:12:00Z,SEDENTARY
2025-07-04T10:19:00Z,SEDENTARY
2025-07-04T11:45:00Z,LIGHTLY_ACTIVE
2025-07-04T13:24:00Z,SEDENTARY
2025-07-04T13:37:00Z,SEDENTARY
2025-07-04T13:46:00Z,SEDENTARY
2025-07-04T14:20:00Z,SEDENTARY
2025-07-04T14:40:00Z,SEDENTARY
2025-07-04T14:53:00Z,SEDENTARY
2025-07-04T15:27:00Z,SEDENTARY
2025-07-04T16:11:00Z,SEDENTARY
2025-07-04T16:15:00Z,LIGHTLY_ACTIVE
2025-07-04T16:31:00Z,SEDENTARY
2025-07-04T16:32:00Z,SEDENTARY
2025-07-04T16:37:00Z,SEDENTARY
2025-07-04T16:44:00Z,SEDENTARY
2025-07-04T16:45:00Z,LIGHTLY_ACTIVE
2025-07-04T16:46:00Z,SEDENTARY
2025-07-04T17:08:00Z,SEDENTARY
2025-07-04T17:09:00Z,SEDENTARY
2025-07-04T17:10:00Z,SEDENTARY
2025-07-04T17:11:00Z,LIGHTLY_ACTIVE
2025-07-04T17:12:00Z,LIGHTLY_ACTIVE
2025-07-04T17:13:00Z,SEDENTARY
2025-07-04T17:14:00Z,LIGHTLY_ACTIVE
2025-07-04T17:15:00Z,SEDENTARY
2025-07-04T17:16:00Z,SEDENTARY
2025-07-04T17:17:00Z,LIGHTLY_ACTIVE
2025-07-04T17:18:00Z,SEDENTARY
2025-07-04T17:20:00Z,SEDENTARY
2025-07-04T17:21:00Z,SEDENTARY
