timestamp,temperature celsius
2023-04-11T16:14:00Z,21.900000000000002
2023-04-11T16:15:00Z,21.900000000000002
2023-04-11T16:16:00Z,24.6
2023-04-11T16:17:00Z,26.6
2023-04-11T16:18:00Z,27.7
2023-04-11T16:19:00Z,28.1
2023-04-11T16:20:00Z,28.3
2023-04-11T16:21:00Z,28.5
2023-04-11T16:22:00Z,28.7
2023-04-11T16:23:00Z,29.2
2023-04-11T16:24:00Z,29.400000000000002
2023-04-11T16:25:00Z,30.0
2023-04-11T16:26:00Z,27.3
2023-04-11T16:27:00Z,29.7
2023-04-11T16:28:00Z,30.7
2023-04-11T16:52:00Z,32.6
2023-04-11T16:53:00Z,32.7
2023-04-11T16:54:00Z,32.7
2023-04-11T16:55:00Z,32.6
2023-04-11T16:56:00Z,32.6
2023-04-11T16:57:00Z,32.5
2023-04-11T16:58:00Z,32.5
2023-04-11T16:59:00Z,32.5
2023-04-11T17:00:00Z,32.4
2023-04-11T17:01:00Z,32.4
2023-04-11T17:02:00Z,32.4
2023-04-11T17:03:00Z,32.3
2023-04-11T17:04:00Z,32.3
2023-04-11T17:05:00Z,32.3
2023-04-11T17:06:00Z,32.3
2023-04-11T17:07:00Z,32.2
2023-04-11T17:08:00Z,32.1
2023-04-11T17:09:00Z,32.1
2023-04-11T17:10:00Z,32.0
2023-04-11T17:11:00Z,32.0
2023-04-11T17:12:00Z,32.3
2023-04-11T17:13:00Z,32.1
2023-04-11T17:14:00Z,32.0
2023-04-11T17:15:00Z,31.900000000000002
2023-04-11T17:16:00Z,31.8
2023-04-11T17:17:00Z,31.7
2023-04-11T17:18:00Z,31.6
2023-04-11T17:19:00Z,31.5
2023-04-11T17:20:00Z,31.3
2023-04-11T17:21:00Z,31.1
2023-04-11T17:22:00Z,30.900000000000002
2023-04-11T17:23:00Z,30.5
2023-04-11T17:24:00Z,30.2
2023-04-11T17:25:00Z,29.900000000000002
2023-04-11T17:26:00Z,29.5
2023-04-11T17:27:00Z,29.3
2023-04-11T17:28:00Z,29.0
2023-04-11T17:29:00Z,28.7
2023-04-11T17:30:00Z,28.5
2023-04-11T17:31:00Z,28.2
2023-04-11T17:32:00Z,28.0
2023-04-11T17:33:00Z,28.0
2023-04-11T17:34:00Z,28.2
2023-04-11T17:35:00Z,28.400000000000002
2023-04-11T17:36:00Z,28.6
2023-04-11T17:37:00Z,28.7
2023-04-11T17:38:00Z,28.8
2023-04-11T17:39:00Z,29.0
2023-04-11T17:40:00Z,29.2
2023-04-11T17:41:00Z,29.3
2023-04-11T17:42:00Z,29.400000000000002
2023-04-11T17:43:00Z,29.400000000000002
2023-04-11T17:44:00Z,29.5
2023-04-11T17:45:00Z,29.5
2023-04-11T17:46:00Z,29.5
2023-04-11T17:47:00Z,29.400000000000002
2023-04-11T17:48:00Z,29.3
2023-04-11T17:49:00Z,29.2
2023-04-11T17:50:00Z,29.1
2023-04-11T17:51:00Z,29.0
2023-04-11T17:52:00Z,28.900000000000002
2023-04-11T17:53:00Z,28.8
2023-04-11T17:54:00Z,28.7
2023-04-11T17:55:00Z,28.6
2023-04-11T17:56:00Z,28.8
2023-04-11T17:57:00Z,28.6
2023-04-11T17:58:00Z,28.5
2023-04-11T17:59:00Z,28.400000000000002
2023-04-11T18:00:00Z,28.2
