timestamp,heart rate zone,total minutes
2023-07-01T02:07:00Z,fat burn,1
2023-07-01T02:08:00Z,fat burn,1
2023-07-01T03:01:00Z,fat burn,1
2023-07-01T03:02:00Z,fat burn,1
2023-07-01T03:10:00Z,fat burn,1
2023-07-01T03:19:00Z,fat burn,1
2023-07-01T03:20:00Z,fat burn,1
2023-07-01T03:21:00Z,fat burn,1
2023-07-01T03:24:00Z,fat burn,1
2023-07-01T03:25:00Z,fat burn,1
2023-07-01T03:26:00Z,fat burn,1
2023-07-01T03:27:00Z,fat burn,1
2023-07-01T03:28:00Z,fat burn,1
2023-07-01T03:29:00Z,fat burn,1
2023-07-01T03:31:00Z,fat burn,1
2023-07-01T17:02:00Z,fat burn,1
2023-07-01T19:21:00Z,fat burn,1
2023-07-01T19:22:00Z,fat burn,1
2023-07-01T20:12:00Z,fat burn,1
2023-07-01T20:13:00Z,fat burn,1
2023-07-01T20:17:00Z,fat burn,1
2023-07-01T20:18:00Z,fat burn,1
2023-07-01T20:19:00Z,fat burn,1
2023-07-01T20:20:00Z,fat burn,1
2023-07-01T20:21:00Z,fat burn,1
2023-07-01T20:22:00Z,fat burn,1
2023-07-01T20:24:00Z,fat burn,1
2023-07-02T01:23:00Z,fat burn,1
2023-07-02T01:51:00Z,fat burn,1
2023-07-02T01:52:00Z,fat burn,1
2023-07-02T01:53:00Z,fat burn,1
2023-07-02T01:54:00Z,fat burn,1
2023-07-02T01:55:00Z,fat burn,1
2023-07-02T04:12:00Z,fat burn,1
2023-07-02T04:39:00Z,fat burn,1
2023-07-02T04:40:00Z,fat burn,1
2023-07-02T04:41:00Z,fat burn,1
2023-07-02T04:44:00Z,fat burn,1
2023-07-02T05:18:00Z,fat burn,1
2023-07-02T05:47:00Z,fat burn,1
2023-07-02T05:48:00Z,fat burn,1
2023-07-02T05:49:00Z,fat burn,1
2023-07-02T05:50:00Z,fat burn,1
2023-07-02T05:51:00Z,fat burn,1
2023-07-02T05:52:00Z,fat burn,1
2023-07-02T05:55:00Z,fat burn,1
2023-07-02T08:29:00Z,fat burn,1
2023-07-02T08:30:00Z,fat burn,1
2023-07-02T08:31:00Z,fat burn,1
2023-07-02T08:32:00Z,fat burn,1
2023-07-02T08:38:00Z,fat burn,1
2023-07-02T08:48:00Z,fat burn,1
2023-07-02T08:49:00Z,fat burn,1
2023-07-02T08:50:00Z,cardio,2
2023-07-02T08:51:00Z,cardio,2
2023-07-02T08:52:00Z,cardio,2
2023-07-02T08:53:00Z,cardio,2
2023-07-02T08:54:00Z,cardio,2
2023-07-02T08:55:00Z,fat burn,1
2023-07-02T08:56:00Z,fat burn,1
2023-07-02T08:57:00Z,fat burn,1
2023-07-02T09:03:00Z,fat burn,1
2023-07-02T09:04:00Z,fat burn,1
2023-07-02T09:05:00Z,fat burn,1
2023-07-02T09:06:00Z,fat burn,1
2023-07-02T09:07:00Z,fat burn,1
2023-07-02T09:08:00Z,fat burn,1
2023-07-02T09:09:00Z,fat burn,1
2023-07-02T09:10:00Z,fat burn,1
2023-07-02T09:11:00Z,fat burn,1
2023-07-02T09:12:00Z,fat burn,1
2023-07-02T09:15:00Z,fat burn,1
2023-07-02T09:16:00Z,fat burn,1
2023-07-02T09:17:00Z,cardio,2
2023-07-02T09:18:00Z,cardio,2
2023-07-02T09:19:00Z,cardio,2
2023-07-02T09:20:00Z,cardio,2
2023-07-02T09:21:00Z,cardio,2
2023-07-02T09:22:00Z,cardio,2
2023-07-02T09:23:00Z,cardio,2
2023-07-02T09:24:00Z,cardio,2
2023-07-02T09:25:00Z,cardio,2
2023-07-02T09:26:00Z,cardio,2
2023-07-02T09:27:00Z,fat burn,1
2023-07-02T09:28:00Z,fat burn,1
2023-07-02T09:29:00Z,fat burn,1
2023-07-02T09:30:00Z,fat burn,1
2023-07-02T09:31:00Z,fat burn,1
2023-07-02T09:32:00Z,fat burn,1
2023-07-02T09:33:00Z,fat burn,1
2023-07-02T09:34:00Z,fat burn,1
2023-07-02T09:35:00Z,fat burn,1
2023-07-02T09:36:00Z,cardio,2
2023-07-02T09:37:00Z,fat burn,1
2023-07-02T09:38:00Z,fat burn,1
2023-07-02T09:40:00Z,fat burn,1
2023-07-02T09:41:00Z,fat burn,1
2023-07-02T09:42:00Z,fat burn,1
2023-07-02T09:43:00Z,fat burn,1
2023-07-02T09:44:00Z,fat burn,1
2023-07-02T09:45:00Z,fat burn,1
2023-07-02T09:46:00Z,fat burn,1
2023-07-02T09:47:00Z,cardio,2
2023-07-02T09:48:00Z,cardio,2
2023-07-02T09:49:00Z,cardio,2
2023-07-02T09:50:00Z,fat burn,1
2023-07-02T09:51:00Z,cardio,2
2023-07-02T09:52:00Z,fat burn,1
2023-07-02T09:54:00Z,fat burn,1
2023-07-02T09:55:00Z,fat burn,1
2023-07-02T09:58:00Z,fat burn,1
2023-07-02T09:59:00Z,fat burn,1
2023-07-02T10:01:00Z,fat burn,1
2023-07-02T10:02:00Z,fat burn,1
2023-07-02T10:03:00Z,cardio,2
2023-07-02T10:04:00Z,cardio,2
2023-07-02T10:05:00Z,cardio,2
2023-07-02T10:06:00Z,fat burn,1
2023-07-02T10:07:00Z,fat burn,1
2023-07-02T10:11:00Z,fat burn,1
2023-07-02T10:12:00Z,fat burn,1
2023-07-02T10:13:00Z,fat burn,1
2023-07-02T10:14:00Z,fat burn,1
2023-07-02T10:21:00Z,fat burn,1
2023-07-02T10:22:00Z,fat burn,1
2023-07-02T11:40:00Z,fat burn,1
2023-07-02T11:41:00Z,fat burn,1
2023-07-02T11:46:00Z,fat burn,1
2023-07-02T11:48:00Z,fat burn,1
2023-07-02T22:31:00Z,fat burn,1
2023-07-02T22:32:00Z,fat burn,1
2023-07-02T22:39:00Z,fat burn,1
2023-07-02T22:40:00Z,fat burn,1
2023-07-02T22:41:00Z,fat burn,1
2023-07-02T22:45:00Z,fat burn,1
2023-07-02T23:15:00Z,fat burn,1
2023-07-02T23:16:00Z,fat burn,1
2023-07-02T23:58:00Z,fat burn,1
2023-07-03T00:00:00Z,fat burn,1
2023-07-03T04:35:00Z,fat burn,1
2023-07-03T04:36:00Z,fat burn,1
2023-07-03T15:32:00Z,fat burn,1
2023-07-03T15:33:00Z,fat burn,1
2023-07-04T19:16:00Z,fat burn,1
2023-07-04T19:17:00Z,fat burn,1
2023-07-04T19:20:00Z,cardio,2
2023-07-04T19:21:00Z,cardio,2
2023-07-04T19:22:00Z,cardio,2
2023-07-04T19:23:00Z,cardio,2
2023-07-04T19:24:00Z,cardio,2
2023-07-04T19:25:00Z,fat burn,1
2023-07-05T01:25:00Z,fat burn,1
2023-07-05T01:26:00Z,fat burn,1
2023-07-05T01:30:00Z,fat burn,1
2023-07-05T02:14:00Z,fat burn,1
2023-07-05T02:47:00Z,fat burn,1
2023-07-05T02:48:00Z,fat burn,1
2023-07-05T02:49:00Z,fat burn,1
2023-07-05T02:51:00Z,fat burn,1
2023-07-05T03:18:00Z,fat burn,1
2023-07-05T03:20:00Z,fat burn,1
2023-07-05T03:21:00Z,fat burn,1
2023-07-05T03:30:00Z,fat burn,1
2023-07-05T03:31:00Z,fat burn,1
2023-07-05T13:00:00Z,cardio,2
2023-07-05T13:01:00Z,cardio,2
2023-07-05T18:35:00Z,fat burn,1
2023-07-05T18:36:00Z,fat burn,1
2023-07-07T00:46:00Z,fat burn,1
2023-07-07T01:11:00Z,fat burn,1
2023-07-07T02:33:00Z,fat burn,1
2023-07-07T02:34:00Z,cardio,2
2023-07-07T02:35:00Z,cardio,2
2023-07-07T02:36:00Z,cardio,2
2023-07-07T02:37:00Z,peak,2
2023-07-07T02:38:00Z,peak,2
2023-07-07T02:39:00Z,cardio,2
2023-07-07T02:40:00Z,fat burn,1
2023-07-07T02:41:00Z,fat burn,1
2023-07-07T02:42:00Z,fat burn,1
2023-07-07T02:55:00Z,fat burn,1
2023-07-07T02:56:00Z,fat burn,1
2023-07-07T02:58:00Z,fat burn,1
2023-07-07T02:59:00Z,fat burn,1
2023-07-07T03:00:00Z,cardio,2
2023-07-07T03:01:00Z,cardio,2
2023-07-07T03:02:00Z,cardio,2
2023-07-07T03:03:00Z,cardio,2
2023-07-07T03:04:00Z,cardio,2
2023-07-07T03:05:00Z,peak,2
2023-07-07T03:06:00Z,peak,2
2023-07-07T03:07:00Z,peak,2
2023-07-07T03:08:00Z,cardio,2
2023-07-07T03:09:00Z,cardio,2
2023-07-07T03:10:00Z,cardio,2
2023-07-07T03:11:00Z,cardio,2
2023-07-07T03:12:00Z,cardio,2
2023-07-07T03:13:00Z,cardio,2
2023-07-07T03:14:00Z,cardio,2
2023-07-07T03:15:00Z,cardio,2
2023-07-07T03:16:00Z,cardio,2
2023-07-07T03:17:00Z,cardio,2
2023-07-07T03:18:00Z,cardio,2
2023-07-07T03:19:00Z,peak,2
2023-07-07T03:20:00Z,peak,2
2023-07-07T03:21:00Z,peak,2
2023-07-07T03:22:00Z,peak,2
2023-07-07T03:23:00Z,cardio,2
2023-07-07T03:24:00Z,cardio,2
2023-07-07T03:25:00Z,cardio,2
2023-07-07T03:26:00Z,fat burn,1
2023-07-07T03:27:00Z,fat burn,1
2023-07-07T03:28:00Z,fat burn,1
2023-07-07T03:29:00Z,fat burn,1
2023-07-07T03:30:00Z,fat burn,1
2023-07-07T03:31:00Z,cardio,2
2023-07-07T03:32:00Z,cardio,2
2023-07-07T03:33:00Z,cardio,2
2023-07-07T03:34:00Z,peak,2
2023-07-07T03:35:00Z,peak,2
2023-07-07T03:36:00Z,cardio,2
2023-07-07T03:37:00Z,cardio,2
2023-07-07T03:38:00Z,cardio,2
2023-07-07T03:39:00Z,cardio,2
2023-07-07T03:40:00Z,cardio,2
2023-07-07T03:41:00Z,cardio,2
2023-07-07T03:42:00Z,cardio,2
2023-07-07T03:43:00Z,fat burn,1
2023-07-07T03:44:00Z,fat burn,1
2023-07-07T03:45:00Z,fat burn,1
2023-07-07T03:46:00Z,fat burn,1
2023-07-07T03:47:00Z,fat burn,1
2023-07-07T03:50:00Z,fat burn,1
2023-07-07T03:51:00Z,fat burn,1
2023-07-07T03:52:00Z,fat burn,1
2023-07-07T03:53:00Z,fat burn,1
2023-07-07T03:54:00Z,fat burn,1
2023-07-07T04:04:00Z,fat burn,1
2023-07-07T04:05:00Z,fat burn,1
2023-07-07T04:06:00Z,cardio,2
2023-07-07T04:07:00Z,cardio,2
2023-07-07T04:08:00Z,cardio,2
2023-07-07T04:09:00Z,cardio,2
2023-07-07T04:10:00Z,cardio,2
2023-07-07T04:11:00Z,cardio,2
2023-07-07T04:12:00Z,cardio,2
2023-07-07T04:13:00Z,peak,2
2023-07-07T04:14:00Z,peak,2
2023-07-07T04:15:00Z,cardio,2
2023-07-07T04:16:00Z,cardio,2
2023-07-07T04:17:00Z,cardio,2
2023-07-07T04:18:00Z,fat burn,1
2023-07-07T04:19:00Z,fat burn,1
2023-07-07T04:20:00Z,fat burn,1
