timestamp,beats per minute
2023-05-31T00:04:50Z,70.0
2023-05-31T00:35:35Z,70.0
2023-05-31T01:12:28Z,70.0
2023-05-31T01:30:12Z,70.0
2023-05-31T01:37:42Z,70.0
2023-05-31T01:51:55Z,70.0
2023-05-31T01:52:37Z,70.0
2023-05-31T01:53:02Z,70.0
2023-05-31T02:00:32Z,70.0
2023-05-31T02:01:03Z,70.0
2023-05-31T02:23:37Z,70.0
2023-05-31T02:24:31Z,70.0
2023-05-31T02:24:41Z,85.0
2023-05-31T02:37:13Z,70.0
2023-05-31T02:41:08Z,70.0
2023-05-31T04:30:23Z,70.0
2023-05-31T05:20:24Z,70.0
2023-05-31T05:33:09Z,70.0
2023-05-31T05:36:00Z,70.0
2023-05-31T05:36:15Z,70.0
2023-05-31T05:36:25Z,73.0
2023-05-31T05:36:30Z,84.0
2023-05-31T05:36:35Z,86.0
2023-05-31T05:36:40Z,87.0
2023-05-31T05:36:45Z,88.0
2023-05-31T05:36:50Z,85.0
2023-05-31T05:36:55Z,81.0
2023-05-31T05:37:05Z,82.0
2023-05-31T05:37:15Z,82.0
2023-05-31T05:37:20Z,81.0
2023-05-31T05:37:35Z,83.0
2023-05-31T05:37:40Z,84.0
2023-05-31T05:37:46Z,84.0
2023-05-31T05:37:51Z,84.0
2023-05-31T05:37:56Z,85.0
2023-05-31T05:38:01Z,84.0
2023-05-31T05:38:06Z,85.0
2023-05-31T05:38:11Z,83.0
2023-05-31T05:38:16Z,82.0
2023-05-31T05:38:31Z,82.0
2023-05-31T05:38:41Z,83.0
2023-05-31T05:38:51Z,78.0
2023-05-31T05:38:56Z,77.0
2023-05-31T05:39:01Z,78.0
2023-05-31T05:39:06Z,79.0
2023-05-31T05:39:16Z,80.0
2023-05-31T05:39:21Z,81.0
2023-05-31T05:39:26Z,82.0
2023-05-31T05:39:41Z,79.0
2023-05-31T05:39:51Z,81.0
2023-05-31T05:40:06Z,80.0
2023-05-31T05:40:11Z,78.0
2023-05-31T05:40:16Z,79.0
2023-05-31T05:40:21Z,80.0
2023-05-31T05:40:26Z,79.0
2023-05-31T05:40:31Z,81.0
2023-05-31T05:40:46Z,82.0
2023-05-31T05:40:51Z,83.0
2023-05-31T05:41:06Z,83.0
2023-05-31T05:41:11Z,86.0
2023-05-31T05:41:16Z,82.0
2023-05-31T05:41:21Z,80.0
2023-05-31T05:41:26Z,79.0
2023-05-31T05:41:36Z,80.0
2023-05-31T05:41:41Z,81.0
2023-05-31T05:41:46Z,82.0
2023-05-31T05:41:51Z,79.0
2023-05-31T05:41:56Z,80.0
2023-05-31T05:42:06Z,77.0
2023-05-31T05:42:16Z,80.0
2023-05-31T05:42:21Z,84.0
2023-05-31T05:42:26Z,83.0
2023-05-31T05:42:31Z,84.0
2023-05-31T05:42:41Z,85.0
2023-05-31T05:42:46Z,86.0
2023-05-31T05:42:51Z,85.0
2023-05-31T05:43:06Z,86.0
2023-05-31T05:43:11Z,87.0
2023-05-31T05:43:16Z,86.0
2023-05-31T05:43:26Z,87.0
2023-05-31T05:43:31Z,85.0
2023-05-31T05:43:41Z,84.0
2023-05-31T05:43:46Z,83.0
2023-05-31T05:44:01Z,83.0
2023-05-31T05:44:16Z,84.0
2023-05-31T05:44:21Z,87.0
2023-05-31T05:44:26Z,83.0
2023-05-31T05:44:31Z,82.0
2023-05-31T05:44:36Z,81.0
2023-05-31T05:44:51Z,82.0
2023-05-31T05:44:56Z,79.0
2023-05-31T05:45:01Z,76.0
2023-05-31T05:45:06Z,78.0
2023-05-31T05:45:11Z,80.0
2023-05-31T05:45:16Z,81.0
2023-05-31T05:45:21Z,82.0
2023-05-31T05:45:26Z,79.0
2023-05-31T05:45:31Z,78.0
2023-05-31T05:45:36Z,78.0
2023-05-31T05:45:46Z,80.0
2023-05-31T05:46:01Z,80.0
2023-05-31T05:46:16Z,81.0
2023-05-31T05:46:31Z,81.0
2023-05-31T05:46:36Z,79.0
2023-05-31T05:46:46Z,80.0
2023-05-31T05:47:01Z,79.0
2023-05-31T05:47:06Z,78.0
2023-05-31T05:47:11Z,77.0
2023-05-31T05:47:16Z,76.0
2023-05-31T05:47:21Z,77.0
2023-05-31T05:47:26Z,76.0
2023-05-31T05:47:31Z,81.0
2023-05-31T05:47:36Z,77.0
2023-05-31T05:47:41Z,76.0
2023-05-31T05:47:56Z,78.0
2023-05-31T05:48:06Z,76.0
2023-05-31T05:48:16Z,75.0
2023-05-31T05:48:21Z,77.0
2023-05-31T05:48:26Z,80.0
2023-05-31T05:48:36Z,79.0
2023-05-31T05:48:46Z,79.0
2023-05-31T05:48:51Z,78.0
2023-05-31T05:49:06Z,77.0
2023-05-31T05:49:11Z,76.0
2023-05-31T05:49:26Z,77.0
2023-05-31T05:49:36Z,78.0
2023-05-31T05:49:46Z,79.0
2023-05-31T05:49:51Z,80.0
2023-05-31T05:49:56Z,81.0
2023-05-31T05:50:01Z,82.0
2023-05-31T05:50:11Z,83.0
2023-05-31T05:50:16Z,77.0
2023-05-31T05:50:21Z,74.0
2023-05-31T05:50:26Z,75.0
2023-05-31T05:50:31Z,79.0
2023-05-31T05:50:46Z,78.0
2023-05-31T05:50:51Z,77.0
2023-05-31T05:50:56Z,74.0
2023-05-31T05:51:11Z,75.0
2023-05-31T05:51:16Z,74.0
2023-05-31T05:51:21Z,75.0
2023-05-31T05:51:36Z,74.0
2023-05-31T05:51:51Z,73.0
2023-05-31T05:52:01Z,75.0
2023-05-31T05:52:06Z,76.0
2023-05-31T05:52:11Z,75.0
2023-05-31T05:52:26Z,76.0
2023-05-31T05:52:31Z,77.0
2023-05-31T05:52:36Z,78.0
2023-05-31T05:52:46Z,80.0
2023-05-31T05:52:51Z,75.0
2023-05-31T05:52:56Z,73.0
2023-05-31T05:53:11Z,75.0
2023-05-31T05:53:16Z,76.0
2023-05-31T05:53:26Z,75.0
2023-05-31T05:53:31Z,74.0
2023-05-31T05:53:36Z,75.0
2023-05-31T05:53:46Z,74.0
2023-05-31T05:53:56Z,73.0
2023-05-31T05:54:01Z,72.0
2023-05-31T05:54:11Z,71.0
2023-05-31T05:54:16Z,72.0
2023-05-31T05:54:21Z,71.0
2023-05-31T05:54:31Z,70.0
2023-05-31T05:54:36Z,71.0
2023-05-31T05:54:52Z,72.0
2023-05-31T05:54:57Z,74.0
2023-05-31T05:55:12Z,74.0
2023-05-31T05:55:22Z,76.0
2023-05-31T05:55:27Z,78.0
2023-05-31T05:55:32Z,79.0
2023-05-31T05:55:37Z,75.0
2023-05-31T05:55:42Z,76.0
2023-05-31T05:55:47Z,74.0
2023-05-31T05:55:52Z,73.0
2023-05-31T05:56:07Z,73.0
2023-05-31T05:56:12Z,71.0
2023-05-31T05:56:17Z,72.0
2023-05-31T05:56:22Z,71.0
2023-05-31T05:56:32Z,70.0
2023-05-31T05:56:42Z,69.0
2023-05-31T05:56:47Z,70.0
2023-05-31T05:56:52Z,69.0
2023-05-31T05:56:57Z,70.0
2023-05-31T05:57:02Z,71.0
2023-05-31T05:57:07Z,70.0
2023-05-31T05:57:17Z,69.0
2023-05-31T05:57:22Z,71.0
2023-05-31T05:57:27Z,71.0
2023-05-31T05:57:37Z,72.0
2023-05-31T05:57:47Z,77.0
2023-05-31T05:57:52Z,73.0
2023-05-31T05:57:57Z,72.0
2023-05-31T05:58:02Z,73.0
2023-05-31T05:58:12Z,74.0
2023-05-31T05:58:17Z,75.0
2023-05-31T05:58:27Z,78.0
2023-05-31T05:58:32Z,79.0
2023-05-31T05:58:42Z,80.0
2023-05-31T05:58:57Z,83.0
2023-05-31T05:59:07Z,79.0
2023-05-31T05:59:12Z,76.0
2023-05-31T05:59:17Z,74.0
2023-05-31T05:59:27Z,75.0
2023-05-31T05:59:42Z,75.0
2023-05-31T05:59:47Z,76.0
2023-05-31T06:00:02Z,75.0
2023-05-31T06:00:07Z,77.0
2023-05-31T06:00:12Z,78.0
2023-05-31T06:00:27Z,78.0
2023-05-31T06:00:42Z,77.0
2023-05-31T06:00:47Z,78.0
2023-05-31T06:00:52Z,79.0
2023-05-31T06:01:07Z,79.0
2023-05-31T06:01:12Z,82.0
2023-05-31T06:01:17Z,80.0
2023-05-31T06:01:22Z,79.0
2023-05-31T06:01:27Z,79.0
2023-05-31T06:01:42Z,79.0
2023-05-31T06:01:47Z,79.0
2023-05-31T06:02:02Z,79.0
2023-05-31T06:02:17Z,80.0
2023-05-31T06:02:22Z,81.0
2023-05-31T06:02:27Z,84.0
2023-05-31T06:02:42Z,80.0
2023-05-31T06:02:47Z,79.0
2023-05-31T06:02:52Z,75.0
2023-05-31T06:03:07Z,75.0
2023-05-31T06:03:22Z,77.0
2023-05-31T06:03:32Z,77.0
2023-05-31T06:03:37Z,78.0
2023-05-31T06:03:47Z,80.0
2023-05-31T06:03:52Z,81.0
2023-05-31T06:04:02Z,83.0
2023-05-31T06:04:12Z,82.0
2023-05-31T06:04:17Z,81.0
2023-05-31T06:04:22Z,80.0
2023-05-31T06:04:32Z,81.0
2023-05-31T06:04:42Z,82.0
2023-05-31T06:04:52Z,77.0
2023-05-31T06:05:02Z,76.0
2023-05-31T06:05:07Z,76.0
2023-05-31T06:05:12Z,76.0
2023-05-31T06:05:17Z,75.0
2023-05-31T06:05:22Z,74.0
2023-05-31T06:05:27Z,70.0
2023-05-31T06:05:32Z,67.0
2023-05-31T06:05:37Z,66.0
2023-05-31T06:05:52Z,66.0
2023-05-31T06:05:57Z,67.0
2023-05-31T06:06:02Z,70.0
2023-05-31T06:06:07Z,71.0
2023-05-31T06:06:12Z,72.0
2023-05-31T06:06:27Z,72.0
2023-05-31T06:06:42Z,72.0
2023-05-31T06:06:52Z,71.0
2023-05-31T06:06:57Z,69.0
2023-05-31T06:07:02Z,69.0
2023-05-31T06:07:12Z,70.0
2023-05-31T06:07:22Z,69.0
2023-05-31T06:07:27Z,71.0
2023-05-31T06:07:32Z,73.0
2023-05-31T06:07:42Z,74.0
2023-05-31T06:07:57Z,75.0
2023-05-31T06:08:02Z,74.0
2023-05-31T06:08:12Z,75.0
2023-05-31T06:08:17Z,76.0
2023-05-31T06:08:22Z,74.0
2023-05-31T06:08:27Z,74.0
2023-05-31T06:08:32Z,72.0
2023-05-31T06:08:37Z,71.0
2023-05-31T06:08:42Z,73.0
2023-05-31T06:08:47Z,74.0
2023-05-31T06:08:52Z,75.0
2023-05-31T06:09:07Z,75.0
2023-05-31T06:09:22Z,75.0
2023-05-31T06:09:37Z,75.0
2023-05-31T06:09:52Z,74.0
2023-05-31T06:09:57Z,72.0
2023-05-31T06:10:12Z,72.0
2023-05-31T06:10:17Z,73.0
2023-05-31T06:10:27Z,72.0
2023-05-31T06:10:42Z,72.0
2023-05-31T06:10:52Z,70.0
2023-05-31T06:10:57Z,69.0
2023-05-31T06:11:02Z,70.0
2023-05-31T06:11:17Z,70.0
2023-05-31T06:11:32Z,70.0
2023-05-31T06:11:47Z,72.0
2023-05-31T06:11:52Z,73.0
2023-05-31T06:11:58Z,77.0
2023-05-31T06:12:08Z,76.0
2023-05-31T06:12:18Z,76.0
2023-05-31T06:12:23Z,76.0
2023-05-31T06:12:28Z,77.0
2023-05-31T06:12:43Z,77.0
2023-05-31T06:12:48Z,78.0
2023-05-31T06:12:53Z,79.0
2023-05-31T06:12:58Z,80.0
2023-05-31T06:13:03Z,82.0
2023-05-31T06:13:18Z,82.0
2023-05-31T06:13:28Z,83.0
2023-05-31T06:13:43Z,83.0
2023-05-31T06:13:48Z,86.0
2023-05-31T06:13:53Z,85.0
2023-05-31T06:13:58Z,84.0
2023-05-31T06:14:03Z,81.0
2023-05-31T06:14:08Z,81.0
2023-05-31T06:14:13Z,80.0
2023-05-31T06:14:18Z,79.0
2023-05-31T06:14:33Z,80.0
2023-05-31T06:14:43Z,79.0
2023-05-31T06:14:58Z,79.0
2023-05-31T06:15:13Z,79.0
2023-05-31T06:15:23Z,80.0
2023-05-31T06:15:33Z,81.0
2023-05-31T06:15:48Z,81.0
2023-05-31T06:15:53Z,81.0
2023-05-31T06:16:03Z,80.0
2023-05-31T06:16:13Z,77.0
2023-05-31T06:16:18Z,75.0
2023-05-31T06:16:23Z,76.0
2023-05-31T06:16:38Z,76.0
2023-05-31T06:16:43Z,77.0
2023-05-31T06:16:48Z,75.0
2023-05-31T06:16:58Z,76.0
2023-05-31T06:17:03Z,77.0
2023-05-31T06:17:08Z,78.0
2023-05-31T06:17:18Z,79.0
2023-05-31T06:17:23Z,80.0
2023-05-31T06:17:28Z,81.0
2023-05-31T06:17:33Z,83.0
2023-05-31T06:17:38Z,81.0
2023-05-31T06:17:53Z,83.0
2023-05-31T06:18:03Z,82.0
2023-05-31T06:18:13Z,83.0
2023-05-31T06:18:23Z,81.0
2023-05-31T06:18:28Z,76.0
2023-05-31T06:18:38Z,77.0
2023-05-31T06:18:43Z,79.0
2023-05-31T06:18:48Z,81.0
2023-05-31T06:18:58Z,80.0
2023-05-31T06:19:03Z,79.0
2023-05-31T06:19:18Z,78.0
2023-05-31T06:19:23Z,79.0
2023-05-31T06:19:33Z,78.0
2023-05-31T06:19:38Z,77.0
2023-05-31T06:19:53Z,77.0
2023-05-31T06:19:58Z,80.0
2023-05-31T06:20:03Z,81.0
2023-05-31T06:20:18Z,81.0
2023-05-31T06:20:23Z,79.0
2023-05-31T06:20:28Z,78.0
2023-05-31T06:20:33Z,76.0
2023-05-31T06:20:38Z,75.0
2023-05-31T06:20:48Z,76.0
