timestamp,temperature celsius
2025-07-05T00:00:00Z,34.0
2025-07-05T00:01:00Z,33.8
2025-07-05T00:02:00Z,33.6
2025-07-05T00:03:00Z,33.4
2025-07-05T00:04:00Z,33.3
2025-07-05T00:05:00Z,33.2
2025-07-05T00:06:00Z,33.1
2025-07-05T00:07:00Z,33.0
2025-07-05T00:08:00Z,32.9
2025-07-05T00:09:00Z,32.9
2025-07-05T00:10:00Z,32.9
2025-07-05T00:11:00Z,32.9
2025-07-05T00:12:00Z,32.8
2025-07-05T00:13:00Z,32.8
2025-07-05T00:14:00Z,32.7
2025-07-05T00:15:00Z,32.6
2025-07-05T00:16:00Z,32.7
2025-07-05T00:17:00Z,32.7
2025-07-05T00:18:00Z,32.8
2025-07-05T00:19:00Z,33.0
2025-07-05T00:20:00Z,33.2
2025-07-05T00:21:00Z,33.4
2025-07-05T00:22:00Z,33.5
2025-07-05T00:23:00Z,33.7
2025-07-05T00:24:00Z,33.8
2025-07-05T00:25:00Z,34.0
2025-07-05T00:26:00Z,34.0
2025-07-05T00:27:00Z,34.2
2025-07-05T00:28:00Z,34.3
2025-07-05T00:29:00Z,34.4
2025-07-05T00:30:00Z,34.4
2025-07-05T00:31:00Z,34.6
2025-07-05T00:32:00Z,34.6
2025-07-05T00:33:00Z,34.6
2025-07-05T00:34:00Z,34.6
2025-07-05T00:35:00Z,34.3
2025-07-05T00:36:00Z,34.2
2025-07-05T00:37:00Z,33.9
2025-07-05T00:38:00Z,33.8
2025-07-05T00:39:00Z,33.6
2025-07-05T00:40:00Z,33.5
2025-07-05T00:41:00Z,33.5
2025-07-05T00:42:00Z,33.4
2025-07-05T12:00:00Z,32.5
2025-07-05T12:01:00Z,32.2
2025-07-05T12:02:00Z,32.2
2025-07-05T12:03:00Z,32.1
2025-07-05T12:04:00Z,32.1
2025-07-05T12:05:00Z,32.0
2025-07-05T12:06:00Z,32.0
2025-07-05T12:07:00Z,32.0
2025-07-05T12:08:00Z,31.9
2025-07-05T12:09:00Z,31.9
2025-07-05T12:10:00Z,31.8
2025-07-05T12:11:00Z,31.8
2025-07-05T12:12:00Z,31.8
2025-07-05T12:13:00Z,31.8
2025-07-05T12:14:00Z,31.8
