timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds
2023-05-01T00:40:00Z,87.092,0.0
2023-05-01T00:45:00Z,87.46,0.0
2023-05-01T00:50:00Z,68.775,0.0
2023-05-01T00:55:00Z,69.277,0.0
2023-05-01T01:00:00Z,61.762,0.0
2023-05-01T01:05:00Z,64.368,0.0
2023-05-01T01:10:00Z,69.047,0.0
2023-05-01T01:15:00Z,67.627,0.0
2023-05-01T01:20:00Z,67.868,0.0
2023-05-01T01:25:00Z,54.283,0.0
2023-05-01T01:30:00Z,49.211,0.0
2023-05-01T01:35:00Z,57.63,0.0
2023-05-01T01:40:00Z,58.948,0.0
2023-05-01T01:45:00Z,59.359,0.0
2023-05-01T01:50:00Z,50.48,0.0
2023-05-01T01:55:00Z,45.688,0.0
2023-05-01T02:00:00Z,55.994,0.0
2023-05-01T02:05:00Z,56.8,0.0
2023-05-01T02:10:00Z,44.282,0.0
2023-05-01T02:15:00Z,48.04,0.0
2023-05-01T02:20:00Z,48.186,0.0
2023-05-01T02:25:00Z,51.387,0.0
2023-05-01T02:30:00Z,52.501,0.0
2023-05-01T02:35:00Z,54.803,0.0
2023-05-01T02:40:00Z,61.993,0.0
2023-05-01T02:45:00Z,73.21,0.0
2023-05-01T02:50:00Z,77.877,0.0
2023-05-01T02:55:00Z,46.807,0.0
2023-05-01T03:00:00Z,46.804,0.0
2023-05-01T03:05:00Z,45.352,0.0
2023-05-01T03:10:00Z,30.279,0.0
2023-05-01T03:15:00Z,54.518,0.0
2023-05-01T03:20:00Z,38.144,0.0
2023-05-01T03:25:00Z,39.647,0.0
2023-05-01T03:30:00Z,42.647,0.0
2023-05-01T03:35:00Z,45.833,0.0
2023-05-01T03:40:00Z,50.856,0.0
2023-05-01T03:45:00Z,49.056,0.0
2023-05-01T03:50:00Z,40.566,0.0
2023-05-01T03:55:00Z,50.271,0.0
2023-05-01T04:00:00Z,44.617,0.0
2023-05-01T04:05:00Z,44.418,0.0
2023-05-01T04:10:00Z,40.82,0.0
2023-05-01T04:15:00Z,44.778,0.0
2023-05-01T04:20:00Z,43.195,0.0
2023-05-01T04:25:00Z,42.857,0.0
2023-05-01T04:30:00Z,59.662,0.0
2023-05-01T04:35:00Z,59.757,0.0
2023-05-01T04:40:00Z,43.777,0.0
2023-05-01T04:45:00Z,43.888,0.0
2023-05-01T04:50:00Z,57.201,0.0
2023-05-01T04:55:00Z,29.034,0.0
2023-05-01T05:00:00Z,62.727,0.0
2023-05-01T05:05:00Z,61.804,0.0
2023-05-01T05:10:00Z,82.176,0.0
2023-05-01T05:15:00Z,68.531,0.0
2023-05-01T05:20:00Z,56.762,0.0
2023-05-01T05:25:00Z,58.948,0.0
2023-05-01T05:30:00Z,33.987,0.0
2023-05-01T05:35:00Z,44.561,0.0
2023-05-01T05:40:00Z,86.417,0.0
2023-05-01T05:45:00Z,93.195,0.0
2023-05-01T05:50:00Z,92.226,0.0
2023-05-01T05:55:00Z,84.446,0.0
2023-05-01T06:00:00Z,64.878,0.0
2023-05-01T06:05:00Z,60.26,0.0
2023-05-01T06:10:00Z,54.835,0.0
2023-05-01T06:15:00Z,47.701,0.0
2023-05-01T06:20:00Z,50.55,0.0
2023-05-01T06:25:00Z,55.894,0.0
2023-05-01T06:30:00Z,46.944,0.0
2023-05-01T06:35:00Z,44.979,0.0
2023-05-01T06:40:00Z,84.331,0.0
2023-05-01T06:45:00Z,56.257,0.0
2023-05-01T06:50:00Z,53.214,0.0
2023-05-01T06:55:00Z,86.025,0.0
2023-05-01T07:00:00Z,100.813,0.0
2023-05-01T22:45:00Z,48.369,0.0
2023-05-01T22:50:00Z,60.084,0.0
2023-05-01T22:55:00Z,60.656,0.0
2023-05-01T23:00:00Z,57.239,0.0
2023-05-01T23:05:00Z,52.847,0.0
2023-05-01T23:10:00Z,50.945,0.0
2023-05-01T23:15:00Z,48.534,0.0
2023-05-01T23:20:00Z,49.338,0.0
2023-05-01T23:25:00Z,49.271,0.0
2023-05-01T23:30:00Z,43.451,0.0
2023-05-01T23:35:00Z,52.175,0.0
2023-05-01T23:40:00Z,40.293,0.0
2023-05-01T23:45:00Z,33.321,0.0
2023-05-01T23:50:00Z,32.567,0.0
2023-05-01T23:55:00Z,30.043,0.0
2023-05-02T00:00:00Z,27.72,0.0
2023-05-02T00:05:00Z,32.013,0.0
2023-05-02T00:10:00Z,37.568,0.0
2023-05-02T00:15:00Z,41.128,0.0
2023-05-02T00:20:00Z,53.274,0.0
2023-05-02T00:25:00Z,50.092,0.0
2023-05-02T00:30:00Z,49.713,0.0
2023-05-02T00:35:00Z,50.786,0.0
2023-05-02T00:40:00Z,48.163,0.0
2023-05-02T00:45:00Z,55.407,0.0
2023-05-02T00:50:00Z,56.636,0.0
2023-05-02T00:55:00Z,55.162,0.0
2023-05-02T01:00:00Z,56.241,0.0
2023-05-02T01:05:00Z,74.698,0.0
2023-05-02T01:10:00Z,65.636,0.0
2023-05-02T01:15:00Z,66.79,0.0
2023-05-02T01:20:00Z,84.652,0.0
2023-05-02T01:25:00Z,75.067,0.0
2023-05-02T01:30:00Z,54.785,0.0
2023-05-02T01:35:00Z,50.623,0.0
2023-05-02T01:40:00Z,39.136,0.0
2023-05-02T01:45:00Z,24.843,0.0
2023-05-02T01:50:00Z,24.802,0.0
2023-05-02T01:55:00Z,27.217,0.0
2023-05-02T02:00:00Z,10.631,0.0
2023-05-02T02:05:00Z,17.283,0.0
2023-05-02T02:10:00Z,45.575,0.0
2023-05-02T02:15:00Z,40.784,0.0
2023-05-02T02:25:00Z,53.011,0.0
2023-05-02T02:30:00Z,15.09,0.0
2023-05-02T02:35:00Z,22.853,0.0
2023-05-02T02:40:00Z,33.21,0.0
2023-05-02T02:45:00Z,14.296,0.0
2023-05-02T02:50:00Z,18.664,0.0
2023-05-02T02:55:00Z,20.084,0.0
2023-05-02T03:00:00Z,37.542,0.0
2023-05-02T03:05:00Z,51.475,0.0
2023-05-02T03:10:00Z,61.432,0.0
