timestamp,min observed load,max observed load
2025-07-03,0.0,50.0
2025-07-04,0.0,50.0
2025-07-05,0.0,79.8445263115296
2025-07-06,0.0,79.8445263115296
2025-07-07,0.0,128.9066515040751
