timestamp,nightly temperature celsius,baseline temperature celsius,relative nightly stddev 30d celsius
2023-06-25T00:00:00Z,31.656540084388187,32.358105263157896,0.5209554812150929
2023-06-26T00:00:00Z,33.06935483870967,32.38867704472449,0.5350701360346144
2023-06-27T00:00:00Z,32.347731755424064,32.358105263157896,0.5256624884671707
2023-06-28T00:00:00Z,32.614508928571425,32.38867704472449,0.5204201735392304
2023-06-29T00:00:00Z,32.36660079051383,32.36235302683586,0.5198733273171371
2023-06-30T00:00:00Z,32.25546038543897,32.35291850929098,0.5191718938924353
2023-07-01T00:00:00Z,31.823809523809523,32.35291850929098,0.5108149242681753
2023-07-03T00:00:00Z,32.941904761904766,32.347731755424064,0.5256237890411011
2023-07-04T00:00:00Z,33.151737451737446,32.358105263157896,0.5500021945071308
2023-07-05T00:00:00Z,32.73853820598006,32.358105263157896,0.5352601946107329
