timestamp,heart rate zone,total minutes
2023-06-08T18:05:00Z,fat burn,1
2023-06-08T18:06:00Z,fat burn,1
2023-06-08T18:08:00Z,cardio,2
2023-06-08T18:09:00Z,cardio,2
2023-06-08T18:10:00Z,cardio,2
2023-06-08T18:14:00Z,fat burn,1
2023-06-08T18:15:00Z,fat burn,1
2023-06-08T18:17:00Z,cardio,2
2023-06-08T18:18:00Z,fat burn,1
2023-06-08T18:19:00Z,cardio,2
2023-06-08T18:20:00Z,cardio,2
2023-06-08T18:21:00Z,cardio,2
2023-06-08T18:22:00Z,fat burn,1
2023-06-08T18:23:00Z,fat burn,1
2023-06-08T18:24:00Z,fat burn,1
2023-06-08T18:25:00Z,fat burn,1
2023-06-08T18:26:00Z,fat burn,1
2023-06-08T18:27:00Z,cardio,2
2023-06-08T18:28:00Z,fat burn,1
2023-06-08T18:29:00Z,cardio,2
2023-06-08T18:30:00Z,fat burn,1
2023-06-08T18:31:00Z,cardio,2
2023-06-08T18:32:00Z,fat burn,1
2023-06-08T18:33:00Z,fat burn,1
2023-06-08T18:35:00Z,fat burn,1
2023-06-08T18:36:00Z,fat burn,1
2023-06-08T18:37:00Z,fat burn,1
2023-06-08T18:38:00Z,fat burn,1
2023-06-08T18:39:00Z,cardio,2
2023-06-08T18:40:00Z,cardio,2
2023-06-08T18:41:00Z,cardio,2
2023-06-08T18:42:00Z,cardio,2
2023-06-08T18:43:00Z,fat burn,1
2023-06-08T18:44:00Z,fat burn,1
2023-06-08T18:45:00Z,fat burn,1
2023-06-08T18:46:00Z,cardio,2
2023-06-08T18:47:00Z,cardio,2
2023-06-08T18:48:00Z,cardio,2
2023-06-08T18:49:00Z,fat burn,1
2023-06-08T18:50:00Z,fat burn,1
2023-06-08T18:51:00Z,fat burn,1
2023-06-08T18:52:00Z,fat burn,1
2023-06-08T18:53:00Z,fat burn,1
2023-06-08T18:54:00Z,fat burn,1
2023-06-08T18:55:00Z,fat burn,1
2023-06-08T18:56:00Z,fat burn,1
2023-06-08T18:58:00Z,fat burn,1
2023-06-08T18:59:00Z,fat burn,1
2023-06-08T19:00:00Z,fat burn,1
2023-06-08T19:01:00Z,fat burn,1
2023-06-08T19:02:00Z,fat burn,1
2023-06-08T19:03:00Z,fat burn,1
2023-06-08T19:05:00Z,fat burn,1
2023-06-08T19:06:00Z,fat burn,1
2023-06-08T19:08:00Z,fat burn,1
2023-06-08T19:35:00Z,fat burn,1
2023-06-08T19:36:00Z,fat burn,1
2023-06-08T19:40:00Z,fat burn,1
2023-06-08T19:41:00Z,fat burn,1
2023-06-08T19:42:00Z,fat burn,1
2023-06-08T20:13:00Z,fat burn,1
2023-06-09T15:43:00Z,fat burn,1
2023-06-11T03:11:00Z,fat burn,1
2023-06-14T02:57:00Z,fat burn,1
2023-06-14T16:35:00Z,fat burn,1
2023-06-14T16:36:00Z,fat burn,1
2023-06-16T16:05:00Z,fat burn,1
2023-06-16T16:06:00Z,fat burn,1
2023-06-16T16:09:00Z,fat burn,1
2023-06-17T03:30:00Z,fat burn,1
2023-06-17T19:42:00Z,fat burn,1
2023-06-17T23:07:00Z,fat burn,1
2023-06-17T23:09:00Z,fat burn,1
2023-06-17T23:10:00Z,fat burn,1
2023-06-17T23:11:00Z,fat burn,1
2023-06-17T23:12:00Z,fat burn,1
2023-06-17T23:13:00Z,fat burn,1
2023-06-17T23:14:00Z,fat burn,1
2023-06-17T23:15:00Z,fat burn,1
2023-06-17T23:16:00Z,fat burn,1
2023-06-17T23:17:00Z,fat burn,1
2023-06-17T23:18:00Z,fat burn,1
2023-06-17T23:19:00Z,fat burn,1
2023-06-17T23:20:00Z,fat burn,1
2023-06-17T23:24:00Z,fat burn,1
2023-06-17T23:25:00Z,fat burn,1
2023-06-18T00:21:00Z,fat burn,1
2023-06-18T00:23:00Z,fat burn,1
2023-06-18T00:24:00Z,fat burn,1
2023-06-18T00:25:00Z,fat burn,1
2023-06-18T00:26:00Z,fat burn,1
2023-06-18T00:27:00Z,fat burn,1
2023-06-18T00:28:00Z,fat burn,1
2023-06-18T00:29:00Z,fat burn,1
2023-06-18T00:31:00Z,fat burn,1
2023-06-18T00:34:00Z,fat burn,1
2023-06-18T00:35:00Z,fat burn,1
2023-06-18T00:36:00Z,fat burn,1
2023-06-18T00:37:00Z,fat burn,1
2023-06-18T00:38:00Z,fat burn,1
2023-06-18T00:39:00Z,fat burn,1
2023-06-18T00:40:00Z,cardio,2
2023-06-18T00:41:00Z,fat burn,1
2023-06-18T00:42:00Z,fat burn,1
2023-06-18T00:43:00Z,cardio,2
2023-06-18T00:44:00Z,fat burn,1
2023-06-18T00:45:00Z,fat burn,1
2023-06-18T00:46:00Z,fat burn,1
2023-06-18T00:47:00Z,fat burn,1
2023-06-18T00:51:00Z,fat burn,1
2023-06-18T00:53:00Z,fat burn,1
2023-06-18T00:54:00Z,fat burn,1
2023-06-18T00:55:00Z,fat burn,1
2023-06-18T00:56:00Z,fat burn,1
2023-06-18T00:57:00Z,fat burn,1
2023-06-18T00:58:00Z,fat burn,1
2023-06-18T01:00:00Z,fat burn,1
2023-06-18T01:01:00Z,fat burn,1
2023-06-18T02:47:00Z,fat burn,1
2023-06-18T02:48:00Z,fat burn,1
2023-06-18T02:49:00Z,fat burn,1
2023-06-18T02:50:00Z,fat burn,1
2023-06-18T02:51:00Z,fat burn,1
2023-06-18T02:52:00Z,fat burn,1
2023-06-18T02:56:00Z,fat burn,1
2023-06-18T18:27:00Z,fat burn,1
2023-06-18T18:28:00Z,fat burn,1
2023-06-19T01:06:00Z,fat burn,1
2023-06-19T01:07:00Z,fat burn,1
2023-06-19T01:08:00Z,fat burn,1
2023-06-19T01:12:00Z,fat burn,1
2023-06-19T01:13:00Z,fat burn,1
2023-06-19T01:15:00Z,fat burn,1
2023-06-19T01:22:00Z,fat burn,1
2023-06-19T01:23:00Z,fat burn,1
2023-06-19T01:24:00Z,fat burn,1
2023-06-19T01:25:00Z,fat burn,1
2023-06-19T01:26:00Z,fat burn,1
2023-06-19T01:27:00Z,fat burn,1
2023-06-19T01:29:00Z,fat burn,1
2023-06-19T01:30:00Z,fat burn,1
2023-06-19T01:31:00Z,fat burn,1
2023-06-19T01:32:00Z,fat burn,1
2023-06-19T01:39:00Z,fat burn,1
2023-06-19T01:40:00Z,fat burn,1
2023-06-19T01:43:00Z,fat burn,1
2023-06-19T01:46:00Z,fat burn,1
2023-06-19T01:47:00Z,fat burn,1
2023-06-19T01:48:00Z,fat burn,1
2023-06-19T01:49:00Z,fat burn,1
2023-06-19T01:50:00Z,fat burn,1
2023-06-19T01:51:00Z,cardio,2
2023-06-19T01:52:00Z,fat burn,1
2023-06-19T01:53:00Z,fat burn,1
2023-06-19T01:54:00Z,fat burn,1
2023-06-19T01:55:00Z,fat burn,1
2023-06-19T01:56:00Z,fat burn,1
2023-06-19T01:57:00Z,fat burn,1
2023-06-19T01:58:00Z,fat burn,1
2023-06-19T02:00:00Z,cardio,2
2023-06-19T02:01:00Z,cardio,2
2023-06-19T02:02:00Z,fat burn,1
2023-06-19T02:03:00Z,cardio,2
2023-06-19T02:04:00Z,fat burn,1
2023-06-19T02:05:00Z,fat burn,1
2023-06-19T02:06:00Z,fat burn,1
2023-06-19T02:08:00Z,fat burn,1
2023-06-19T02:09:00Z,fat burn,1
2023-06-19T02:18:00Z,fat burn,1
2023-06-19T02:19:00Z,fat burn,1
2023-06-19T02:20:00Z,fat burn,1
2023-06-21T15:14:00Z,fat burn,1
2023-06-21T19:21:00Z,fat burn,1
2023-06-23T03:10:00Z,fat burn,1
2023-06-23T17:01:00Z,fat burn,1
2023-06-23T17:02:00Z,fat burn,1
2023-06-23T17:11:00Z,fat burn,1
2023-06-23T17:38:00Z,fat burn,1
2023-06-24T20:20:00Z,fat burn,1
2023-06-24T20:48:00Z,fat burn,1
2023-06-25T00:06:00Z,fat burn,1
2023-06-25T00:07:00Z,fat burn,1
2023-06-25T16:06:00Z,fat burn,1
2023-06-27T19:22:00Z,fat burn,1
2023-06-30T19:39:00Z,fat burn,1
