timestamp,heart rate zone,total minutes
2023-04-11T19:53:00Z,fat burn,1
2023-04-11T19:54:00Z,fat burn,1
2023-04-11T19:55:00Z,fat burn,1
2023-04-14T04:11:00Z,fat burn,1
2023-04-14T21:35:00Z,fat burn,1
2023-04-14T21:38:00Z,fat burn,1
2023-04-14T21:39:00Z,fat burn,1
2023-04-14T21:40:00Z,fat burn,1
2023-04-14T21:41:00Z,fat burn,1
2023-04-14T21:42:00Z,fat burn,1
2023-04-14T21:55:00Z,fat burn,1
2023-04-14T21:56:00Z,fat burn,1
2023-04-14T21:57:00Z,fat burn,1
2023-04-14T21:58:00Z,fat burn,1
2023-04-14T21:59:00Z,fat burn,1
2023-04-14T22:00:00Z,fat burn,1
2023-04-14T22:01:00Z,fat burn,1
2023-04-14T22:02:00Z,fat burn,1
2023-04-14T22:03:00Z,fat burn,1
2023-04-14T22:04:00Z,fat burn,1
2023-04-14T22:05:00Z,fat burn,1
2023-04-14T22:06:00Z,fat burn,1
2023-04-14T22:07:00Z,fat burn,1
2023-04-14T22:08:00Z,fat burn,1
2023-04-14T22:09:00Z,fat burn,1
2023-04-14T22:10:00Z,fat burn,1
2023-04-14T22:11:00Z,fat burn,1
2023-04-14T22:12:00Z,fat burn,1
2023-04-14T22:15:00Z,fat burn,1
2023-04-14T22:20:00Z,fat burn,1
2023-04-14T22:21:00Z,fat burn,1
2023-04-14T22:22:00Z,fat burn,1
2023-04-14T22:23:00Z,fat burn,1
2023-04-14T22:24:00Z,fat burn,1
2023-04-14T22:25:00Z,fat burn,1
2023-04-14T22:26:00Z,fat burn,1
2023-04-14T22:27:00Z,fat burn,1
2023-04-14T22:28:00Z,fat burn,1
2023-04-14T22:29:00Z,fat burn,1
2023-04-14T22:31:00Z,fat burn,1
2023-04-14T22:32:00Z,fat burn,1
2023-04-14T22:33:00Z,fat burn,1
2023-04-14T22:34:00Z,fat burn,1
2023-04-14T22:35:00Z,fat burn,1
2023-04-14T22:36:00Z,fat burn,1
2023-04-14T22:37:00Z,fat burn,1
2023-04-14T22:38:00Z,fat burn,1
2023-04-14T22:41:00Z,fat burn,1
2023-04-14T22:44:00Z,fat burn,1
2023-04-14T22:45:00Z,fat burn,1
2023-04-14T22:46:00Z,fat burn,1
2023-04-14T22:47:00Z,fat burn,1
2023-04-14T22:48:00Z,fat burn,1
2023-04-14T22:49:00Z,fat burn,1
2023-04-14T22:50:00Z,fat burn,1
2023-04-14T22:51:00Z,fat burn,1
2023-04-14T22:52:00Z,fat burn,1
2023-04-14T22:53:00Z,fat burn,1
2023-04-14T22:54:00Z,fat burn,1
2023-04-14T22:55:00Z,fat burn,1
2023-04-14T22:56:00Z,fat burn,1
2023-04-14T23:08:00Z,fat burn,1
2023-04-14T23:09:00Z,fat burn,1
2023-04-14T23:13:00Z,fat burn,1
2023-04-14T23:14:00Z,fat burn,1
2023-04-14T23:15:00Z,fat burn,1
2023-04-14T23:16:00Z,fat burn,1
2023-04-14T23:17:00Z,fat burn,1
2023-04-14T23:18:00Z,fat burn,1
2023-04-14T23:19:00Z,fat burn,1
2023-04-14T23:20:00Z,fat burn,1
2023-04-14T23:23:00Z,fat burn,1
2023-04-14T23:24:00Z,fat burn,1
2023-04-14T23:53:00Z,fat burn,1
2023-04-14T23:54:00Z,fat burn,1
2023-04-15T15:26:00Z,fat burn,1
2023-04-16T16:11:00Z,fat burn,1
2023-04-16T16:12:00Z,cardio,2
2023-04-16T19:41:00Z,fat burn,1
2023-04-16T19:42:00Z,fat burn,1
2023-04-17T01:48:00Z,fat burn,1
2023-04-17T02:55:00Z,fat burn,1
2023-04-17T02:56:00Z,fat burn,1
2023-04-17T02:57:00Z,fat burn,1
2023-04-17T17:47:00Z,fat burn,1
2023-04-17T17:48:00Z,fat burn,1
2023-04-17T17:50:00Z,fat burn,1
2023-04-17T17:51:00Z,fat burn,1
2023-04-17T17:52:00Z,fat burn,1
2023-04-17T17:53:00Z,fat burn,1
2023-04-17T17:56:00Z,fat burn,1
2023-04-17T17:57:00Z,fat burn,1
2023-04-17T17:58:00Z,fat burn,1
2023-04-17T17:59:00Z,fat burn,1
2023-04-17T18:13:00Z,fat burn,1
2023-04-17T18:16:00Z,fat burn,1
2023-04-17T18:18:00Z,fat burn,1
2023-04-17T18:22:00Z,fat burn,1
2023-04-17T18:23:00Z,fat burn,1
2023-04-17T20:02:00Z,fat burn,1
2023-04-17T20:03:00Z,fat burn,1
2023-04-17T20:49:00Z,fat burn,1
2023-04-17T20:50:00Z,fat burn,1
2023-04-17T20:51:00Z,fat burn,1
2023-04-17T20:52:00Z,fat burn,1
2023-04-17T20:53:00Z,fat burn,1
