timestamp,steps
2025-07-04T07:27:00Z,8
2025-07-04T08:19:00Z,16
2025-07-04T08:20:00Z,9
2025-07-04T08:21:00Z,28
2025-07-04T08:51:00Z,8
2025-07-04T08:52:00Z,4
2025-07-04T09:11:00Z,9
2025-07-04T11:45:00Z,4
2025-07-04T16:15:00Z,7
2025-07-04T16:45:00Z,11
2025-07-04T17:11:00Z,18
2025-07-04T17:12:00Z,6
2025-07-04T17:14:00Z,8
2025-07-04T17:17:00Z,13
2025-07-04T17:30:00Z,9
2025-07-04T17:39:00Z,25
2025-07-04T17:40:00Z,76
2025-07-04T17:46:00Z,64
2025-07-04T17:47:00Z,72
2025-07-04T17:48:00Z,23
2025-07-04T17:49:00Z,39
2025-07-04T17:50:00Z,27
2025-07-04T17:51:00Z,30
2025-07-04T17:55:00Z,4
2025-07-04T17:56:00Z,50
2025-07-04T18:01:00Z,38
2025-07-04T18:03:00Z,41
2025-07-04T18:04:00Z,64
2025-07-04T18:07:00Z,93
2025-07-04T18:08:00Z,91
2025-07-04T18:09:00Z,13
2025-07-04T18:11:00Z,71
2025-07-04T18:12:00Z,9
2025-07-04T18:14:00Z,8
2025-07-04T18:19:00Z,9
2025-07-04T18:21:00Z,68
2025-07-04T18:22:00Z,55
2025-07-04T18:23:00Z,98
2025-07-04T18:24:00Z,111
2025-07-04T18:25:00Z,106
2025-07-04T18:26:00Z,91
2025-07-04T18:27:00Z,98
2025-07-04T18:28:00Z,68
2025-07-04T18:35:00Z,15
2025-07-04T18:39:00Z,47
2025-07-04T18:40:00Z,12
2025-07-04T18:41:00Z,45
2025-07-04T18:42:00Z,21
2025-07-04T18:47:00Z,80
2025-07-04T18:48:00Z,65
2025-07-04T18:49:00Z,41
2025-07-04T22:58:00Z,5
2025-07-05T01:15:00Z,21
2025-07-05T01:16:00Z,51
2025-07-05T01:17:00Z,11
2025-07-05T01:21:00Z,46
2025-07-05T01:22:00Z,37
2025-07-05T01:23:00Z,9
2025-07-05T01:24:00Z,3
2025-07-05T01:27:00Z,26
2025-07-05T01:28:00Z,7
2025-07-05T01:32:00Z,15
2025-07-05T01:33:00Z,6
2025-07-05T01:37:00Z,5
2025-07-05T01:38:00Z,12
2025-07-05T01:39:00Z,8
2025-07-05T01:48:00Z,8
2025-07-05T01:49:00Z,14
2025-07-05T01:52:00Z,16
2025-07-05T02:12:00Z,25
2025-07-05T02:14:00Z,9
2025-07-05T02:15:00Z,14
2025-07-05T02:16:00Z,8
2025-07-05T02:17:00Z,29
2025-07-05T02:18:00Z,46
2025-07-05T02:19:00Z,48
2025-07-05T02:20:00Z,43
2025-07-05T02:21:00Z,12
2025-07-05T02:24:00Z,47
2025-07-05T02:25:00Z,30
2025-07-05T02:26:00Z,14
2025-07-05T02:27:00Z,35
2025-07-05T02:28:00Z,27
2025-07-05T02:32:00Z,31
2025-07-05T02:33:00Z,43
2025-07-05T02:37:00Z,16
2025-07-05T02:38:00Z,66
2025-07-05T02:39:00Z,29
2025-07-05T02:40:00Z,38
2025-07-05T02:41:00Z,45
2025-07-05T02:42:00Z,80
2025-07-05T02:43:00Z,85
2025-07-05T02:44:00Z,95
2025-07-05T02:45:00Z,87
2025-07-05T02:46:00Z,93
2025-07-05T02:47:00Z,76
2025-07-05T02:48:00Z,96
2025-07-05T02:49:00Z,97
2025-07-05T02:50:00Z,87
2025-07-05T02:51:00Z,98
2025-07-05T02:52:00Z,95
2025-07-05T02:53:00Z,100
2025-07-05T02:54:00Z,100
2025-07-05T02:55:00Z,97
2025-07-05T02:56:00Z,88
2025-07-05T02:57:00Z,103
2025-07-05T02:58:00Z,99
