timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds
2023-06-01T00:00:00Z,32.605,0.0
2023-06-01T00:05:00Z,31.952,0.0
2023-06-01T00:10:00Z,42.594,0.0
2023-06-01T00:15:00Z,38.441,0.0
2023-06-01T00:20:00Z,35.652,0.0
2023-06-01T00:25:00Z,38.413,0.0
2023-06-01T00:30:00Z,37.851,0.0
2023-06-01T00:35:00Z,49.887,0.0
2023-06-01T00:40:00Z,43.173,0.0
2023-06-01T00:45:00Z,53.896,0.0
2023-06-01T00:50:00Z,54.899,0.0
2023-06-01T00:55:00Z,62.085,0.0
2023-06-01T01:00:00Z,59.855,0.0
2023-06-01T01:05:00Z,65.294,0.0
2023-06-01T01:10:00Z,63.606,0.0
2023-06-01T01:15:00Z,60.002,0.0
2023-06-01T01:20:00Z,65.574,0.0
2023-06-01T01:25:00Z,49.194,0.0
2023-06-01T01:30:00Z,39.938,0.0
2023-06-01T01:35:00Z,46.808,0.0
2023-06-01T01:40:00Z,47.481,0.0
2023-06-01T01:45:00Z,46.117,0.0
2023-06-01T01:50:00Z,30.487,0.0
2023-06-01T01:55:00Z,34.738,0.0
2023-06-01T02:00:00Z,51.71,0.0
2023-06-01T02:05:00Z,56.503,0.0
2023-06-01T02:10:00Z,46.696,0.0
2023-06-01T02:15:00Z,48.346,0.0
2023-06-01T02:20:00Z,46.546,0.0
2023-06-01T02:25:00Z,49.92,0.0
2023-06-01T02:30:00Z,46.028,0.0
2023-06-01T02:35:00Z,52.061,0.0
2023-06-01T02:40:00Z,47.018,0.0
2023-06-01T02:45:00Z,52.558,0.0
2023-06-01T02:50:00Z,52.681,0.0
2023-06-01T02:55:00Z,44.385,0.0
2023-06-01T03:00:00Z,38.787,0.0
2023-06-01T03:05:00Z,43.983,0.0
2023-06-01T03:10:00Z,29.071,0.0
2023-06-01T03:15:00Z,40.544,0.0
2023-06-01T03:20:00Z,74.872,0.0
2023-06-01T03:25:00Z,61.738,0.0
2023-06-01T03:30:00Z,54.618,0.0
2023-06-01T03:35:00Z,66.258,0.0
2023-06-01T03:40:00Z,67.404,0.0
2023-06-01T03:45:00Z,61.675,0.0
2023-06-01T03:50:00Z,65.665,0.0
2023-06-01T03:55:00Z,55.092,0.0
2023-06-01T04:00:00Z,55.373,0.0
2023-06-01T04:05:00Z,55.365,0.0
2023-06-01T04:10:00Z,51.93,0.0
2023-06-01T04:15:00Z,41.672,0.0
2023-06-01T04:20:00Z,58.474,0.0
2023-06-01T04:25:00Z,54.466,0.0
2023-06-01T04:30:00Z,60.773,0.0
2023-06-01T04:35:00Z,77.66,0.0
2023-06-01T04:40:00Z,73.959,0.0
2023-06-01T04:45:00Z,72.021,0.0
2023-06-01T04:50:00Z,63.796,0.0
2023-06-01T04:55:00Z,59.698,0.0
2023-06-01T05:00:00Z,58.845,0.0
2023-06-01T05:05:00Z,65.434,0.0
2023-06-01T05:10:00Z,40.998,0.0
2023-06-01T05:15:00Z,38.656,0.0
2023-06-01T05:20:00Z,75.812,0.0
2023-06-01T05:25:00Z,45.962,0.0
2023-06-01T05:30:00Z,59.204,0.0
2023-06-01T05:35:00Z,68.051,0.0
2023-06-01T05:40:00Z,76.835,0.0
2023-06-01T05:45:00Z,39.632,0.0
2023-06-01T05:50:00Z,61.825,0.0
2023-06-01T05:55:00Z,59.818,0.0
2023-06-01T06:00:00Z,44.709,0.0
2023-06-01T06:05:00Z,52.492,0.0
2023-06-01T06:10:00Z,59.749,0.0
2023-06-01T06:15:00Z,80.812,0.0
2023-06-01T06:20:00Z,42.293,0.0
2023-06-01T06:25:00Z,56.184,0.0
2023-06-01T06:30:00Z,73.903,0.0
2023-06-01T06:35:00Z,74.222,0.0
2023-06-01T06:40:00Z,71.035,0.0
2023-06-01T06:45:00Z,74.101,0.0
2023-06-01T06:50:00Z,77.813,0.0
2023-06-01T22:25:00Z,55.944,0.0
2023-06-01T22:30:00Z,61.618,0.0
2023-06-01T22:35:00Z,62.107,0.0
2023-06-01T22:40:00Z,56.738,0.0
2023-06-01T22:45:00Z,60.055,0.0
2023-06-01T22:50:00Z,53.809,0.0
2023-06-01T22:55:00Z,58.416,0.0
2023-06-01T23:00:00Z,64.15,0.0
2023-06-01T23:05:00Z,73.133,0.0
2023-06-01T23:10:00Z,73.499,0.0
2023-06-01T23:15:00Z,69.571,0.0
2023-06-01T23:20:00Z,75.201,0.0
2023-06-01T23:25:00Z,64.215,0.0
2023-06-01T23:30:00Z,46.012,0.0
2023-06-01T23:35:00Z,40.778,0.0
2023-06-01T23:40:00Z,43.227,0.0
2023-06-01T23:45:00Z,43.193,0.0
2023-06-01T23:50:00Z,44.113,0.0
2023-06-01T23:55:00Z,51.425,0.0
2023-06-02T00:00:00Z,41.698,0.0
2023-06-02T00:05:00Z,40.651,0.0
2023-06-02T00:10:00Z,45.143,0.0
2023-06-02T00:15:00Z,40.998,0.0
2023-06-02T00:20:00Z,43.717,0.0
2023-06-02T00:25:00Z,42.339,0.0
2023-06-02T00:30:00Z,48.5,0.0
2023-06-02T00:35:00Z,39.822,0.0
2023-06-02T00:40:00Z,39.373,0.0
2023-06-02T00:45:00Z,41.598,0.0
2023-06-02T00:50:00Z,38.824,0.0
2023-06-02T00:55:00Z,44.936,0.0
2023-06-02T01:00:00Z,52.595,0.0
2023-06-02T01:05:00Z,70.582,0.0
2023-06-02T01:10:00Z,49.573,0.0
2023-06-02T01:15:00Z,39.468,0.0
2023-06-02T01:20:00Z,47.941,0.0
2023-06-02T01:25:00Z,33.114,0.0
2023-06-02T01:30:00Z,37.118,0.0
2023-06-02T01:35:00Z,51.669,0.0
2023-06-02T01:40:00Z,44.915,0.0
2023-06-02T01:45:00Z,41.559,0.0
2023-06-02T01:50:00Z,45.754,0.0
2023-06-02T01:55:00Z,40.695,0.0
2023-06-02T02:00:00Z,40.919,0.0
2023-06-02T02:05:00Z,49.005,0.0
2023-06-02T02:10:00Z,33.511,0.0
2023-06-02T02:15:00Z,47.903,0.0
2023-06-02T02:20:00Z,60.907,0.0
2023-06-02T02:25:00Z,79.345,0.0
2023-06-02T02:30:00Z,74.701,0.0
2023-06-02T02:35:00Z,62.856,0.0
2023-06-02T02:40:00Z,22.268,0.0
2023-06-02T02:45:00Z,21.292,0.0
2023-06-02T02:50:00Z,32.803,0.0
2023-06-02T02:55:00Z,34.974,0.0
2023-06-02T03:00:00Z,65.775,0.0
2023-06-02T03:05:00Z,62.067,0.0
2023-06-02T03:10:00Z,66.723,0.0
2023-06-02T03:15:00Z,61.442,0.0
2023-06-02T03:20:00Z,51.589,0.0
2023-06-02T03:25:00Z,54.708,0.0
2023-06-02T03:30:00Z,44.567,0.0
2023-06-02T03:40:00Z,46.809,0.0
2023-06-02T03:45:00Z,71.012,0.0
2023-06-02T03:50:00Z,52.411,0.0
2023-06-02T03:55:00Z,52.237,0.0
2023-06-02T04:00:00Z,63.009,0.0
2023-06-02T04:05:00Z,67.433,0.0
2023-06-02T04:10:00Z,70.179,0.0
2023-06-02T04:15:00Z,64.912,0.0
2023-06-02T04:20:00Z,82.476,0.0
2023-06-02T04:25:00Z,73.178,0.0
2023-06-02T04:30:00Z,72.776,0.0
2023-06-02T04:35:00Z,79.621,0.0
2023-06-02T04:40:00Z,71.078,0.0
2023-06-02T04:45:00Z,70.904,0.0
2023-06-02T04:50:00Z,81.19,0.0
2023-06-02T04:55:00Z,59.677,0.0
2023-06-02T05:00:00Z,34.907,0.0
2023-06-02T05:05:00Z,42.085,0.0
2023-06-02T05:10:00Z,46.926,0.0
