timestamp,distance
2023-07-01T00:16:00Z,7.30
2023-07-01T01:29:00Z,33.10
2023-07-01T01:30:00Z,33.90
2023-07-01T01:31:00Z,22.10
2023-07-01T01:32:00Z,7.30
2023-07-01T01:34:00Z,21.30
2023-07-01T01:36:00Z,5.80
2023-07-01T01:37:00Z,8.10
2023-07-01T01:38:00Z,14.00
2023-07-01T01:40:00Z,19.90
2023-07-01T01:41:00Z,74.40
2023-07-01T01:42:00Z,69.30
2023-07-01T01:43:00Z,4.40
2023-07-01T01:44:00Z,64.20
2023-07-01T01:45:00Z,27.20
2023-07-01T01:47:00Z,31.70
2023-07-01T01:48:00Z,58.20
2023-07-01T01:49:00Z,64.90
2023-07-01T01:50:00Z,26.50
2023-07-01T02:00:00Z,39.80
2023-07-01T02:01:00Z,32.40
2023-07-01T02:02:00Z,14.00
2023-07-01T02:03:00Z,34.60
2023-07-01T02:04:00Z,47.20
2023-07-01T02:05:00Z,67.80
2023-07-01T02:06:00Z,74.40
2023-07-01T02:07:00Z,21.30
2023-07-01T02:08:00Z,36.80
2023-07-01T02:09:00Z,66.40
2023-07-01T02:20:00Z,4.40
2023-07-01T02:21:00Z,5.80
2023-07-01T02:23:00Z,47.10
2023-07-01T02:24:00Z,56.70
2023-07-01T02:25:00Z,45.70
2023-07-01T02:26:00Z,45.70
2023-07-01T02:30:00Z,4.40
2023-07-01T02:31:00Z,5.90
2023-07-01T02:32:00Z,7.30
2023-07-01T02:42:00Z,5.10
2023-07-01T02:45:00Z,14.00
2023-07-01T02:49:00Z,36.10
2023-07-01T02:50:00Z,36.80
2023-07-01T02:51:00Z,60.40
2023-07-01T02:52:00Z,16.20
2023-07-01T02:58:00Z,14.70
2023-07-01T02:59:00Z,42.00
2023-07-01T03:00:00Z,30.90
2023-07-01T03:01:00Z,22.80
2023-07-01T03:02:00Z,17.70
2023-07-01T03:04:00Z,11.00
2023-07-01T03:05:00Z,0.70
2023-07-01T03:06:00Z,37.60
2023-07-01T03:07:00Z,25.00
2023-07-01T03:08:00Z,27.20
