timestamp,beats per minute
2023-07-03T00:00:03Z,124.0
2023-07-03T00:00:08Z,120.0
2023-07-03T00:00:13Z,125.0
2023-07-03T00:00:23Z,124.0
2023-07-03T00:00:28Z,122.0
2023-07-03T00:00:33Z,120.0
2023-07-03T00:00:38Z,116.0
2023-07-03T00:00:43Z,113.0
2023-07-03T00:00:48Z,111.0
2023-07-03T00:00:58Z,110.0
2023-07-03T00:01:13Z,109.0
2023-07-03T00:01:18Z,108.0
2023-07-03T00:01:23Z,109.0
2023-07-03T00:01:33Z,107.0
2023-07-03T00:01:38Z,106.0
2023-07-03T00:01:43Z,104.0
2023-07-03T00:01:48Z,102.0
2023-07-03T00:01:53Z,103.0
2023-07-03T00:01:58Z,102.0
2023-07-03T00:02:08Z,106.0
2023-07-03T00:02:13Z,108.0
2023-07-03T00:02:23Z,101.0
2023-07-03T00:02:28Z,100.0
2023-07-03T00:02:33Z,102.0
2023-07-03T00:02:38Z,103.0
2023-07-03T00:02:43Z,104.0
2023-07-03T00:02:48Z,103.0
2023-07-03T00:02:58Z,105.0
2023-07-03T00:03:03Z,105.0
2023-07-03T00:03:08Z,104.0
2023-07-03T00:03:23Z,104.0
2023-07-03T00:03:28Z,103.0
2023-07-03T00:03:33Z,102.0
2023-07-03T00:03:38Z,100.0
2023-07-03T00:03:43Z,94.0
2023-07-03T00:03:48Z,95.0
2023-07-03T00:03:53Z,96.0
2023-07-03T00:03:58Z,98.0
2023-07-03T00:04:03Z,100.0
2023-07-03T00:04:08Z,99.0
2023-07-03T00:04:13Z,104.0
2023-07-03T00:04:18Z,106.0
2023-07-03T00:04:33Z,99.0
2023-07-03T00:04:48Z,102.0
2023-07-03T00:04:53Z,103.0
2023-07-03T00:05:08Z,101.0
2023-07-03T00:05:18Z,102.0
2023-07-03T00:05:23Z,104.0
2023-07-03T00:05:28Z,105.0
2023-07-03T00:05:33Z,98.0
2023-07-03T00:05:38Z,95.0
2023-07-03T00:05:43Z,94.0
2023-07-03T00:05:53Z,95.0
2023-07-03T00:06:03Z,96.0
2023-07-03T00:06:08Z,95.0
2023-07-03T00:06:13Z,95.0
