exercise_id,exercise_start,exercise_end,utc_offset,exercise_created,exercise_last_updated,activity_name,log_type,pool_length,pool_length_unit,intervals,distance_units,tracker_total_calories,tracker_total_steps,tracker_total_distance_mm,tracker_total_altitude_mm,tracker_avg_heart_rate,tracker_peak_heart_rate,tracker_avg_pace_mm_per_second,tracker_avg_speed_mm_per_second,tracker_peak_speed_mm_per_second,tracker_auto_stride_run_mm,tracker_auto_stride_walk_mm,tracker_swim_lengths,tracker_pool_length,tracker_pool_length_unit,tracker_cardio_load,manually_logged_total_calories,manually_logged_total_steps,manually_logged_total_distance_mm,manually_logged_pool_length,manually_logged_pool_length_unit,events
3864613796353662976,2025-07-07 02:24:08+0000,2025-07-07 02:42:47+0000,-07:00,2025-07-07 02:25:16+0000,2025-07-07 02:42:53+0000,Spinning,TRACKER,0,UNSPECIFIED,,IMPERIAL,270,22,16696,0,172,197,0,1792,1961,0,0,0,0,UNSPECIFIED,0,,,,,,
4847995548437929384,2025-07-05 02:42:58+0000,2025-07-05 03:02:36+0000,-07:00,2025-07-05 03:17:09+0000,2025-07-05 03:17:09+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,
5116506051642966728,2025-07-04 18:05:17+0000,2025-07-04 18:20:36+0000,-07:00,2025-07-04 18:20:02+0000,2025-07-04 18:35:10+0000,Spinning,TRACKER,0,UNSPECIFIED,,IMPERIAL,184,294,216945,0,174,191,0,30208,1694,0,0,0,0,UNSPECIFIED,0,,,,,,
