sleep_id,sleep_stage_id,sleep_stage_type,start_utc_offset,sleep_stage_start,end_utc_offset,sleep_stage_end,data_source,sleep_stage_created,sleep_stage_last_updated
1290633720992118224,5142183817616661256,LIGHT,-07:00,2025-07-04 09:16:30+0000,-07:00,2025-07-04 09:17:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,5168601912455446000,LIGHT,-07:00,2025-07-04 06:39:30+0000,-07:00,2025-07-04 06:40:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,5180902078239646104,LIGHT,-07:00,2025-07-04 03:58:00+0000,-07:00,2025-07-04 03:58:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,5403677283940379296,AWAKE,-07:00,2025-07-04 09:41:30+0000,-07:00,2025-07-04 09:48:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,5414656636719139712,DEEP,-07:00,2025-07-04 03:56:30+0000,-07:00,2025-07-04 03:57:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,5440205894729197448,LIGHT,-07:00,2025-07-04 05:18:00+0000,-07:00,2025-07-04 05:18:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,5904508529117108056,DEEP,-07:00,2025-07-04 04:36:30+0000,-07:00,2025-07-04 04:37:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,5958806572128412368,REM,-07:00,2025-07-04 06:45:30+0000,-07:00,2025-07-04 06:50:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,605533372865572968,DEEP,-07:00,2025-07-04 03:58:30+0000,-07:00,2025-07-04 04:10:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,6072076238151514424,AWAKE,-07:00,2025-07-04 07:20:00+0000,-07:00,2025-07-04 07:21:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,6136292449928394984,AWAKE,-07:00,2025-07-04 04:45:00+0000,-07:00,2025-07-04 04:45:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,6154347329626172544,LIGHT,-07:00,2025-07-04 02:34:30+0000,-07:00,2025-07-04 02:35:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,618704188717988560,AWAKE,-07:00,2025-07-04 06:14:30+0000,-07:00,2025-07-04 06:15:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,6269886242213842328,LIGHT,-07:00,2025-07-04 02:19:30+0000,-07:00,2025-07-04 02:33:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,6317561046830183848,REM,-07:00,2025-07-04 06:30:30+0000,-07:00,2025-07-04 06:32:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,6355160473413975848,LIGHT,-07:00,2025-07-04 09:37:00+0000,-07:00,2025-07-04 09:38:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,6474205298789458312,AWAKE,-07:00,2025-07-04 09:51:00+0000,-07:00,2025-07-04 09:51:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,6652484033842927008,LIGHT,-07:00,2025-07-04 06:52:00+0000,-07:00,2025-07-04 07:07:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,6667745724344672096,REM,-07:00,2025-07-04 08:26:00+0000,-07:00,2025-07-04 08:28:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,6861552211117633328,LIGHT,-07:00,2025-07-04 09:18:30+0000,-07:00,2025-07-04 09:27:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,6958512952284404704,AWAKE,-07:00,2025-07-04 06:51:30+0000,-07:00,2025-07-04 06:52:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7143498321623387584,LIGHT,-07:00,2025-07-04 09:08:30+0000,-07:00,2025-07-04 09:10:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7171021423896093536,LIGHT,-07:00,2025-07-04 04:37:00+0000,-07:00,2025-07-04 04:45:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7246168689720000560,LIGHT,-07:00,2025-07-04 09:28:00+0000,-07:00,2025-07-04 09:30:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7252228764723340504,LIGHT,-07:00,2025-07-04 05:20:30+0000,-07:00,2025-07-04 05:21:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7449430595550959080,AWAKE,-07:00,2025-07-04 09:27:30+0000,-07:00,2025-07-04 09:28:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7456237071744272944,LIGHT,-07:00,2025-07-04 07:21:00+0000,-07:00,2025-07-04 08:04:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7487349177141074592,AWAKE,-07:00,2025-07-04 09:06:00+0000,-07:00,2025-07-04 09:06:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7492253582387991872,REM,-07:00,2025-07-04 06:28:00+0000,-07:00,2025-07-04 06:28:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7569932001184777064,AWAKE,-07:00,2025-07-04 09:17:30+0000,-07:00,2025-07-04 09:18:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7686038033322849104,AWAKE,-07:00,2025-07-04 08:32:30+0000,-07:00,2025-07-04 08:33:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7766600145019908408,DEEP,-07:00,2025-07-04 05:59:00+0000,-07:00,2025-07-04 05:59:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7871599016916555432,REM,-07:00,2025-07-04 03:30:00+0000,-07:00,2025-07-04 03:32:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,7945700885622319856,LIGHT,-07:00,2025-07-04 05:59:30+0000,-07:00,2025-07-04 06:05:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,8052612098464591400,AWAKE,-07:00,2025-07-04 10:04:30+0000,-07:00,2025-07-04 10:07:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,8065165783026951976,LIGHT,-07:00,2025-07-04 09:12:30+0000,-07:00,2025-07-04 09:14:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,8075952438335267856,AWAKE,-07:00,2025-07-04 09:36:30+0000,-07:00,2025-07-04 09:37:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,8082933464654558088,LIGHT,-07:00,2025-07-04 06:28:30+0000,-07:00,2025-07-04 06:29:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,8430850945347802520,DEEP,-07:00,2025-07-04 06:06:30+0000,-07:00,2025-07-04 06:13:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,8896898516297695976,REM,-07:00,2025-07-04 06:43:30+0000,-07:00,2025-07-04 06:45:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,8997427080898673016,LIGHT,-07:00,2025-07-04 05:36:30+0000,-07:00,2025-07-04 05:59:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,907602593980654928,REM,-07:00,2025-07-04 08:04:30+0000,-07:00,2025-07-04 08:25:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,9194643917527163352,LIGHT,-07:00,2025-07-04 03:19:30+0000,-07:00,2025-07-04 03:30:00+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
1290633720992118224,922179076126183536,LIGHT,-07:00,2025-07-04 03:57:00+0000,-07:00,2025-07-04 03:57:30+0000,DERIVED,2025-07-04 17:22:12+0000,2025-07-04 17:22:12+0000
2655971044430503160,1703833053259366872,REM,-07:00,2025-07-04 17:25:00+0000,-07:00,2025-07-04 17:28:00+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,2664825197429300248,LIGHT,-07:00,2025-07-04 15:19:30+0000,-07:00,2025-07-04 15:20:00+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,3192247029922117016,AWAKE,-07:00,2025-07-04 18:12:30+0000,-07:00,2025-07-04 18:13:00+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,3324506339947339328,AWAKE,-07:00,2025-07-04 16:53:30+0000,-07:00,2025-07-04 16:54:00+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,3780841533162916880,LIGHT,-07:00,2025-07-04 16:36:30+0000,-07:00,2025-07-04 16:37:00+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,4211513716540526016,AWAKE,-07:00,2025-07-04 15:12:00+0000,-07:00,2025-07-04 15:12:30+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,4956807566477356808,LIGHT,-07:00,2025-07-04 16:35:00+0000,-07:00,2025-07-04 16:35:30+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,5235376871506371472,LIGHT,-07:00,2025-07-04 17:28:00+0000,-07:00,2025-07-04 18:12:30+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,5293854834410769128,LIGHT,-07:00,2025-07-04 16:05:30+0000,-07:00,2025-07-04 16:24:30+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,5928918470364047664,AWAKE,-07:00,2025-07-04 14:25:00+0000,-07:00,2025-07-04 15:11:30+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,6313874440378853688,LIGHT,-07:00,2025-07-04 16:03:00+0000,-07:00,2025-07-04 16:05:00+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,6642378518828073040,DEEP,-07:00,2025-07-04 16:37:00+0000,-07:00,2025-07-04 16:53:30+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,6698535122839446432,AWAKE,-07:00,2025-07-04 16:05:00+0000,-07:00,2025-07-04 16:05:30+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,7243660804922734184,LIGHT,-07:00,2025-07-04 15:12:30+0000,-07:00,2025-07-04 15:13:30+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,7442333648190458032,DEEP,-07:00,2025-07-04 16:24:30+0000,-07:00,2025-07-04 16:35:00+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,7697092352892697664,REM,-07:00,2025-07-04 17:04:00+0000,-07:00,2025-07-04 17:24:00+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,8012667287092352168,AWAKE,-07:00,2025-07-04 15:20:00+0000,-07:00,2025-07-04 16:03:00+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,8251090961547455344,LIGHT,-07:00,2025-07-04 16:54:00+0000,-07:00,2025-07-04 17:04:00+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,8352869905771856120,AWAKE,-07:00,2025-07-04 15:13:30+0000,-07:00,2025-07-04 15:19:30+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,888156700849861032,DEEP,-07:00,2025-07-04 16:35:30+0000,-07:00,2025-07-04 16:36:30+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,8898568116714180928,LIGHT,-07:00,2025-07-04 17:24:00+0000,-07:00,2025-07-04 17:25:00+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
2655971044430503160,896025997178920088,LIGHT,-07:00,2025-07-04 15:11:30+0000,-07:00,2025-07-04 15:12:00+0000,DERIVED,2025-07-05 01:31:28+0000,2025-07-05 01:31:28+0000
3063055848270768240,1489110209022503520,AWAKE,-07:00,2025-07-07 06:12:00+0000,-07:00,2025-07-07 06:12:30+0000,DERIVED,2025-07-07 14:43:08+0000,2025-07-07 14:43:08+0000
3063055848270768240,176599093062794624,LIGHT,-07:00,2025-07-07 03:01:30+0000,-07:00,2025-07-07 03:10:30+0000,DERIVED,2025-07-07 14:43:08+0000,2025-07-07 14:43:08+0000
3063055848270768240,2146204769309033392,DEEP,-07:00,2025-07-07 03:10:30+0000,-07:00,2025-07-07 03:26:00+0000,DERIVED,2025-07-07 14:43:08+0000,2025-07-07 14:43:08+0000
3063055848270768240,2153672793018808480,LIGHT,-07:00,2025-07-07 02:42:30+0000,-07:00,2025-07-07 03:00:00+0000,DERIVED,2025-07-07 14:43:08+0000,2025-07-07 14:43:08+0000
3063055848270768240,2750686928242474872,REM,-07:00,2025-07-07 04:08:00+0000,-07:00,2025-07-07 04:26:00+0000,DERIVED,2025-07-07 14:43:08+0000,2025-07-07 14:43:08+0000
3063055848270768240,2761365271460402392,LIGHT,-07:00,2025-07-07 06:50:30+0000,-07:00,2025-07-07 06:57:00+0000,DERIVED,2025-07-07 14:43:08+0000,2025-07-07 14:43:08+0000
3063055848270768240,2818861768204201312,LIGHT,-07:00,2025-07-07 03:57:00+0000,-07:00,2025-07-07 04:05:30+0000,DERIVED,2025-07-07 14:43:08+0000,2025-07-07 14:43:08+0000
3063055848270768240,3569478666049514216,LIGHT,-07:00,2025-07-07 01:51:00+0000,-07:00,2025-07-07 02:05:00+0000,DERIVED,2025-07-07 14:43:08+0000,2025-07-07 14:43:08+0000
3063055848270768240,358488452727387664,DEEP,-07:00,2025-07-07 03:00:00+0000,-07:00,2025-07-07 03:01:30+0000,DERIVED,2025-07-07 14:43:08+0000,2025-07-07 14:43:08+0000
3063055848270768240,3658537840727825216,LIGHT,-07:00,2025-07-07 06:07:30+0000,-07:00,2025-07-07 06:12:00+0000,DERIVED,2025-07-07 14:43:08+0000,2025-07-07 14:43:08+0000
3063055848270768240,4277185981021857808,LIGHT,-07:00,2025-07-07 02:27:30+0000,-07:00,2025-07-07 02:41:30+0000,DERIVED,2025-07-07 14:43:08+0000,2025-07-07 14:43:08+0000
