sleep_id,sleep_stage_id,sleep_stage_type,start_utc_offset,sleep_stage_start,end_utc_offset,sleep_stage_end,data_source,sleep_stage_created,sleep_stage_last_updated
1154346866819958800,1005216439973209456,LIGHT,-07:00,2023-04-17 04:30:30+0000,-07:00,2023-04-17 04:38:00+0000,DERIVED,2024-12-31 18:10:13+0000,2024-12-31 18:10:13+0000
1154346866819958800,1083850796486014696,LIGHT,-07:00,2023-04-17 04:27:30+0000,-07:00,2023-04-17 04:29:00+0000,DERIVED,2024-12-31 18:10:13+0000,2024-12-31 18:10:13+0000
1154346866819958800,1121510863828165864,REM,-07:00,2023-04-17 03:53:00+0000,-07:00,2023-04-17 04:04:30+0000,DERIVED,2024-12-31 18:10:13+0000,2024-12-31 18:10:13+0000
1154346866819958800,1144617604978856568,AWAKE,-07:00,2023-04-17 03:47:30+0000,-07:00,2023-04-17 03:53:00+0000,DERIVED,2024-12-31 18:10:13+0000,2024-12-31 18:10:13+0000
1154346866819958800,1359138239405422368,LIGHT,-07:00,2023-04-17 00:58:00+0000,-07:00,2023-04-17 01:03:00+0000,DERIVED,2024-12-31 18:10:12+0000,2024-12-31 18:10:12+0000
1154346866819958800,1426703163086802328,DEEP,-07:00,2023-04-17 06:24:00+0000,-07:00,2023-04-17 06:53:30+0000,DERIVED,2024-12-31 18:10:13+0000,2024-12-31 18:10:13+0000
1154346866819958800,1462868450693960440,AWAKE,-07:00,2023-04-17 07:09:30+0000,-07:00,2023-04-17 07:10:00+0000,DERIVED,2024-12-31 18:10:13+0000,2024-12-31 18:10:13+0000
1154346866819958800,1561817824239333704,LIGHT,-07:00,2023-04-17 06:12:30+0000,-07:00,2023-04-17 06:17:00+0000,DERIVED,2024-12-31 18:10:13+0000,2024-12-31 18:10:13+0000
1154346866819958800,1585981521637493600,AWAKE,-07:00,2023-04-17 04:38:00+0000,-07:00,2023-04-17 04:38:30+0000,DERIVED,2024-12-31 18:10:13+0000,2024-12-31 18:10:13+0000
1154346866819958800,1983978961520134296,AWAKE,-07:00,2023-04-17 04:04:30+0000,-07:00,2023-04-17 04:05:30+0000,DERIVED,2024-12-31 18:10:13+0000,2024-12-31 18:10:13+0000
1154346866819958800,2079714933825052920,AWAKE,-07:00,2023-04-17 00:01:30+0000,-07:00,2023-04-17 00:08:00+0000,DERIVED,2024-12-31 18:10:12+0000,2024-12-31 18:10:12+0000
1154346866819958800,2206250362856692208,AWAKE,-07:00,2023-04-17 01:49:00+0000,-07:00,2023-04-17 01:49:30+0000,DERIVED,2024-12-31 18:10:12+0000,2024-12-31 18:10:12+0000
