date_time,heart_zone_id,total_minutes
2023-06-02T11:30,CARDIO,2
2023-06-02T11:31,CARDIO,2
2023-06-02T11:32,CARDIO,2
2023-06-02T11:33,FAT_BURN,1
2023-06-02T11:34,FAT_BURN,1
2023-06-02T11:35,FAT_BURN,1
2023-06-02T11:36,FAT_BURN,1
2023-06-02T11:37,FAT_BURN,1
2023-06-02T11:38,FAT_BURN,1
2023-06-02T11:39,FAT_BURN,1
2023-06-02T12:37,FAT_BURN,1
2023-06-02T13:31,FAT_BURN,1
2023-06-02T13:40,FAT_BURN,1
2023-06-03T19:50,FAT_BURN,1
2023-06-03T19:51,FAT_BURN,1
2023-06-03T19:54,FAT_BURN,1
2023-06-03T19:55,FAT_BURN,1
2023-06-03T19:56,FAT_BURN,1
2023-06-05T10:57,FAT_BURN,1
2023-06-05T11:01,FAT_BURN,1
2023-06-05T12:02,FAT_BURN,1
2023-06-05T12:09,FAT_BURN,1
2023-06-05T12:10,FAT_BURN,1
2023-06-05T12:11,FAT_BURN,1
2023-06-05T12:12,CARDIO,2
2023-06-05T12:13,CARDIO,2
2023-06-05T12:14,CARDIO,2
2023-06-05T12:15,CARDIO,2
2023-06-05T12:16,CARDIO,2
2023-06-05T12:17,FAT_BURN,1
2023-06-05T12:18,FAT_BURN,1
2023-06-05T12:19,FAT_BURN,1
2023-06-05T12:20,FAT_BURN,1
2023-06-05T12:21,FAT_BURN,1
2023-06-05T12:23,FAT_BURN,1
2023-06-05T12:24,FAT_BURN,1
2023-06-05T12:25,FAT_BURN,1
2023-06-05T12:26,FAT_BURN,1
2023-06-05T12:27,FAT_BURN,1
2023-06-05T12:28,FAT_BURN,1
2023-06-05T12:29,FAT_BURN,1
2023-06-05T12:30,FAT_BURN,1
2023-06-05T12:33,FAT_BURN,1
2023-06-05T12:35,FAT_BURN,1
2023-06-05T12:36,FAT_BURN,1
2023-06-05T12:37,FAT_BURN,1
2023-06-05T12:38,FAT_BURN,1
2023-06-05T12:39,FAT_BURN,1
2023-06-05T12:40,FAT_BURN,1
2023-06-05T12:41,FAT_BURN,1
2023-06-05T12:42,FAT_BURN,1
2023-06-05T12:45,FAT_BURN,1
2023-06-05T12:46,FAT_BURN,1
2023-06-05T12:47,FAT_BURN,1
2023-06-05T12:48,FAT_BURN,1
2023-06-05T12:49,FAT_BURN,1
2023-06-05T12:50,FAT_BURN,1
2023-06-05T12:51,CARDIO,2
2023-06-05T12:52,FAT_BURN,1
2023-06-05T12:53,FAT_BURN,1
2023-06-05T12:54,FAT_BURN,1
2023-06-05T12:56,FAT_BURN,1
2023-06-05T12:57,FAT_BURN,1
2023-06-05T12:58,FAT_BURN,1
2023-06-05T12:59,FAT_BURN,1
2023-06-05T13:00,FAT_BURN,1
2023-06-05T13:01,FAT_BURN,1
2023-06-05T13:02,FAT_BURN,1
2023-06-05T19:51,FAT_BURN,1
2023-06-06T13:26,FAT_BURN,1
2023-06-06T13:29,FAT_BURN,1
2023-06-06T13:30,FAT_BURN,1
2023-06-06T13:31,FAT_BURN,1
2023-06-06T13:33,FAT_BURN,1
2023-06-07T22:18,FAT_BURN,1
2023-06-08T10:50,FAT_BURN,1
2023-06-08T10:54,FAT_BURN,1
2023-06-08T10:55,FAT_BURN,1
2023-06-08T11:05,FAT_BURN,1
2023-06-08T11:06,FAT_BURN,1
2023-06-08T11:08,CARDIO,2
2023-06-08T11:09,CARDIO,2
2023-06-08T11:10,CARDIO,2
2023-06-08T11:14,FAT_BURN,1
2023-06-08T11:15,FAT_BURN,1
2023-06-08T11:17,CARDIO,2
2023-06-08T11:18,FAT_BURN,1
2023-06-08T11:19,CARDIO,2
2023-06-08T11:20,CARDIO,2
2023-06-08T11:21,CARDIO,2
2023-06-08T11:22,FAT_BURN,1
2023-06-08T11:23,FAT_BURN,1
2023-06-08T11:24,FAT_BURN,1
2023-06-08T11:25,FAT_BURN,1
2023-06-08T11:26,FAT_BURN,1
2023-06-08T11:27,CARDIO,2
2023-06-08T11:28,FAT_BURN,1
2023-06-08T11:29,CARDIO,2
2023-06-08T11:30,FAT_BURN,1
2023-06-08T11:31,CARDIO,2
2023-06-08T11:32,FAT_BURN,1
2023-06-08T11:33,FAT_BURN,1
2023-06-08T11:35,FAT_BURN,1
2023-06-08T11:36,FAT_BURN,1
2023-06-08T11:37,FAT_BURN,1
2023-06-08T11:38,FAT_BURN,1
2023-06-08T11:39,CARDIO,2
2023-06-08T11:40,CARDIO,2
2023-06-08T11:41,CARDIO,2
2023-06-08T11:42,CARDIO,2
2023-06-08T11:43,FAT_BURN,1
2023-06-08T11:44,FAT_BURN,1
2023-06-08T11:45,FAT_BURN,1
2023-06-08T11:46,CARDIO,2
2023-06-08T11:47,CARDIO,2
2023-06-08T11:48,CARDIO,2
2023-06-08T11:49,FAT_BURN,1
2023-06-08T11:50,FAT_BURN,1
2023-06-08T11:51,FAT_BURN,1
2023-06-08T11:52,FAT_BURN,1
2023-06-08T11:53,FAT_BURN,1
2023-06-08T11:54,FAT_BURN,1
2023-06-08T11:55,FAT_BURN,1
2023-06-08T11:56,FAT_BURN,1
2023-06-08T11:58,FAT_BURN,1
2023-06-08T11:59,FAT_BURN,1
2023-06-08T12:00,FAT_BURN,1
2023-06-08T12:01,FAT_BURN,1
2023-06-08T12:02,FAT_BURN,1
2023-06-08T12:03,FAT_BURN,1
2023-06-08T12:05,FAT_BURN,1
2023-06-08T12:06,FAT_BURN,1
2023-06-08T12:08,FAT_BURN,1
2023-06-08T12:35,FAT_BURN,1
2023-06-08T12:36,FAT_BURN,1
2023-06-08T12:40,FAT_BURN,1
2023-06-08T12:41,FAT_BURN,1
2023-06-08T12:42,FAT_BURN,1
2023-06-08T13:13,FAT_BURN,1
2023-06-09T08:43,FAT_BURN,1
2023-06-10T20:11,FAT_BURN,1
2023-06-13T19:57,FAT_BURN,1
2023-06-14T09:35,FAT_BURN,1
2023-06-14T09:36,FAT_BURN,1
2023-06-16T09:05,FAT_BURN,1
2023-06-16T09:06,FAT_BURN,1
2023-06-16T09:09,FAT_BURN,1
2023-06-16T20:30,FAT_BURN,1
2023-06-17T12:42,FAT_BURN,1
2023-06-17T16:07,FAT_BURN,1
2023-06-17T16:09,FAT_BURN,1
2023-06-17T16:10,FAT_BURN,1
2023-06-17T16:11,FAT_BURN,1
2023-06-17T16:12,FAT_BURN,1
2023-06-17T16:13,FAT_BURN,1
2023-06-17T16:14,FAT_BURN,1
2023-06-17T16:15,FAT_BURN,1
2023-06-17T16:16,FAT_BURN,1
2023-06-17T16:17,FAT_BURN,1
2023-06-17T16:18,FAT_BURN,1
2023-06-17T16:19,FAT_BURN,1
2023-06-17T16:20,FAT_BURN,1
2023-06-17T16:24,FAT_BURN,1
2023-06-17T16:25,FAT_BURN,1
2023-06-17T17:21,FAT_BURN,1
2023-06-17T17:23,FAT_BURN,1
2023-06-17T17:24,FAT_BURN,1
2023-06-17T17:25,FAT_BURN,1
2023-06-17T17:26,FAT_BURN,1
2023-06-17T17:27,FAT_BURN,1
2023-06-17T17:28,FAT_BURN,1
2023-06-17T17:29,FAT_BURN,1
2023-06-17T17:31,FAT_BURN,1
2023-06-17T17:34,FAT_BURN,1
2023-06-17T17:35,FAT_BURN,1
2023-06-17T17:36,FAT_BURN,1
2023-06-17T17:37,FAT_BURN,1
2023-06-17T17:38,FAT_BURN,1
2023-06-17T17:39,FAT_BURN,1
2023-06-17T17:40,CARDIO,2
2023-06-17T17:41,FAT_BURN,1
2023-06-17T17:42,FAT_BURN,1
2023-06-17T17:43,CARDIO,2
2023-06-17T17:44,FAT_BURN,1
2023-06-17T17:45,FAT_BURN,1
2023-06-17T17:46,FAT_BURN,1
2023-06-17T17:47,FAT_BURN,1
2023-06-17T17:51,FAT_BURN,1
2023-06-17T17:53,FAT_BURN,1
2023-06-17T17:54,FAT_BURN,1
2023-06-17T17:55,FAT_BURN,1
2023-06-17T17:56,FAT_BURN,1
2023-06-17T17:57,FAT_BURN,1
2023-06-17T17:58,FAT_BURN,1
2023-06-17T18:00,FAT_BURN,1
2023-06-17T18:01,FAT_BURN,1
2023-06-17T19:47,FAT_BURN,1
2023-06-17T19:48,FAT_BURN,1
2023-06-17T19:49,FAT_BURN,1
2023-06-17T19:50,FAT_BURN,1
2023-06-17T19:51,FAT_BURN,1
2023-06-17T19:52,FAT_BURN,1
2023-06-17T19:56,FAT_BURN,1
2023-06-18T11:27,FAT_BURN,1
2023-06-18T11:28,FAT_BURN,1
2023-06-18T18:06,FAT_BURN,1
2023-06-18T18:07,FAT_BURN,1
2023-06-18T18:08,FAT_BURN,1
2023-06-18T18:12,FAT_BURN,1
2023-06-18T18:13,FAT_BURN,1
2023-06-18T18:15,FAT_BURN,1
2023-06-18T18:22,FAT_BURN,1
2023-06-18T18:23,FAT_BURN,1
2023-06-18T18:24,FAT_BURN,1
2023-06-18T18:25,FAT_BURN,1
2023-06-18T18:26,FAT_BURN,1
2023-06-18T18:27,FAT_BURN,1
2023-06-18T18:29,FAT_BURN,1
2023-06-18T18:30,FAT_BURN,1
2023-06-18T18:31,FAT_BURN,1
2023-06-18T18:32,FAT_BURN,1
2023-06-18T18:39,FAT_BURN,1
2023-06-18T18:40,FAT_BURN,1
2023-06-18T18:43,FAT_BURN,1
2023-06-18T18:46,FAT_BURN,1
2023-06-18T18:47,FAT_BURN,1
2023-06-18T18:48,FAT_BURN,1
2023-06-18T18:49,FAT_BURN,1
2023-06-18T18:50,FAT_BURN,1
2023-06-18T18:51,CARDIO,2
2023-06-18T18:52,FAT_BURN,1
2023-06-18T18:53,FAT_BURN,1
2023-06-18T18:54,FAT_BURN,1
2023-06-18T18:55,FAT_BURN,1
2023-06-18T18:56,FAT_BURN,1
2023-06-18T18:57,FAT_BURN,1
2023-06-18T18:58,FAT_BURN,1
2023-06-18T19:00,CARDIO,2
2023-06-18T19:01,CARDIO,2
2023-06-18T19:02,FAT_BURN,1
2023-06-18T19:03,CARDIO,2
2023-06-18T19:04,FAT_BURN,1
2023-06-18T19:05,FAT_BURN,1
2023-06-18T19:06,FAT_BURN,1
2023-06-18T19:08,FAT_BURN,1
2023-06-18T19:09,FAT_BURN,1
2023-06-18T19:18,FAT_BURN,1
2023-06-18T19:19,FAT_BURN,1
2023-06-18T19:20,FAT_BURN,1
2023-06-21T08:14,FAT_BURN,1
2023-06-21T12:21,FAT_BURN,1
2023-06-22T20:10,FAT_BURN,1
2023-06-23T10:01,FAT_BURN,1
2023-06-23T10:02,FAT_BURN,1
2023-06-23T10:11,FAT_BURN,1
2023-06-23T10:38,FAT_BURN,1
2023-06-24T13:20,FAT_BURN,1
2023-06-24T13:48,FAT_BURN,1
2023-06-24T17:06,FAT_BURN,1
2023-06-24T17:07,FAT_BURN,1
2023-06-25T09:06,FAT_BURN,1
2023-06-27T12:22,FAT_BURN,1
2023-06-30T12:39,FAT_BURN,1
2023-06-30T19:07,FAT_BURN,1
2023-06-30T19:08,FAT_BURN,1
2023-06-30T20:01,FAT_BURN,1
2023-06-30T20:02,FAT_BURN,1
2023-06-30T20:10,FAT_BURN,1
2023-06-30T20:19,FAT_BURN,1
2023-06-30T20:20,FAT_BURN,1
2023-06-30T20:21,FAT_BURN,1
2023-06-30T20:24,FAT_BURN,1
2023-06-30T20:25,FAT_BURN,1
2023-06-30T20:26,FAT_BURN,1
2023-06-30T20:27,FAT_BURN,1
2023-06-30T20:28,FAT_BURN,1
2023-06-30T20:29,FAT_BURN,1
2023-06-30T20:31,FAT_BURN,1
