date_time,heart_zone_id,total_minutes
2023-04-11T12:53,FAT_BURN,1
2023-04-11T12:54,FAT_BURN,1
2023-04-11T12:55,FAT_BURN,1
2023-04-13T21:11,FAT_BURN,1
2023-04-14T14:35,FAT_BURN,1
2023-04-14T14:38,FAT_BURN,1
2023-04-14T14:39,FAT_BURN,1
2023-04-14T14:40,FAT_BURN,1
2023-04-14T14:41,FAT_BURN,1
2023-04-14T14:42,FAT_BURN,1
2023-04-14T14:55,FAT_BURN,1
2023-04-14T14:56,FAT_BURN,1
2023-04-14T14:57,FAT_BURN,1
2023-04-14T14:58,FAT_BURN,1
2023-04-14T14:59,FAT_BURN,1
2023-04-14T15:00,FAT_BURN,1
2023-04-14T15:01,FAT_BURN,1
2023-04-14T15:02,FAT_BURN,1
2023-04-14T15:03,FAT_BURN,1
2023-04-14T15:04,FAT_BURN,1
2023-04-14T15:05,FAT_BURN,1
2023-04-14T15:06,FAT_BURN,1
2023-04-14T15:07,FAT_BURN,1
2023-04-14T15:08,FAT_BURN,1
2023-04-14T15:09,FAT_BURN,1
2023-04-14T15:10,FAT_BURN,1
2023-04-14T15:11,FAT_BURN,1
2023-04-14T15:12,FAT_BURN,1
2023-04-14T15:15,FAT_BURN,1
2023-04-14T15:20,FAT_BURN,1
2023-04-14T15:21,FAT_BURN,1
2023-04-14T15:22,FAT_BURN,1
2023-04-14T15:23,FAT_BURN,1
2023-04-14T15:24,FAT_BURN,1
2023-04-14T15:25,FAT_BURN,1
2023-04-14T15:26,FAT_BURN,1
2023-04-14T15:27,FAT_BURN,1
2023-04-14T15:28,FAT_BURN,1
2023-04-14T15:29,FAT_BURN,1
2023-04-14T15:31,FAT_BURN,1
2023-04-14T15:32,FAT_BURN,1
2023-04-14T15:33,FAT_BURN,1
2023-04-14T15:34,FAT_BURN,1
2023-04-14T15:35,FAT_BURN,1
2023-04-14T15:36,FAT_BURN,1
2023-04-14T15:37,FAT_BURN,1
2023-04-14T15:38,FAT_BURN,1
2023-04-14T15:41,FAT_BURN,1
2023-04-14T15:44,FAT_BURN,1
2023-04-14T15:45,FAT_BURN,1
2023-04-14T15:46,FAT_BURN,1
2023-04-14T15:47,FAT_BURN,1
2023-04-14T15:48,FAT_BURN,1
2023-04-14T15:49,FAT_BURN,1
2023-04-14T15:50,FAT_BURN,1
2023-04-14T15:51,FAT_BURN,1
2023-04-14T15:52,FAT_BURN,1
2023-04-14T15:53,FAT_BURN,1
2023-04-14T15:54,FAT_BURN,1
2023-04-14T15:55,FAT_BURN,1
2023-04-14T15:56,FAT_BURN,1
2023-04-14T16:08,FAT_BURN,1
2023-04-14T16:09,FAT_BURN,1
2023-04-14T16:13,FAT_BURN,1
2023-04-14T16:14,FAT_BURN,1
2023-04-14T16:15,FAT_BURN,1
2023-04-14T16:16,FAT_BURN,1
2023-04-14T16:17,FAT_BURN,1
2023-04-14T16:18,FAT_BURN,1
2023-04-14T16:19,FAT_BURN,1
2023-04-14T16:20,FAT_BURN,1
2023-04-14T16:23,FAT_BURN,1
2023-04-14T16:24,FAT_BURN,1
2023-04-14T16:53,FAT_BURN,1
2023-04-14T16:54,FAT_BURN,1
2023-04-15T08:26,FAT_BURN,1
2023-04-16T09:11,FAT_BURN,1
2023-04-16T09:12,CARDIO,2
2023-04-16T12:41,FAT_BURN,1
2023-04-16T12:42,FAT_BURN,1
2023-04-16T18:48,FAT_BURN,1
2023-04-16T19:55,FAT_BURN,1
2023-04-16T19:56,FAT_BURN,1
2023-04-16T19:57,FAT_BURN,1
2023-04-17T10:47,FAT_BURN,1
2023-04-17T10:48,FAT_BURN,1
2023-04-17T10:50,FAT_BURN,1
2023-04-17T10:51,FAT_BURN,1
2023-04-17T10:52,FAT_BURN,1
2023-04-17T10:53,FAT_BURN,1
2023-04-17T10:56,FAT_BURN,1
2023-04-17T10:57,FAT_BURN,1
2023-04-17T10:58,FAT_BURN,1
2023-04-17T10:59,FAT_BURN,1
2023-04-17T11:13,FAT_BURN,1
2023-04-17T11:16,FAT_BURN,1
2023-04-17T11:18,FAT_BURN,1
2023-04-17T11:22,FAT_BURN,1
2023-04-17T11:23,FAT_BURN,1
2023-04-17T13:02,FAT_BURN,1
2023-04-17T13:03,FAT_BURN,1
2023-04-17T13:49,FAT_BURN,1
2023-04-17T13:50,FAT_BURN,1
2023-04-17T13:51,FAT_BURN,1
2023-04-17T13:52,FAT_BURN,1
2023-04-17T13:53,FAT_BURN,1
2023-04-17T13:54,FAT_BURN,1
2023-04-17T14:05,FAT_BURN,1
2023-04-17T14:06,FAT_BURN,1
2023-04-17T14:32,FAT_BURN,1
2023-04-17T14:33,FAT_BURN,1
2023-04-17T14:40,FAT_BURN,1
2023-04-17T14:41,FAT_BURN,1
2023-04-17T14:42,FAT_BURN,1
2023-04-17T14:48,FAT_BURN,1
2023-04-17T14:49,FAT_BURN,1
2023-04-17T14:50,FAT_BURN,1
2023-04-17T15:16,FAT_BURN,1
2023-04-17T15:17,FAT_BURN,1
2023-04-17T15:21,FAT_BURN,1
2023-04-17T15:25,FAT_BURN,1
2023-04-17T15:26,FAT_BURN,1
2023-04-17T15:28,FAT_BURN,1
2023-04-17T15:29,FAT_BURN,1
