date_time,heart_zone_id,total_minutes
2023-07-01T10:02,FAT_BURN,1
2023-07-01T12:21,FAT_BURN,1
2023-07-01T12:22,FAT_BURN,1
2023-07-01T13:12,FAT_BURN,1
2023-07-01T13:13,FAT_BURN,1
2023-07-01T13:17,FAT_BURN,1
2023-07-01T13:18,FAT_BURN,1
2023-07-01T13:19,FAT_BURN,1
2023-07-01T13:20,FAT_BURN,1
2023-07-01T13:21,FAT_BURN,1
2023-07-01T13:22,FAT_BURN,1
2023-07-01T13:24,FAT_BURN,1
2023-07-01T18:23,FAT_BURN,1
2023-07-01T18:51,FAT_BURN,1
2023-07-01T18:52,FAT_BURN,1
2023-07-01T18:53,FAT_BURN,1
2023-07-01T18:54,FAT_BURN,1
2023-07-01T18:55,FAT_BURN,1
2023-07-01T21:12,FAT_BURN,1
2023-07-01T21:39,FAT_BURN,1
2023-07-01T21:40,FAT_BURN,1
2023-07-01T21:41,FAT_BURN,1
2023-07-01T21:44,FAT_BURN,1
2023-07-01T22:18,FAT_BURN,1
2023-07-01T22:47,FAT_BURN,1
2023-07-01T22:48,FAT_BURN,1
2023-07-01T22:49,FAT_BURN,1
2023-07-01T22:50,FAT_BURN,1
2023-07-01T22:51,FAT_BURN,1
2023-07-01T22:52,FAT_BURN,1
2023-07-01T22:55,FAT_BURN,1
2023-07-02T01:29,FAT_BURN,1
2023-07-02T01:30,FAT_BURN,1
2023-07-02T01:31,FAT_BURN,1
2023-07-02T01:32,FAT_BURN,1
2023-07-02T01:38,FAT_BURN,1
2023-07-02T01:48,FAT_BURN,1
2023-07-02T01:49,FAT_BURN,1
2023-07-02T01:50,CARDIO,2
2023-07-02T01:51,CARDIO,2
2023-07-02T01:52,CARDIO,2
2023-07-02T01:53,CARDIO,2
2023-07-02T01:54,CARDIO,2
2023-07-02T01:55,FAT_BURN,1
2023-07-02T01:56,FAT_BURN,1
2023-07-02T01:57,FAT_BURN,1
2023-07-02T02:03,FAT_BURN,1
2023-07-02T02:04,FAT_BURN,1
2023-07-02T02:05,FAT_BURN,1
2023-07-02T02:06,FAT_BURN,1
2023-07-02T02:07,FAT_BURN,1
2023-07-02T02:08,FAT_BURN,1
2023-07-02T02:09,FAT_BURN,1
2023-07-02T02:10,FAT_BURN,1
2023-07-02T02:11,FAT_BURN,1
2023-07-02T02:12,FAT_BURN,1
2023-07-02T02:15,FAT_BURN,1
2023-07-02T02:16,FAT_BURN,1
2023-07-02T02:17,CARDIO,2
2023-07-02T02:18,CARDIO,2
2023-07-02T02:19,CARDIO,2
2023-07-02T02:20,CARDIO,2
2023-07-02T02:21,CARDIO,2
2023-07-02T02:22,CARDIO,2
2023-07-02T02:23,CARDIO,2
2023-07-02T02:24,CARDIO,2
2023-07-02T02:25,CARDIO,2
2023-07-02T02:26,CARDIO,2
2023-07-02T02:27,FAT_BURN,1
2023-07-02T02:28,FAT_BURN,1
2023-07-02T02:29,FAT_BURN,1
2023-07-02T02:30,FAT_BURN,1
2023-07-02T02:31,FAT_BURN,1
2023-07-02T02:32,FAT_BURN,1
2023-07-02T02:33,FAT_BURN,1
2023-07-02T02:34,FAT_BURN,1
2023-07-02T02:35,FAT_BURN,1
2023-07-02T02:36,CARDIO,2
2023-07-02T02:37,FAT_BURN,1
2023-07-02T02:38,FAT_BURN,1
2023-07-02T02:40,FAT_BURN,1
2023-07-02T02:41,FAT_BURN,1
2023-07-02T02:42,FAT_BURN,1
2023-07-02T02:43,FAT_BURN,1
2023-07-02T02:44,FAT_BURN,1
2023-07-02T02:45,FAT_BURN,1
2023-07-02T02:46,FAT_BURN,1
2023-07-02T02:47,CARDIO,2
2023-07-02T02:48,CARDIO,2
2023-07-02T02:49,CARDIO,2
2023-07-02T02:50,FAT_BURN,1
2023-07-02T02:51,CARDIO,2
2023-07-02T02:52,FAT_BURN,1
2023-07-02T02:54,FAT_BURN,1
2023-07-02T02:55,FAT_BURN,1
2023-07-02T02:58,FAT_BURN,1
2023-07-02T02:59,FAT_BURN,1
2023-07-02T03:01,FAT_BURN,1
2023-07-02T03:02,FAT_BURN,1
2023-07-02T03:03,CARDIO,2
2023-07-02T03:04,CARDIO,2
2023-07-02T03:05,CARDIO,2
2023-07-02T03:06,FAT_BURN,1
2023-07-02T03:07,FAT_BURN,1
2023-07-02T03:11,FAT_BURN,1
2023-07-02T03:12,FAT_BURN,1
2023-07-02T03:13,FAT_BURN,1
2023-07-02T03:14,FAT_BURN,1
2023-07-02T03:21,FAT_BURN,1
2023-07-02T03:22,FAT_BURN,1
2023-07-02T04:40,FAT_BURN,1
2023-07-02T04:41,FAT_BURN,1
2023-07-02T04:46,FAT_BURN,1
2023-07-02T04:48,FAT_BURN,1
2023-07-02T15:31,FAT_BURN,1
2023-07-02T15:32,FAT_BURN,1
2023-07-02T15:39,FAT_BURN,1
2023-07-02T15:40,FAT_BURN,1
2023-07-02T15:41,FAT_BURN,1
2023-07-02T15:45,FAT_BURN,1
2023-07-02T16:15,FAT_BURN,1
2023-07-02T16:16,FAT_BURN,1
2023-07-02T16:58,FAT_BURN,1
2023-07-02T17:00,FAT_BURN,1
2023-07-02T21:35,FAT_BURN,1
2023-07-02T21:36,FAT_BURN,1
2023-07-03T08:32,FAT_BURN,1
2023-07-03T08:33,FAT_BURN,1
2023-07-04T12:16,FAT_BURN,1
2023-07-04T12:17,FAT_BURN,1
2023-07-04T12:20,CARDIO,2
2023-07-04T12:21,CARDIO,2
2023-07-04T12:22,CARDIO,2
2023-07-04T12:23,CARDIO,2
2023-07-04T12:24,CARDIO,2
2023-07-04T12:25,FAT_BURN,1
2023-07-04T18:25,FAT_BURN,1
2023-07-04T18:26,FAT_BURN,1
2023-07-04T18:30,FAT_BURN,1
2023-07-04T19:14,FAT_BURN,1
2023-07-04T19:47,FAT_BURN,1
2023-07-04T19:48,FAT_BURN,1
2023-07-04T19:49,FAT_BURN,1
2023-07-04T19:51,FAT_BURN,1
2023-07-04T20:18,FAT_BURN,1
2023-07-04T20:20,FAT_BURN,1
2023-07-04T20:21,FAT_BURN,1
2023-07-04T20:30,FAT_BURN,1
2023-07-04T20:31,FAT_BURN,1
2023-07-05T06:00,CARDIO,2
2023-07-05T06:01,CARDIO,2
