recorded_time,temperature,sensor_type
2023-07-08T00:00,1.541894736842103,UNKNOWN
2023-07-08T00:01,1.541894736842103,UNKNOWN
2023-07-08T00:02,1.541894736842103,UNKNOWN
2023-07-08T00:03,1.541894736842103,UNKNOWN
2023-07-08T00:04,1.541894736842103,UNKNOWN
2023-07-08T00:05,1.541894736842103,UNKNOWN
2023-07-08T00:06,1.541894736842103,UNKNOWN
2023-07-08T00:07,1.4418947368421016,UNKNOWN
2023-07-08T00:08,1.4418947368421016,UNKNOWN
2023-07-08T00:09,1.4418947368421016,UNKNOWN
2023-07-08T00:10,1.4418947368421016,UNKNOWN
2023-07-08T00:11,1.3418947368421072,UNKNOWN
2023-07-08T00:12,1.3418947368421072,UNKNOWN
2023-07-08T00:13,1.3418947368421072,UNKNOWN
2023-07-08T00:14,1.3418947368421072,UNKNOWN
2023-07-08T00:15,1.2418947368421058,UNKNOWN
2023-07-08T00:16,1.2418947368421058,UNKNOWN
2023-07-08T00:17,1.2418947368421058,UNKNOWN
2023-07-08T00:18,1.2418947368421058,UNKNOWN
2023-07-08T00:19,1.2418947368421058,UNKNOWN
2023-07-08T00:20,1.1418947368421044,UNKNOWN
2023-07-08T00:21,1.1418947368421044,UNKNOWN
2023-07-08T00:22,1.041894736842103,UNKNOWN
2023-07-08T00:23,1.041894736842103,UNKNOWN
2023-07-08T00:24,1.041894736842103,UNKNOWN
2023-07-08T00:25,0.9418947368421016,UNKNOWN
2023-07-08T00:26,0.9418947368421016,UNKNOWN
2023-07-08T00:27,0.9418947368421016,UNKNOWN
2023-07-08T00:28,0.9418947368421016,UNKNOWN
2023-07-08T00:29,0.8418947368421072,UNKNOWN
2023-07-08T00:30,0.8418947368421072,UNKNOWN
2023-07-08T00:31,0.8418947368421072,UNKNOWN
2023-07-08T00:32,0.8418947368421072,UNKNOWN
2023-07-08T00:33,0.7418947368421058,UNKNOWN
2023-07-08T00:34,0.7418947368421058,UNKNOWN
2023-07-08T00:35,0.7418947368421058,UNKNOWN
2023-07-08T00:36,0.6418947368421044,UNKNOWN
2023-07-08T00:37,0.541894736842103,UNKNOWN
2023-07-08T00:38,0.541894736842103,UNKNOWN
2023-07-08T00:39,0.541894736842103,UNKNOWN
2023-07-08T00:40,0.6418947368421044,UNKNOWN
2023-07-08T00:41,0.6418947368421044,UNKNOWN
2023-07-08T00:42,0.6418947368421044,UNKNOWN
2023-07-08T00:43,0.7418947368421058,UNKNOWN
2023-07-08T00:44,0.7418947368421058,UNKNOWN
2023-07-08T00:45,0.8418947368421072,UNKNOWN
2023-07-08T00:46,0.8418947368421072,UNKNOWN
2023-07-08T00:47,0.9418947368421016,UNKNOWN
2023-07-08T00:48,0.9418947368421016,UNKNOWN
2023-07-08T00:49,1.041894736842103,UNKNOWN
2023-07-08T00:50,1.041894736842103,UNKNOWN
2023-07-08T00:51,1.1418947368421044,UNKNOWN
2023-07-08T00:52,1.1418947368421044,UNKNOWN
2023-07-08T00:53,1.2418947368421058,UNKNOWN
2023-07-08T00:54,1.2418947368421058,UNKNOWN
2023-07-08T00:55,1.3418947368421072,UNKNOWN
2023-07-08T00:56,1.3418947368421072,UNKNOWN
2023-07-08T00:57,1.3418947368421072,UNKNOWN
2023-07-08T00:58,1.4418947368421016,UNKNOWN
2023-07-08T00:59,1.4418947368421016,UNKNOWN
2023-07-08T01:00,1.4418947368421016,UNKNOWN
2023-07-08T01:01,1.541894736842103,UNKNOWN
2023-07-08T01:02,1.541894736842103,UNKNOWN
2023-07-08T01:03,1.541894736842103,UNKNOWN
2023-07-08T01:04,1.6418947368421044,UNKNOWN
2023-07-08T01:05,1.6418947368421044,UNKNOWN
2023-07-08T01:06,1.6418947368421044,UNKNOWN
2023-07-08T01:07,1.6418947368421044,UNKNOWN
2023-07-08T01:08,1.6418947368421044,UNKNOWN
2023-07-08T01:09,1.6418947368421044,UNKNOWN
2023-07-08T01:10,1.7418947368421058,UNKNOWN
2023-07-08T01:11,1.7418947368421058,UNKNOWN
2023-07-08T01:12,1.7418947368421058,UNKNOWN
2023-07-08T01:13,1.7418947368421058,UNKNOWN
2023-07-08T01:14,1.7418947368421058,UNKNOWN
2023-07-08T01:15,1.7418947368421058,UNKNOWN
2023-07-08T01:16,1.7418947368421058,UNKNOWN
2023-07-08T01:17,1.7418947368421058,UNKNOWN
2023-07-08T01:18,1.7418947368421058,UNKNOWN
2023-07-08T01:19,1.8418947368421072,UNKNOWN
2023-07-08T01:20,1.8418947368421072,UNKNOWN
2023-07-08T01:21,1.8418947368421072,UNKNOWN
2023-07-08T01:22,1.8418947368421072,UNKNOWN
2023-07-08T01:23,1.8418947368421072,UNKNOWN
2023-07-08T01:24,1.8418947368421072,UNKNOWN
2023-07-08T01:25,1.7418947368421058,UNKNOWN
2023-07-08T01:26,1.6418947368421044,UNKNOWN
2023-07-08T01:27,1.541894736842103,UNKNOWN
2023-07-08T01:28,1.541894736842103,UNKNOWN
2023-07-08T01:29,1.4418947368421016,UNKNOWN
2023-07-08T01:30,1.4418947368421016,UNKNOWN
2023-07-08T01:31,1.3418947368421072,UNKNOWN
2023-07-08T01:32,1.3418947368421072,UNKNOWN
2023-07-08T01:33,1.2418947368421058,UNKNOWN
2023-07-08T01:34,1.2418947368421058,UNKNOWN
2023-07-08T01:35,1.2418947368421058,UNKNOWN
2023-07-08T01:36,1.2418947368421058,UNKNOWN
2023-07-08T01:37,1.2418947368421058,UNKNOWN
2023-07-08T01:38,1.2418947368421058,UNKNOWN
2023-07-08T01:39,1.2418947368421058,UNKNOWN
2023-07-08T01:40,1.2418947368421058,UNKNOWN
2023-07-08T01:41,1.2418947368421058,UNKNOWN
2023-07-08T01:42,1.2418947368421058,UNKNOWN
2023-07-08T01:43,1.2418947368421058,UNKNOWN
2023-07-08T01:44,1.2418947368421058,UNKNOWN
2023-07-08T01:45,1.2418947368421058,UNKNOWN
2023-07-08T01:46,1.2418947368421058,UNKNOWN
2023-07-08T01:47,1.2418947368421058,UNKNOWN
2023-07-08T01:48,1.2418947368421058,UNKNOWN
2023-07-08T01:49,1.2418947368421058,UNKNOWN
2023-07-08T01:50,1.2418947368421058,UNKNOWN
2023-07-08T01:51,1.3418947368421072,UNKNOWN
2023-07-08T01:52,1.3418947368421072,UNKNOWN
2023-07-08T01:53,1.3418947368421072,UNKNOWN
2023-07-08T01:54,1.2418947368421058,UNKNOWN
2023-07-08T01:55,1.3418947368421072,UNKNOWN
2023-07-08T01:56,1.2418947368421058,UNKNOWN
2023-07-08T01:57,1.2418947368421058,UNKNOWN
2023-07-08T01:58,1.1418947368421044,UNKNOWN
2023-07-08T01:59,1.1418947368421044,UNKNOWN
2023-07-08T02:00,1.1418947368421044,UNKNOWN
2023-07-08T02:01,1.041894736842103,UNKNOWN
2023-07-08T02:02,1.041894736842103,UNKNOWN
2023-07-08T02:03,0.9418947368421016,UNKNOWN
2023-07-08T02:04,0.9418947368421016,UNKNOWN
2023-07-08T02:05,0.9418947368421016,UNKNOWN
2023-07-08T02:06,0.9418947368421016,UNKNOWN
2023-07-08T02:07,0.9418947368421016,UNKNOWN
