recorded_time,temperature,sensor_type
2023-05-23T00:00,-0.3481751824817536,UNKNOWN
2023-05-23T00:01,-0.14817518248175077,UNKNOWN
2023-05-23T00:02,-0.04817518248175645,UNKNOWN
2023-05-23T00:03,0.1518248175182464,UNKNOWN
2023-05-23T00:04,0.2518248175182478,UNKNOWN
2023-05-23T00:05,0.45182481751824355,UNKNOWN
2023-05-23T00:06,0.551824817518245,UNKNOWN
2023-05-23T00:07,0.6518248175182464,UNKNOWN
2023-05-23T00:08,0.7518248175182478,UNKNOWN
2023-05-23T00:09,0.8518248175182492,UNKNOWN
2023-05-23T00:10,0.9518248175182435,UNKNOWN
2023-05-23T00:11,0.9518248175182435,UNKNOWN
2023-05-23T00:12,1.051824817518245,UNKNOWN
2023-05-23T00:13,1.1518248175182464,UNKNOWN
2023-05-23T00:14,1.2518248175182478,UNKNOWN
2023-05-23T00:15,1.4518248175182435,UNKNOWN
2023-05-23T00:16,1.551824817518245,UNKNOWN
2023-05-23T00:17,1.7518248175182478,UNKNOWN
2023-05-23T00:18,1.7518248175182478,UNKNOWN
2023-05-23T00:19,1.8518248175182492,UNKNOWN
2023-05-23T00:20,1.9518248175182435,UNKNOWN
2023-05-23T00:21,1.9518248175182435,UNKNOWN
2023-05-23T00:22,2.051824817518245,UNKNOWN
2023-05-23T00:23,2.051824817518245,UNKNOWN
2023-05-23T00:24,2.1518248175182464,UNKNOWN
2023-05-23T00:25,2.1518248175182464,UNKNOWN
2023-05-23T00:26,2.251824817518248,UNKNOWN
2023-05-23T00:27,2.251824817518248,UNKNOWN
2023-05-23T00:28,2.251824817518248,UNKNOWN
2023-05-23T00:29,2.251824817518248,UNKNOWN
2023-05-23T00:30,2.3518248175182492,UNKNOWN
2023-05-23T00:31,2.3518248175182492,UNKNOWN
2023-05-23T00:32,2.3518248175182492,UNKNOWN
2023-05-23T00:33,2.3518248175182492,UNKNOWN
2023-05-23T00:34,2.3518248175182492,UNKNOWN
2023-05-23T00:35,2.3518248175182492,UNKNOWN
2023-05-23T00:36,2.3518248175182492,UNKNOWN
2023-05-23T00:37,2.3518248175182492,UNKNOWN
2023-05-23T00:38,2.3518248175182492,UNKNOWN
2023-05-23T00:39,2.3518248175182492,UNKNOWN
2023-05-23T00:40,2.3518248175182492,UNKNOWN
2023-05-23T00:41,1.9518248175182435,UNKNOWN
2023-05-23T00:42,1.3518248175182492,UNKNOWN
2023-05-23T00:43,0.8518248175182492,UNKNOWN
2023-05-23T00:44,0.35182481751824923,UNKNOWN
2023-05-23T00:45,-0.04817518248175645,UNKNOWN
2023-05-23T00:46,-0.3481751824817536,UNKNOWN
2023-05-23T00:47,-0.6481751824817543,UNKNOWN
2023-05-23T00:48,-0.8481751824817536,UNKNOWN
2023-05-23T00:49,-1.048175182481753,UNKNOWN
2023-05-23T00:50,-1.2481751824817522,UNKNOWN
2023-05-23T00:51,-1.3481751824817536,UNKNOWN
2023-05-23T00:52,-1.448175182481755,UNKNOWN
2023-05-23T00:53,-1.548175182481753,UNKNOWN
2023-05-23T00:54,-1.6481751824817543,UNKNOWN
2023-05-23T00:55,-1.7481751824817522,UNKNOWN
2023-05-23T00:56,-1.8481751824817536,UNKNOWN
2023-05-23T00:57,-1.8481751824817536,UNKNOWN
2023-05-23T00:58,-1.948175182481755,UNKNOWN
2023-05-23T00:59,-2.048175182481753,UNKNOWN
2023-05-23T01:00,-1.948175182481755,UNKNOWN
2023-05-23T01:01,-1.6481751824817543,UNKNOWN
2023-05-23T01:02,-1.3481751824817536,UNKNOWN
2023-05-23T01:03,-0.948175182481755,UNKNOWN
2023-05-23T01:04,-0.7481751824817522,UNKNOWN
2023-05-23T01:05,-0.5481751824817529,UNKNOWN
2023-05-23T01:06,-0.3481751824817536,UNKNOWN
2023-05-23T01:07,-0.14817518248175077,UNKNOWN
2023-05-23T01:08,0.05182481751824497,UNKNOWN
2023-05-23T01:09,0.1518248175182464,UNKNOWN
2023-05-23T01:10,0.2518248175182478,UNKNOWN
2023-05-23T01:11,0.45182481751824355,UNKNOWN
2023-05-23T01:12,0.45182481751824355,UNKNOWN
2023-05-23T01:13,0.551824817518245,UNKNOWN
2023-05-23T01:14,0.6518248175182464,UNKNOWN
2023-05-23T01:15,0.7518248175182478,UNKNOWN
2023-05-23T01:16,0.8518248175182492,UNKNOWN
2023-05-23T01:17,0.9518248175182435,UNKNOWN
2023-05-23T01:18,0.9518248175182435,UNKNOWN
2023-05-23T01:19,0.9518248175182435,UNKNOWN
2023-05-23T01:20,1.051824817518245,UNKNOWN
2023-05-23T01:21,1.051824817518245,UNKNOWN
2023-05-23T01:22,1.1518248175182464,UNKNOWN
2023-05-23T01:23,0.9518248175182435,UNKNOWN
2023-05-23T01:24,0.551824817518245,UNKNOWN
2023-05-23T01:25,0.2518248175182478,UNKNOWN
2023-05-23T01:26,0.05182481751824497,UNKNOWN
2023-05-23T01:27,-0.2481751824817522,UNKNOWN
2023-05-23T01:28,-0.44817518248175503,UNKNOWN
2023-05-23T01:29,-0.5481751824817529,UNKNOWN
2023-05-23T01:30,-0.6481751824817543,UNKNOWN
2023-05-23T01:31,-0.7481751824817522,UNKNOWN
2023-05-23T01:32,-0.8481751824817536,UNKNOWN
2023-05-23T01:33,-0.8481751824817536,UNKNOWN
2023-05-23T01:34,-0.948175182481755,UNKNOWN
2023-05-23T01:35,-1.048175182481753,UNKNOWN
2023-05-23T01:36,-1.048175182481753,UNKNOWN
2023-05-23T01:37,-1.1481751824817543,UNKNOWN
2023-05-23T01:38,-1.1481751824817543,UNKNOWN
2023-05-23T01:39,-1.1481751824817543,UNKNOWN
2023-05-23T01:40,-1.1481751824817543,UNKNOWN
2023-05-23T01:41,-1.1481751824817543,UNKNOWN
2023-05-23T01:42,-1.1481751824817543,UNKNOWN
2023-05-23T01:43,-1.1481751824817543,UNKNOWN
2023-05-23T01:44,-1.1481751824817543,UNKNOWN
2023-05-23T01:45,-1.1481751824817543,UNKNOWN
2023-05-23T01:46,-1.2481751824817522,UNKNOWN
2023-05-23T01:47,-1.2481751824817522,UNKNOWN
2023-05-23T01:48,-1.2481751824817522,UNKNOWN
2023-05-23T01:49,-1.2481751824817522,UNKNOWN
2023-05-23T01:50,-1.3481751824817536,UNKNOWN
2023-05-23T01:51,-1.3481751824817536,UNKNOWN
2023-05-23T01:52,-1.548175182481753,UNKNOWN
2023-05-23T01:53,-1.6481751824817543,UNKNOWN
2023-05-23T01:54,-1.7481751824817522,UNKNOWN
2023-05-23T01:55,-1.8481751824817536,UNKNOWN
2023-05-23T01:56,-1.8481751824817536,UNKNOWN
2023-05-23T01:57,-1.8481751824817536,UNKNOWN
2023-05-23T01:58,-1.7481751824817522,UNKNOWN
2023-05-23T01:59,-1.7481751824817522,UNKNOWN
2023-05-23T02:00,-1.7481751824817522,UNKNOWN
2023-05-23T02:01,-1.7481751824817522,UNKNOWN
2023-05-23T02:02,-1.3481751824817536,UNKNOWN
2023-05-23T02:03,-0.948175182481755,UNKNOWN
2023-05-23T02:04,-0.5481751824817529,UNKNOWN
2023-05-23T02:05,-0.3481751824817536,UNKNOWN
2023-05-23T02:06,-0.04817518248175645,UNKNOWN
2023-05-23T02:07,0.1518248175182464,UNKNOWN
2023-05-23T02:08,0.2518248175182478,UNKNOWN
2023-05-23T02:09,0.2518248175182478,UNKNOWN
2023-05-23T02:10,-0.04817518248175645,UNKNOWN
