recorded_time,temperature,sensor_type
2023-06-15T00:00,0.28075117370892144,UNKNOWN
2023-06-15T00:01,0.0807511737089186,UNKNOWN
2023-06-15T00:02,-0.01924882629108282,UNKNOWN
2023-06-15T00:03,-0.11924882629108424,UNKNOWN
2023-06-15T00:04,-0.11924882629108424,UNKNOWN
2023-06-15T00:05,-0.11924882629108424,UNKNOWN
2023-06-15T00:06,-0.01924882629108282,UNKNOWN
2023-06-15T00:07,0.0807511737089186,UNKNOWN
2023-06-15T00:08,0.0807511737089186,UNKNOWN
2023-06-15T00:09,0.0807511737089186,UNKNOWN
2023-06-15T00:10,0.0807511737089186,UNKNOWN
2023-06-15T00:11,0.18075117370892002,UNKNOWN
2023-06-15T00:12,0.18075117370892002,UNKNOWN
2023-06-15T00:13,0.28075117370892144,UNKNOWN
2023-06-15T00:14,0.38075117370891576,UNKNOWN
2023-06-15T00:15,0.38075117370891576,UNKNOWN
2023-06-15T00:16,0.38075117370891576,UNKNOWN
2023-06-15T00:17,0.38075117370891576,UNKNOWN
2023-06-15T00:18,0.4807511737089172,UNKNOWN
2023-06-15T00:19,0.4807511737089172,UNKNOWN
2023-06-15T00:20,0.4807511737089172,UNKNOWN
2023-06-15T00:21,0.4807511737089172,UNKNOWN
2023-06-15T00:22,0.5807511737089186,UNKNOWN
2023-06-15T00:23,0.5807511737089186,UNKNOWN
2023-06-15T00:24,0.5807511737089186,UNKNOWN
2023-06-15T00:25,0.5807511737089186,UNKNOWN
2023-06-15T00:26,0.5807511737089186,UNKNOWN
2023-06-15T00:27,0.5807511737089186,UNKNOWN
2023-06-15T00:28,0.5807511737089186,UNKNOWN
2023-06-15T00:29,0.5807511737089186,UNKNOWN
2023-06-15T00:30,0.68075117370892,UNKNOWN
2023-06-15T00:31,0.68075117370892,UNKNOWN
2023-06-15T00:32,0.68075117370892,UNKNOWN
2023-06-15T00:33,0.68075117370892,UNKNOWN
2023-06-15T00:34,0.5807511737089186,UNKNOWN
2023-06-15T00:35,0.5807511737089186,UNKNOWN
2023-06-15T00:36,0.5807511737089186,UNKNOWN
2023-06-15T00:37,0.5807511737089186,UNKNOWN
2023-06-15T00:38,0.5807511737089186,UNKNOWN
2023-06-15T00:39,0.5807511737089186,UNKNOWN
2023-06-15T00:40,0.5807511737089186,UNKNOWN
2023-06-15T00:41,0.38075117370891576,UNKNOWN
2023-06-15T00:42,0.28075117370892144,UNKNOWN
2023-06-15T00:43,0.0807511737089186,UNKNOWN
2023-06-15T00:44,-0.11924882629108424,UNKNOWN
2023-06-15T00:45,-0.21924882629107856,UNKNOWN
2023-06-15T00:46,-0.31924882629108,UNKNOWN
2023-06-15T00:47,-0.4192488262910814,UNKNOWN
2023-06-15T00:48,-0.4192488262910814,UNKNOWN
2023-06-15T00:49,-0.4192488262910814,UNKNOWN
2023-06-15T00:50,-0.5192488262910828,UNKNOWN
2023-06-15T00:51,-0.5192488262910828,UNKNOWN
2023-06-15T00:52,-0.5192488262910828,UNKNOWN
2023-06-15T00:53,-0.5192488262910828,UNKNOWN
2023-06-15T00:54,-0.5192488262910828,UNKNOWN
2023-06-15T00:55,-0.6192488262910807,UNKNOWN
2023-06-15T00:56,-0.6192488262910807,UNKNOWN
2023-06-15T00:57,-0.7192488262910821,UNKNOWN
2023-06-15T00:58,-0.7192488262910821,UNKNOWN
2023-06-15T00:59,-0.7192488262910821,UNKNOWN
2023-06-15T01:00,-0.7192488262910821,UNKNOWN
2023-06-15T01:01,-0.7192488262910821,UNKNOWN
2023-06-15T01:02,-0.7192488262910821,UNKNOWN
2023-06-15T01:03,-0.7192488262910821,UNKNOWN
2023-06-15T01:04,-0.6192488262910807,UNKNOWN
2023-06-15T01:05,-0.4192488262910814,UNKNOWN
2023-06-15T01:06,-0.4192488262910814,UNKNOWN
2023-06-15T01:07,-0.21924882629107856,UNKNOWN
2023-06-15T01:08,-0.11924882629108424,UNKNOWN
2023-06-15T01:09,-0.01924882629108282,UNKNOWN
2023-06-15T01:10,0.0807511737089186,UNKNOWN
2023-06-15T01:11,0.0807511737089186,UNKNOWN
2023-06-15T01:12,0.18075117370892002,UNKNOWN
2023-06-15T01:13,0.28075117370892144,UNKNOWN
2023-06-15T01:14,0.28075117370892144,UNKNOWN
2023-06-15T01:15,0.38075117370891576,UNKNOWN
2023-06-15T01:16,0.38075117370891576,UNKNOWN
2023-06-15T01:17,0.4807511737089172,UNKNOWN
2023-06-15T01:18,0.4807511737089172,UNKNOWN
2023-06-15T01:19,0.5807511737089186,UNKNOWN
2023-06-15T01:20,0.5807511737089186,UNKNOWN
2023-06-15T01:21,0.5807511737089186,UNKNOWN
2023-06-15T01:22,0.5807511737089186,UNKNOWN
2023-06-15T01:23,0.5807511737089186,UNKNOWN
2023-06-15T01:24,0.68075117370892,UNKNOWN
2023-06-15T01:25,0.68075117370892,UNKNOWN
2023-06-15T01:26,0.7807511737089214,UNKNOWN
2023-06-15T01:27,0.7807511737089214,UNKNOWN
2023-06-15T01:28,0.7807511737089214,UNKNOWN
2023-06-15T01:29,0.5807511737089186,UNKNOWN
2023-06-15T01:30,0.38075117370891576,UNKNOWN
2023-06-15T01:31,0.28075117370892144,UNKNOWN
2023-06-15T01:32,0.0807511737089186,UNKNOWN
2023-06-15T01:33,-0.01924882629108282,UNKNOWN
2023-06-15T01:34,-0.11924882629108424,UNKNOWN
2023-06-15T01:35,-0.21924882629107856,UNKNOWN
2023-06-15T01:36,-0.4192488262910814,UNKNOWN
2023-06-15T01:37,-0.4192488262910814,UNKNOWN
2023-06-15T01:38,-0.4192488262910814,UNKNOWN
2023-06-15T01:39,-0.5192488262910828,UNKNOWN
2023-06-15T01:40,-0.5192488262910828,UNKNOWN
2023-06-15T01:41,-0.5192488262910828,UNKNOWN
2023-06-15T01:42,-0.6192488262910807,UNKNOWN
2023-06-15T01:43,-0.6192488262910807,UNKNOWN
2023-06-15T01:44,-0.7192488262910821,UNKNOWN
2023-06-15T01:45,-0.7192488262910821,UNKNOWN
2023-06-15T01:46,-0.7192488262910821,UNKNOWN
2023-06-15T01:47,-0.6192488262910807,UNKNOWN
