recorded_time,temperature,sensor_type
2023-04-15T00:00,-2.297011494252878,UNKNOWN
2023-04-15T00:01,-2.1970114942528767,UNKNOWN
2023-04-15T00:02,-1.797011494252878,UNKNOWN
2023-04-15T00:03,-1.4970114942528774,UNKNOWN
2023-04-15T00:04,-1.1970114942528767,UNKNOWN
2023-04-15T00:05,-0.897011494252876,UNKNOWN
2023-04-15T00:06,-0.6970114942528767,UNKNOWN
2023-04-15T00:07,-0.3970114942528795,UNKNOWN
2023-04-15T00:08,-0.19701149425287667,UNKNOWN
2023-04-15T00:09,0.10298850574712048,UNKNOWN
2023-04-15T00:10,0.3029885057471233,UNKNOWN
2023-04-15T00:11,0.5029885057471262,UNKNOWN
2023-04-15T00:12,0.7029885057471219,UNKNOWN
2023-04-15T00:13,0.9029885057471247,UNKNOWN
2023-04-15T00:14,1.0029885057471262,UNKNOWN
2023-04-15T00:15,1.1029885057471205,UNKNOWN
2023-04-15T00:16,1.3029885057471233,UNKNOWN
2023-04-15T00:17,1.4029885057471247,UNKNOWN
2023-04-15T00:18,1.5029885057471262,UNKNOWN
2023-04-15T00:19,1.6029885057471205,UNKNOWN
2023-04-15T00:20,1.702988505747122,UNKNOWN
2023-04-15T00:21,1.8029885057471233,UNKNOWN
2023-04-15T00:22,1.9029885057471247,UNKNOWN
2023-04-15T00:23,1.9029885057471247,UNKNOWN
2023-04-15T00:24,1.9029885057471247,UNKNOWN
2023-04-15T00:25,2.002988505747126,UNKNOWN
2023-04-15T00:26,2.1029885057471205,UNKNOWN
2023-04-15T00:27,2.1029885057471205,UNKNOWN
2023-04-15T00:28,2.1029885057471205,UNKNOWN
2023-04-15T00:29,2.202988505747122,UNKNOWN
2023-04-15T00:30,2.202988505747122,UNKNOWN
2023-04-15T00:31,2.202988505747122,UNKNOWN
2023-04-15T00:40,2.4029885057471247,UNKNOWN
2023-04-15T00:41,2.4029885057471247,UNKNOWN
2023-04-15T00:42,2.4029885057471247,UNKNOWN
2023-04-15T00:43,2.4029885057471247,UNKNOWN
2023-04-15T00:44,2.502988505747126,UNKNOWN
2023-04-15T00:45,2.502988505747126,UNKNOWN
2023-04-15T00:46,2.502988505747126,UNKNOWN
2023-04-15T00:47,2.502988505747126,UNKNOWN
2023-04-15T00:48,2.502988505747126,UNKNOWN
2023-04-15T00:49,2.502988505747126,UNKNOWN
2023-04-15T00:50,2.502988505747126,UNKNOWN
2023-04-15T00:51,2.502988505747126,UNKNOWN
2023-04-15T00:52,2.502988505747126,UNKNOWN
2023-04-15T00:53,2.6029885057471205,UNKNOWN
2023-04-15T00:54,2.502988505747126,UNKNOWN
2023-04-15T00:55,2.502988505747126,UNKNOWN
2023-04-15T00:56,2.6029885057471205,UNKNOWN
2023-04-15T00:57,2.502988505747126,UNKNOWN
2023-04-15T00:58,2.6029885057471205,UNKNOWN
2023-04-15T00:59,2.6029885057471205,UNKNOWN
2023-04-15T01:00,2.6029885057471205,UNKNOWN
2023-04-15T01:01,2.6029885057471205,UNKNOWN
2023-04-15T01:02,2.4029885057471247,UNKNOWN
2023-04-15T01:03,2.4029885057471247,UNKNOWN
2023-04-15T01:04,2.3029885057471233,UNKNOWN
2023-04-15T01:05,2.202988505747122,UNKNOWN
2023-04-15T01:06,2.202988505747122,UNKNOWN
2023-04-15T01:07,2.1029885057471205,UNKNOWN
2023-04-15T01:08,2.1029885057471205,UNKNOWN
2023-04-15T01:09,2.002988505747126,UNKNOWN
2023-04-15T01:10,2.002988505747126,UNKNOWN
2023-04-15T01:11,2.002988505747126,UNKNOWN
2023-04-15T01:12,1.9029885057471247,UNKNOWN
2023-04-15T01:13,1.9029885057471247,UNKNOWN
2023-04-15T01:14,1.9029885057471247,UNKNOWN
2023-04-15T01:15,1.9029885057471247,UNKNOWN
2023-04-15T01:16,1.9029885057471247,UNKNOWN
2023-04-15T01:17,1.9029885057471247,UNKNOWN
2023-04-15T01:18,1.9029885057471247,UNKNOWN
2023-04-15T01:19,1.9029885057471247,UNKNOWN
2023-04-15T01:20,1.9029885057471247,UNKNOWN
2023-04-15T01:21,1.9029885057471247,UNKNOWN
2023-04-15T01:22,1.9029885057471247,UNKNOWN
2023-04-15T01:23,1.8029885057471233,UNKNOWN
2023-04-15T01:24,1.9029885057471247,UNKNOWN
2023-04-15T01:25,1.8029885057471233,UNKNOWN
2023-04-15T01:26,1.8029885057471233,UNKNOWN
2023-04-15T01:27,1.8029885057471233,UNKNOWN
2023-04-15T01:28,1.8029885057471233,UNKNOWN
2023-04-15T01:29,1.8029885057471233,UNKNOWN
2023-04-15T01:30,1.9029885057471247,UNKNOWN
2023-04-15T01:31,1.9029885057471247,UNKNOWN
2023-04-15T01:32,1.9029885057471247,UNKNOWN
2023-04-15T01:33,1.9029885057471247,UNKNOWN
2023-04-15T01:34,1.9029885057471247,UNKNOWN
2023-04-15T01:35,1.9029885057471247,UNKNOWN
2023-04-15T01:36,1.9029885057471247,UNKNOWN
2023-04-15T01:37,1.9029885057471247,UNKNOWN
