timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2025-07-04T10:07:00,14.2,1.4,9.712,14.2,1.4,9.712,13.4,1.3,7.494,19.4,0.7,3.258
2025-07-04T18:13:00,21.0,0.4,2.585,21.0,0.4,2.585,-1.0,0.0,2.256,-1.0,0.0,1.523
2025-07-05T09:04:30,14.4,0.9,6.218,14.4,0.9,6.218,14.0,1.4,11.799,-1.0,0.0,2.368
2025-07-06T09:33:00,13.2,0.5,4.843,13.2,0.5,4.843,13.0,1.3,12.597,14.2,1.3,4.369
2025-07-07T07:22:00,14.4,1.0,7.734,14.4,1.0,7.734,14.4,1.9,8.038,13.0,0.6,2.637
