timestamp,rmssd,coverage,low_frequency,high_frequency
2023-05-26T00:05:00,27.996,0.833,212.049,86.693
2023-05-26T00:10:00,27.096,0.976,613.979,167.875
2023-05-26T00:15:00,28.924,1.005,480.134,246.341
2023-05-26T00:20:00,63.066,0.997,693.535,1068.356
2023-05-26T00:25:00,56.689,0.981,673.299,819.399
2023-05-26T00:30:00,49.22,1.002,474.617,660.182
2023-05-26T00:35:00,48.188,0.932,387.555,552.361
2023-05-26T00:40:00,62.36,0.982,790.106,974.704
2023-05-26T00:45:00,62.144,0.992,654.009,1203.518
2023-05-26T00:50:00,60.18,0.959,850.581,967.408
2023-05-26T00:55:00,51.494,0.987,475.685,691.464
2023-05-26T01:00:00,47.405,1.005,536.061,513.048
2023-05-26T01:05:00,57.289,0.963,659.061,850.181
2023-05-26T01:10:00,62.23,0.98,889.006,1046.967
2023-05-26T01:15:00,60.446,0.985,564.907,1266.688
2023-05-26T01:20:00,65.407,0.953,850.671,1357.328
2023-05-26T01:25:00,55.807,0.902,4131.203,698.607
2023-05-26T01:30:00,26.955,0.99,719.534,190.199
2023-05-26T01:35:00,31.423,1.002,2096.477,320.437
2023-05-26T01:40:00,29.257,0.984,819.641,228.233
2023-05-26T01:45:00,34.843,0.954,2333.542,332.225
2023-05-26T01:50:00,39.143,0.996,1007.457,407.971
2023-05-26T01:55:00,36.842,0.944,228.353,395.264
2023-05-26T02:00:00,53.12,0.924,1604.882,657.748
2023-05-26T02:05:00,40.815,0.988,205.538,350.148
2023-05-26T02:10:00,38.198,0.997,296.932,319.22
2023-05-26T02:15:00,39.293,0.997,551.799,365.845
2023-05-26T02:20:00,40.981,1.003,366.761,395.881
2023-05-26T02:25:00,41.187,1.002,359.471,319.567
2023-05-26T02:30:00,45.688,0.994,902.038,532.015
2023-05-26T02:35:00,48.154,1.004,747.437,669.565
2023-05-26T02:40:00,46.576,0.989,349.38,594.477
2023-05-26T02:45:00,50.233,0.999,647.49,650.727
2023-05-26T02:50:00,51.259,0.936,786.865,651.984
2023-05-26T02:55:00,63.702,0.958,1966.911,1028.96
2023-05-26T03:00:00,66.819,0.924,5289.205,1128.108
2023-05-26T03:05:00,50.703,0.935,2076.138,499.638
2023-05-26T03:10:00,35.115,0.969,2059.389,441.035
2023-05-26T03:15:00,43.889,0.934,1689.675,456.2
2023-05-26T03:20:00,51.724,0.936,2344.144,683.513
2023-05-26T03:25:00,50.246,0.992,1366.703,575.767
2023-05-26T03:30:00,51.883,0.954,1220.042,704.885
2023-05-26T03:35:00,44.428,0.949,1284.349,816.277
2023-05-26T03:40:00,55.609,1.003,827.202,965.109
2023-05-26T03:45:00,59.867,1.001,782.877,1180.696
2023-05-26T03:50:00,52.267,0.728,3463.515,399.266
2023-05-26T03:55:00,41.037,1.002,626.949,475.846
2023-05-26T04:00:00,58.265,0.944,825.289,1558.976
2023-05-26T04:05:00,37.37,0.998,424.614,428.126
2023-05-26T04:10:00,40.532,0.946,227.964,815.38
2023-05-26T04:15:00,41.138,0.876,977.233,540.8
2023-05-26T04:20:00,41.145,0.977,566.417,444.773
2023-05-26T04:25:00,39.922,0.999,557.958,376.32
2023-05-26T04:30:00,46.092,1.007,1120.117,574.115
2023-05-26T04:35:00,46.473,0.999,881.417,710.554
2023-05-26T04:40:00,74.077,0.908,3389.722,1890.349
2023-05-26T04:45:00,61.246,0.971,3268.763,899.606
2023-05-26T04:50:00,27.865,0.99,752.75,201.503
2023-05-26T04:55:00,32.016,0.902,931.325,265.613
2023-05-26T05:00:00,55.582,1.002,857.474,900.585
2023-05-26T05:05:00,51.302,0.905,3068.013,708.091
2023-05-26T05:10:00,50.157,0.718,1385.087,334.923
2023-05-26T05:15:00,41.436,1.004,1564.852,464.47
2023-05-26T05:20:00,37.766,1.003,1411.647,386.38
2023-05-26T05:25:00,40.432,1.002,1248.741,499.69
2023-05-26T05:30:00,34.369,1.001,814.544,315.391
2023-05-26T05:35:00,38.61,0.957,2723.534,374.99
2023-05-26T05:40:00,49.935,0.967,1376.07,593.395
2023-05-26T05:45:00,41.979,1.004,1034.751,553.69
2023-05-26T05:50:00,62.05,0.917,1436.473,1303.564
2023-05-26T05:55:00,60.96,0.988,1850.575,1285.071
2023-05-26T06:00:00,47.122,1.006,1000.899,590.882
2023-05-26T06:05:00,61.677,0.775,2082.286,898.955
2023-05-26T06:10:00,31.349,0.959,1032.052,508.563
2023-05-26T06:15:00,43.044,0.902,1040.266,350.377
2023-05-26T06:20:00,35.499,0.832,1333.999,343.914
2023-05-26T06:25:00,39.721,0.956,2888.756,366.835
2023-05-26T06:30:00,36.499,0.983,2081.7,485.782
2023-05-26T06:35:00,40.122,0.942,1030.046,356.237
