timestamp,bucket_values
2023-06-01T06:56:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.005, 0.006, 0.021, 0.06, 0.143, 0.232, 0.246, 0.158, 0.081, 0.028, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-02T06:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.004, 0.006, 0.012, 0.033, 0.103, 0.187, 0.205, 0.229, 0.122, 0.058, 0.022, 0.009, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-03T07:31:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.005, 0.008, 0.024, 0.073, 0.162, 0.227, 0.212, 0.145, 0.08, 0.04, 0.013, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-04T07:29:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.014, 0.095, 0.144, 0.237, 0.21, 0.143, 0.083, 0.042, 0.017, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-05T07:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.004, 0.009, 0.021, 0.058, 0.112, 0.23, 0.26, 0.174, 0.085, 0.029, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-06T06:34:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.005, 0.005, 0.016, 0.031, 0.075, 0.161, 0.293, 0.212, 0.127, 0.048, 0.014, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-07T07:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.004, 0.006, 0.013, 0.049, 0.115, 0.224, 0.246, 0.174, 0.103, 0.043, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-08T07:01:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.004, 0.007, 0.021, 0.073, 0.172, 0.277, 0.244, 0.123, 0.05, 0.017, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-09T07:14:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.003, 0.005, 0.013, 0.041, 0.109, 0.207, 0.278, 0.181, 0.096, 0.042, 0.015, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-10T08:03:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.017, 0.025, 0.056, 0.139, 0.256, 0.244, 0.15, 0.069, 0.025, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-11T08:11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.007, 0.007, 0.014, 0.04, 0.096, 0.178, 0.238, 0.211, 0.134, 0.053, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-12T07:32:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.004, 0.006, 0.015, 0.053, 0.141, 0.218, 0.244, 0.185, 0.083, 0.032, 0.01, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-13T07:40:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.008, 0.046, 0.09, 0.14, 0.22, 0.223, 0.15, 0.073, 0.03, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-14T07:56:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.007, 0.008, 0.027, 0.065, 0.137, 0.246, 0.238, 0.137, 0.071, 0.037, 0.016, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-15T07:56:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.011, 0.08, 0.207, 0.155, 0.143, 0.155, 0.129, 0.068, 0.029, 0.012, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-16T08:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.004, 0.004, 0.01, 0.03, 0.126, 0.212, 0.222, 0.192, 0.117, 0.05, 0.017, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-17T07:52:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.009, 0.023, 0.087, 0.201, 0.263, 0.204, 0.123, 0.053, 0.019, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-18T09:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.004, 0.007, 0.018, 0.066, 0.211, 0.295, 0.229, 0.105, 0.042, 0.013, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-19T07:59:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.005, 0.011, 0.041, 0.097, 0.151, 0.181, 0.177, 0.145, 0.104, 0.054, 0.019, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-20T06:51:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.006, 0.014, 0.048, 0.15, 0.252, 0.238, 0.155, 0.076, 0.035, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-21T06:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.004, 0.004, 0.007, 0.015, 0.049, 0.177, 0.291, 0.268, 0.121, 0.044, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
