timestamp,rmssd,coverage,low_frequency,high_frequency
2023-07-03T00:00:00,34.169,0.956,1738.289,391.918
2023-07-03T00:05:00,41.61,0.988,551.343,563.533
2023-07-03T00:10:00,46.804,0.977,2265.86,931.774
2023-07-03T00:15:00,45.399,0.985,719.459,816.029
2023-07-03T00:20:00,42.013,0.878,605.541,511.234
2023-07-03T00:25:00,27.393,0.762,1152.895,146.338
2023-07-03T00:30:00,28.974,0.988,798.676,219.935
2023-07-03T00:35:00,22.86,1.003,145.681,186.9
2023-07-03T00:40:00,21.055,0.976,371.885,139.621
2023-07-03T00:45:00,20.146,0.979,416.418,138.675
2023-07-03T00:50:00,23.269,0.964,429.093,140.067
2023-07-03T00:55:00,20.356,0.959,618.397,144.54
2023-07-03T01:00:00,21.827,0.936,292.286,175.003
2023-07-03T01:05:00,29.151,0.868,246.269,176.41
2023-07-03T01:10:00,35.43,0.919,1246.876,436.305
2023-07-03T01:15:00,25.088,0.731,358.323,206.257
2023-07-03T01:25:00,24.872,0.939,881.94,289.939
2023-07-03T01:40:00,28.356,0.775,716.524,301.835
2023-07-03T01:45:00,27.278,0.972,746.044,250.596
2023-07-03T01:50:00,35.14,0.974,2593.227,370.788
2023-07-03T01:55:00,39.958,0.888,1676.41,468.322
2023-07-03T02:00:00,49.451,0.907,1130.369,678.965
2023-07-03T02:05:00,44.064,1.004,1257.167,462.279
2023-07-03T02:10:00,37.448,1.003,1479.533,467.799
2023-07-03T02:15:00,35.76,0.997,374.047,289.282
2023-07-03T02:20:00,37.262,0.996,700.256,277.553
2023-07-03T02:25:00,40.383,0.827,1149.309,713.325
2023-07-03T02:30:00,44.545,0.884,1516.853,422.438
2023-07-03T02:35:00,35.213,0.983,664.644,375.485
2023-07-03T02:40:00,29.632,0.993,457.38,272.419
2023-07-03T02:45:00,26.97,0.966,428.687,170.441
2023-07-03T02:50:00,26.27,0.972,603.821,189.206
2023-07-03T02:55:00,31.174,0.961,710.726,320.537
2023-07-03T03:00:00,29.681,0.984,486.056,259.969
2023-07-03T03:05:00,35.677,0.908,1046.683,300.29
2023-07-03T03:10:00,38.768,0.965,1763.563,484.886
2023-07-03T03:15:00,35.919,0.971,428.115,285.015
2023-07-03T03:20:00,20.444,0.916,709.496,104.43
2023-07-03T03:25:00,10.79,1.004,342.103,22.421
2023-07-03T03:30:00,11.881,0.979,526.442,47.955
2023-07-03T03:35:00,14.43,0.987,380.224,54.033
2023-07-03T03:40:00,14.186,0.736,823.913,64.702
2023-07-03T03:45:00,15.982,0.951,660.094,83.226
2023-07-03T03:50:00,14.82,0.99,2157.729,119.764
2023-07-03T03:55:00,18.865,0.989,981.017,119.412
2023-07-03T04:00:00,29.468,0.871,1848.714,202.705
2023-07-03T04:05:00,36.654,0.986,698.457,279.691
2023-07-03T04:10:00,30.365,0.938,851.785,270.304
2023-07-03T04:15:00,35.856,0.968,716.268,398.369
2023-07-03T04:20:00,34.516,0.999,613.832,419.129
2023-07-03T04:25:00,38.225,0.916,509.257,268.535
2023-07-03T04:30:00,33.461,1.004,439.903,233.276
2023-07-03T04:35:00,34.367,0.988,731.876,247.504
2023-07-03T04:40:00,32.961,0.989,552.37,372.719
2023-07-03T04:45:00,39.432,0.998,650.175,357.358
2023-07-03T04:50:00,42.716,0.99,656.524,347.784
2023-07-03T04:55:00,37.981,0.999,458.488,413.815
2023-07-03T05:00:00,39.983,0.941,993.378,338.678
2023-07-03T05:05:00,16.502,0.979,385.099,101.08
2023-07-03T05:10:00,24.584,0.937,732.94,280.421
2023-07-03T05:20:00,41.014,0.798,2135.33,311.93
2023-07-03T05:25:00,40.262,0.994,1778.376,563.736
2023-07-03T05:50:00,38.906,0.961,1262.074,579.745
2023-07-03T05:55:00,34.247,0.73,1636.947,356.678
2023-07-03T06:00:00,42.586,0.94,1315.203,431.533
2023-07-03T22:15:00,57.593,0.966,1865.441,1472.223
2023-07-03T22:20:00,39.305,0.967,1660.476,370.0
2023-07-03T22:25:00,43.264,0.986,1007.52,567.691
2023-07-03T22:30:00,43.237,0.992,1576.421,656.34
2023-07-03T22:35:00,41.256,0.992,715.817,535.302
2023-07-03T22:40:00,40.76,0.982,1048.169,422.144
2023-07-03T22:45:00,40.278,0.992,344.009,519.287
2023-07-03T22:55:00,76.607,0.965,1112.07,2122.294
2023-07-03T23:00:00,57.282,1.004,443.439,1084.372
2023-07-03T23:05:00,49.485,0.938,1613.94,880.655
2023-07-03T23:10:00,40.178,1.001,1716.402,641.386
2023-07-03T23:15:00,22.908,0.943,678.459,136.675
2023-07-03T23:20:00,21.258,0.992,383.878,114.638
2023-07-03T23:25:00,20.648,0.998,573.114,169.304
2023-07-03T23:30:00,30.833,0.842,1615.457,220.292
2023-07-03T23:35:00,41.795,0.96,919.049,452.003
2023-07-03T23:40:00,44.943,0.918,455.702,762.373
2023-07-03T23:45:00,41.376,1.003,500.799,699.221
2023-07-03T23:50:00,44.933,1.003,268.136,864.92
2023-07-03T23:55:00,45.827,1.002,843.123,765.155
