timestamp,rmssd,coverage,low_frequency,high_frequency
2023-06-14T00:00:00,43.283,0.993,821.754,569.61
2023-06-14T00:05:00,42.585,1.004,589.229,472.129
2023-06-14T00:10:00,37.58,0.944,682.822,309.692
2023-06-14T00:15:00,30.89,1.005,456.091,318.617
2023-06-14T00:20:00,41.209,0.944,2151.454,334.077
2023-06-14T00:25:00,47.736,0.981,4608.551,727.58
2023-06-14T00:30:00,33.891,0.919,1979.286,344.096
2023-06-14T00:35:00,26.311,0.893,1730.406,227.358
2023-06-14T00:40:00,21.845,1.002,439.877,154.29
2023-06-14T00:45:00,22.122,0.943,1160.374,107.043
2023-06-14T00:50:00,33.691,0.993,1055.398,487.309
2023-06-14T00:55:00,43.647,0.929,1040.474,625.056
2023-06-14T01:00:00,36.107,1.004,583.946,387.509
2023-06-14T01:05:00,32.749,0.995,393.991,259.951
2023-06-14T01:10:00,39.011,1.003,299.105,424.503
2023-06-14T01:15:00,39.418,1.004,410.02,391.71
2023-06-14T01:20:00,44.258,0.988,659.086,555.987
2023-06-14T01:25:00,47.194,0.987,762.457,467.984
2023-06-14T01:30:00,55.925,0.943,2141.907,706.037
2023-06-14T01:35:00,43.365,0.988,964.957,520.224
2023-06-14T01:40:00,41.808,1.005,694.7,416.868
2023-06-14T01:45:00,44.32,1.002,1092.536,626.153
2023-06-14T01:50:00,48.322,1.001,1124.375,570.589
2023-06-14T01:55:00,41.968,0.997,288.333,497.897
2023-06-14T02:00:00,43.482,0.996,709.116,478.487
2023-06-14T02:05:00,45.041,0.972,1602.488,560.711
2023-06-14T02:10:00,45.538,0.979,2285.346,474.743
2023-06-14T02:15:00,37.57,1.003,981.9,467.864
2023-06-14T02:20:00,29.631,0.975,1409.331,161.644
2023-06-14T02:25:00,27.597,0.907,681.348,225.928
2023-06-14T02:30:00,37.578,0.969,1754.999,537.635
2023-06-14T02:35:00,31.634,0.821,620.561,267.105
2023-06-14T02:40:00,28.942,0.965,1775.806,301.062
2023-06-14T02:45:00,30.503,0.989,582.945,201.627
2023-06-14T02:50:00,36.002,0.902,1389.198,323.804
2023-06-14T02:55:00,36.94,0.986,1552.14,417.124
2023-06-14T03:00:00,42.9,0.975,422.28,534.588
2023-06-14T03:05:00,39.47,1.001,688.393,367.499
2023-06-14T03:10:00,40.915,0.996,246.447,465.292
2023-06-14T03:15:00,45.06,0.988,561.498,571.566
2023-06-14T03:20:00,44.216,1.002,943.34,607.016
2023-06-14T03:25:00,44.993,1.004,491.024,490.657
2023-06-14T03:35:00,62.698,0.998,3170.745,1254.771
2023-06-14T03:40:00,58.144,0.929,2473.317,1004.988
2023-06-14T03:45:00,56.398,0.958,963.919,1047.873
2023-06-14T03:50:00,69.573,0.992,1830.184,1376.783
2023-06-14T03:55:00,70.099,0.965,3906.105,1117.428
2023-06-14T04:00:00,80.052,0.956,2177.724,1426.924
2023-06-14T04:05:00,71.238,1.004,1621.917,1661.595
2023-06-14T04:10:00,70.38,1.003,1509.222,1808.339
2023-06-14T04:15:00,55.269,0.882,3188.999,744.113
2023-06-14T04:20:00,32.385,0.942,820.893,314.848
2023-06-14T04:25:00,17.259,0.99,940.048,84.401
2023-06-14T04:35:00,69.838,0.981,2183.833,1320.5
2023-06-14T04:40:00,60.456,0.905,2577.188,1045.752
2023-06-14T04:45:00,45.468,0.989,1802.938,571.37
2023-06-14T04:50:00,46.43,1.001,949.021,572.547
2023-06-14T04:55:00,48.638,1.004,574.983,837.936
2023-06-14T05:00:00,50.597,1.005,1091.042,797.237
2023-06-14T05:05:00,55.69,1.002,915.134,1171.039
2023-06-14T05:10:00,54.494,1.003,1498.116,921.355
2023-06-14T05:15:00,52.234,0.983,1115.968,751.214
2023-06-14T05:20:00,61.024,0.763,1383.975,1173.609
2023-06-14T05:30:00,99.537,0.815,2631.06,2934.397
2023-06-14T05:35:00,90.121,1.003,950.548,1885.196
2023-06-14T05:40:00,99.35,0.955,4211.1,2878.99
2023-06-14T05:45:00,92.018,0.959,2761.636,3700.239
2023-06-14T05:50:00,73.535,0.983,1624.562,1729.336
2023-06-14T05:55:00,58.207,0.939,924.31,617.05
2023-06-14T06:00:00,56.472,0.952,1123.065,765.143
2023-06-14T06:05:00,54.746,0.928,1236.795,639.036
2023-06-14T06:10:00,65.911,0.887,922.706,595.355
2023-06-14T06:15:00,82.239,0.922,2339.679,1540.081
2023-06-14T06:20:00,64.308,0.854,1647.258,1159.02
2023-06-14T06:25:00,61.028,0.949,2665.719,1003.643
2023-06-14T06:30:00,58.522,0.939,1176.975,1053.637
2023-06-14T06:35:00,60.79,0.99,1401.869,1197.119
2023-06-14T06:40:00,50.998,1.007,552.966,768.445
2023-06-14T06:45:00,52.211,0.99,685.494,928.628
2023-06-14T06:50:00,61.157,0.921,2267.129,1108.425
2023-06-14T06:55:00,59.116,1.003,993.06,1771.24
2023-06-14T07:00:00,51.237,0.97,739.014,755.028
2023-06-14T07:05:00,59.087,0.939,677.845,1065.565
2023-06-14T07:10:00,63.85,0.813,2448.844,1005.585
2023-06-14T07:15:00,49.136,0.942,1370.779,568.023
2023-06-14T07:20:00,43.284,0.973,2361.299,613.652
2023-06-14T07:25:00,37.095,0.983,815.593,300.144
2023-06-14T07:30:00,17.335,1.0,343.118,63.722
2023-06-14T07:35:00,55.435,0.795,4329.049,509.492
2023-06-14T07:40:00,67.617,0.776,2936.088,1004.13
2023-06-14T07:45:00,71.506,1.003,2041.732,1415.006
2023-06-14T07:50:00,70.813,0.936,3474.275,1180.833
