timestamp,Infrared to Red Signal Ratio
07/07/25 01:02:30,21
07/07/25 01:03:31,39
07/07/25 01:04:31,0
07/07/25 01:05:31,22
07/07/25 01:06:31,-30
07/07/25 01:07:31,0
07/07/25 01:18:29,-9
07/07/25 01:19:29,-45
07/07/25 01:20:29,12
07/07/25 01:21:29,36
07/07/25 01:22:29,2
07/07/25 01:23:29,31
07/07/25 01:24:29,0
07/07/25 01:25:29,38
07/07/25 01:26:29,-25
07/07/25 01:27:29,-2
07/07/25 01:28:29,-23
07/07/25 01:29:29,47
07/07/25 01:30:29,-13
07/07/25 01:31:29,41
07/07/25 01:32:29,13
07/07/25 01:33:29,30
07/07/25 01:34:29,-23
07/07/25 01:35:29,-26
07/07/25 01:36:29,7
07/07/25 01:37:29,4
07/07/25 01:38:29,0
07/07/25 01:39:29,0
07/07/25 01:40:29,59
07/07/25 01:41:29,0
07/07/25 01:42:29,-4
07/07/25 01:43:29,0
07/07/25 01:44:29,4
07/07/25 01:45:29,-34
07/07/25 01:46:29,0
07/07/25 01:47:29,1
07/07/25 01:48:29,13
07/07/25 01:49:29,0
07/07/25 01:50:29,10
07/07/25 01:51:29,-4
07/07/25 01:52:29,42
07/07/25 01:53:29,11
07/07/25 01:54:29,13
07/07/25 01:55:29,54
07/07/25 01:56:29,-22
07/07/25 01:57:29,0
07/07/25 01:58:29,23
07/07/25 01:59:29,6
07/07/25 02:00:29,-5
07/07/25 02:01:29,-37
07/07/25 02:02:29,7
07/07/25 02:03:29,0
07/07/25 02:04:29,-7
07/07/25 02:05:29,-6
07/07/25 02:06:29,-54
07/07/25 02:07:29,-4
07/07/25 02:08:29,-1
07/07/25 02:09:29,38
07/07/25 02:10:29,20
07/07/25 02:11:29,-4
07/07/25 02:12:29,4
07/07/25 02:13:29,-1
07/07/25 02:14:29,0
07/07/25 02:15:29,68
07/07/25 02:16:29,-2
07/07/25 02:17:29,21
07/07/25 02:18:29,-19
07/07/25 02:19:29,-8
07/07/25 02:20:29,47
07/07/25 02:21:29,-12
07/07/25 02:22:29,42
07/07/25 02:23:29,20
07/07/25 02:24:29,-10
07/07/25 02:25:29,22
07/07/25 02:26:29,-1
07/07/25 02:27:29,-3
07/07/25 02:28:29,11
07/07/25 02:29:29,5
07/07/25 02:30:29,0
07/07/25 02:31:29,41
07/07/25 02:32:29,0
07/07/25 02:33:29,39
07/07/25 02:34:29,-33
07/07/25 02:35:29,3
07/07/25 02:36:29,11
07/07/25 02:37:29,0
07/07/25 02:38:29,-10
07/07/25 02:39:29,-9
07/07/25 02:40:29,0
07/07/25 02:41:29,0
07/07/25 02:42:29,4
07/07/25 02:43:29,21
07/07/25 02:44:29,0
07/07/25 02:45:29,9
07/07/25 02:46:29,-52
07/07/25 02:47:30,-7
07/07/25 02:48:30,-10
07/07/25 02:49:30,0
07/07/25 02:50:30,-5
07/07/25 02:51:30,0
07/07/25 02:52:30,6
07/07/25 02:53:30,0
07/07/25 02:54:30,0
07/07/25 02:55:30,-8
07/07/25 02:56:30,-8
07/07/25 02:57:30,5
07/07/25 02:58:30,-11
07/07/25 02:59:30,-4
07/07/25 03:00:30,8
07/07/25 03:01:30,-7
07/07/25 03:02:30,-31
07/07/25 03:03:30,-53
07/07/25 03:04:31,0
07/07/25 03:05:31,24
07/07/25 03:06:31,23
07/07/25 03:07:31,1
07/07/25 03:08:31,16
07/07/25 03:09:31,-2
07/07/25 03:10:31,0
07/07/25 03:11:31,-26
07/07/25 03:12:31,22
07/07/25 03:13:31,8
07/07/25 03:14:31,-37
07/07/25 03:15:31,27
07/07/25 03:16:31,0
07/07/25 03:17:31,1
07/07/25 03:18:31,0
07/07/25 03:19:30,-4
07/07/25 03:20:30,-13
07/07/25 03:21:30,4
07/07/25 03:22:30,0
07/07/25 03:23:30,0
07/07/25 03:24:30,0
07/07/25 03:25:30,-35
07/07/25 03:26:30,14
07/07/25 03:27:30,0
07/07/25 03:28:30,-10
07/07/25 03:29:30,8
07/07/25 03:30:30,-9
07/07/25 03:31:30,-30
07/07/25 03:32:30,0
07/07/25 03:33:30,20
07/07/25 03:34:30,-1
07/07/25 03:35:30,-1
07/07/25 03:36:30,-8
07/07/25 03:37:30,2
07/07/25 03:38:30,15
07/07/25 03:39:30,26
07/07/25 03:40:30,1
07/07/25 03:41:30,-7
07/07/25 03:42:30,22
07/07/25 03:43:30,-5
07/07/25 03:44:30,-8
07/07/25 03:45:30,36
07/07/25 03:46:30,26
07/07/25 03:47:30,20
07/07/25 03:48:30,0
07/07/25 03:49:30,-4
07/07/25 03:50:30,56
07/07/25 03:51:30,-4
07/07/25 03:52:30,60
07/07/25 03:53:30,-3
07/07/25 03:54:30,-40
07/07/25 03:55:30,-46
07/07/25 03:56:30,-34
07/07/25 03:57:30,-12
07/07/25 03:58:30,-1
07/07/25 03:59:30,1
07/07/25 04:00:30,-10
