timestamp,Infrared to Red Signal Ratio
07/07/25 04:01:30,0
07/07/25 04:02:30,14
07/07/25 04:03:30,9
07/07/25 04:04:30,6
07/07/25 04:05:30,24
07/07/25 04:06:30,2
07/07/25 04:07:30,0
07/07/25 04:08:30,-13
07/07/25 04:09:30,6
07/07/25 04:10:30,-11
07/07/25 04:11:30,10
07/07/25 04:12:30,8
07/07/25 04:13:30,5
07/07/25 04:14:30,1
07/07/25 04:15:30,0
07/07/25 04:16:30,2
07/07/25 04:17:30,15
07/07/25 04:18:30,-8
07/07/25 04:19:30,0
07/07/25 04:20:30,-17
07/07/25 04:21:30,18
07/07/25 04:22:30,39
07/07/25 04:23:30,43
07/07/25 04:24:30,3
07/07/25 04:25:30,0
07/07/25 04:26:30,-13
07/07/25 04:27:30,-1
07/07/25 04:28:30,-9
07/07/25 04:29:30,47
07/07/25 04:30:30,-52
07/07/25 04:31:30,1
07/07/25 04:32:30,4
07/07/25 04:33:30,7
07/07/25 04:34:30,30
07/07/25 04:35:29,47
07/07/25 04:36:29,-38
07/07/25 04:37:29,1
07/07/25 04:38:29,62
07/07/25 04:39:29,19
07/07/25 04:40:29,67
07/07/25 04:41:29,17
07/07/25 04:42:29,3
07/07/25 04:43:29,-13
07/07/25 04:44:29,0
07/07/25 04:45:29,0
07/07/25 04:46:29,18
07/07/25 04:47:29,0
07/07/25 04:48:29,0
07/07/25 04:49:29,-8
07/07/25 04:50:29,1
07/07/25 04:51:29,7
07/07/25 04:52:29,-1
07/07/25 04:53:29,-2
07/07/25 04:54:29,0
07/07/25 04:55:29,-22
07/07/25 04:56:29,-10
07/07/25 04:57:29,0
07/07/25 04:58:29,-5
07/07/25 04:59:29,-8
07/07/25 05:00:29,-7
07/07/25 05:01:29,5
07/07/25 05:02:29,3
07/07/25 05:03:29,1
07/07/25 05:04:29,-70
07/07/25 05:05:30,0
07/07/25 05:06:30,43
07/07/25 05:07:30,10
07/07/25 05:08:30,0
07/07/25 05:09:30,52
07/07/25 05:10:30,0
07/07/25 05:11:30,0
07/07/25 05:12:30,-40
07/07/25 05:13:30,10
07/07/25 05:14:30,-4
07/07/25 05:15:30,8
07/07/25 05:16:30,-11
07/07/25 05:17:30,0
07/07/25 05:18:30,-12
07/07/25 05:19:30,-21
07/07/25 05:20:30,-1
07/07/25 05:21:30,0
07/07/25 05:22:30,0
07/07/25 05:23:30,-4
07/07/25 05:24:30,-3
07/07/25 05:25:30,0
07/07/25 05:26:30,0
07/07/25 05:27:30,-29
07/07/25 05:28:30,7
07/07/25 05:29:30,-6
07/07/25 05:30:30,-14
07/07/25 05:31:30,9
07/07/25 05:32:30,-17
07/07/25 05:33:30,6
07/07/25 05:34:30,10
07/07/25 05:35:29,71
07/07/25 05:36:29,0
07/07/25 05:37:29,-8
07/07/25 05:38:30,0
07/07/25 05:39:30,0
07/07/25 05:40:30,-20
07/07/25 05:41:30,8
07/07/25 05:42:30,13
07/07/25 05:43:30,14
07/07/25 05:44:30,0
07/07/25 05:45:30,-1
07/07/25 05:46:30,9
07/07/25 05:47:30,40
07/07/25 05:48:30,-24
07/07/25 05:49:30,-5
07/07/25 05:50:30,12
07/07/25 05:51:30,0
07/07/25 05:52:30,0
07/07/25 05:53:30,-16
07/07/25 05:54:30,-63
07/07/25 05:55:30,11
07/07/25 05:56:30,-3
07/07/25 05:57:30,0
07/07/25 05:58:30,0
07/07/25 05:59:30,55
07/07/25 06:00:30,41
07/07/25 06:01:30,7
07/07/25 06:02:30,13
07/07/25 06:03:30,14
07/07/25 06:04:30,1
07/07/25 06:05:30,17
07/07/25 06:06:30,-17
07/07/25 06:07:30,8
07/07/25 06:08:30,44
07/07/25 06:09:30,-51
07/07/25 06:10:30,53
07/07/25 06:11:30,-19
07/07/25 06:12:30,65
07/07/25 06:13:30,0
07/07/25 06:14:30,0
07/07/25 06:15:30,0
07/07/25 06:16:30,-36
07/07/25 06:17:30,0
07/07/25 06:18:30,47
07/07/25 06:19:30,-12
07/07/25 06:20:30,57
07/07/25 06:21:30,-10
07/07/25 06:22:30,-7
07/07/25 06:23:30,-39
07/07/25 06:24:30,0
07/07/25 06:25:30,-27
07/07/25 06:26:30,24
07/07/25 06:27:30,84
07/07/25 06:28:30,-31
07/07/25 06:29:30,3
07/07/25 06:30:30,40
07/07/25 06:31:30,-1
07/07/25 06:32:30,-37
07/07/25 06:33:30,-3
07/07/25 06:34:30,3
07/07/25 06:35:30,19
07/07/25 06:36:30,0
07/07/25 06:37:30,-7
07/07/25 06:38:30,2
07/07/25 06:39:30,34
07/07/25 06:40:30,5
07/07/25 06:41:30,1
07/07/25 06:42:30,3
07/07/25 06:43:30,78
07/07/25 06:44:30,-7
07/07/25 06:45:30,27
07/07/25 06:46:30,-1
07/07/25 06:47:30,0
07/07/25 06:48:30,-14
07/07/25 06:49:30,0
07/07/25 06:50:30,49
07/07/25 06:51:30,50
07/07/25 06:52:30,-4
07/07/25 06:53:30,-12
07/07/25 06:54:30,-44
07/07/25 06:55:30,0
07/07/25 06:56:30,7
07/07/25 06:57:31,69
07/07/25 06:58:32,23
07/07/25 06:59:36,25
07/07/25 07:00:36,-44
07/07/25 07:01:36,-57
07/07/25 07:02:36,0
07/07/25 07:03:36,8
07/07/25 07:04:36,-43
07/07/25 07:05:36,-4
07/07/25 07:06:34,-17
07/07/25 07:07:34,-1
07/07/25 07:08:34,-33
07/07/25 07:09:34,0
07/07/25 07:10:34,2
07/07/25 07:11:34,0
07/07/25 07:12:34,-65
07/07/25 07:13:34,9
07/07/25 07:14:34,45
07/07/25 07:15:34,8
07/07/25 07:16:34,0
07/07/25 07:17:34,-4
07/07/25 07:18:34,10
07/07/25 07:19:34,0
07/07/25 07:20:34,0
07/07/25 07:21:37,26
07/07/25 07:22:37,42
07/07/25 07:23:37,0
07/07/25 07:24:37,3
07/07/25 07:25:37,8
07/07/25 07:26:37,-7
07/07/25 07:27:37,-6
07/07/25 07:28:37,-13
07/07/25 07:29:37,0
07/07/25 07:30:37,1
07/07/25 07:32:29,0
07/07/25 07:33:29,0
07/07/25 07:34:29,4
07/07/25 07:35:29,-2
07/07/25 07:36:29,-4
07/07/25 07:37:29,-3
07/07/25 07:38:29,0
07/07/25 07:39:29,43
07/07/25 07:40:29,2
07/07/25 07:41:29,0
07/07/25 07:42:29,0
07/07/25 07:43:28,-22
07/07/25 07:44:28,4
07/07/25 07:45:28,10
07/07/25 07:46:28,9
07/07/25 07:47:28,29
