timestamp,Infrared to Red Signal Ratio
07/05/25 00:00:15,-5
07/05/25 01:28:00,-39
07/05/25 01:29:00,0
07/05/25 01:30:00,-3
07/05/25 01:31:00,6
07/05/25 01:32:00,0
07/05/25 01:33:00,-1
07/05/25 01:34:00,-21
07/05/25 01:35:00,-15
07/05/25 01:36:00,0
07/05/25 01:37:00,-8
07/05/25 01:38:00,-13
07/05/25 01:39:00,-17
07/05/25 01:40:00,-10
07/05/25 01:41:00,0
07/05/25 01:42:00,-2
07/05/25 01:43:00,-17
07/05/25 01:44:00,0
07/05/25 01:45:00,0
07/05/25 01:46:00,-13
07/05/25 01:47:00,-3
07/05/25 01:48:00,-23
07/05/25 01:49:00,-47
07/05/25 01:50:00,-13
07/05/25 01:51:00,1
07/05/25 01:52:00,-1
07/05/25 01:53:00,26
07/05/25 01:54:00,-43
07/05/25 01:55:00,6
07/05/25 01:56:00,1
07/05/25 01:57:00,2
07/05/25 01:58:00,-9
07/05/25 01:59:00,0
07/05/25 02:00:01,-3
07/05/25 02:01:01,9
07/05/25 02:02:01,-28
07/05/25 02:03:01,-10
07/05/25 02:04:01,58
07/05/25 02:05:01,0
07/05/25 02:06:01,0
07/05/25 02:07:01,-4
07/05/25 02:08:01,0
07/05/25 02:09:01,16
07/05/25 02:10:01,-47
07/05/25 02:11:01,0
07/05/25 02:12:01,16
07/05/25 02:13:01,55
07/05/25 02:14:01,21
07/05/25 02:15:01,11
07/05/25 02:16:01,-3
07/05/25 02:17:01,-6
07/05/25 02:18:01,15
07/05/25 02:19:01,-9
07/05/25 02:20:01,0
07/05/25 02:21:01,11
07/05/25 02:22:01,19
07/05/25 02:23:01,32
07/05/25 02:24:01,28
07/05/25 02:25:01,-34
07/05/25 02:26:01,2
07/05/25 02:27:01,18
07/05/25 02:28:01,0
07/05/25 02:29:01,3
07/05/25 02:30:00,41
07/05/25 02:31:00,-13
07/05/25 02:32:00,0
07/05/25 02:33:00,-17
07/05/25 02:34:00,0
07/05/25 02:35:00,-40
07/05/25 02:36:00,-5
07/05/25 02:37:00,0
07/05/25 02:38:00,0
07/05/25 02:39:00,4
07/05/25 02:40:00,-12
07/05/25 02:41:00,-13
07/05/25 02:42:00,15
07/05/25 02:43:00,7
07/05/25 02:44:00,0
07/05/25 02:45:01,1
07/05/25 02:46:01,0
07/05/25 02:47:01,26
07/05/25 02:48:01,5
07/05/25 02:49:01,10
07/05/25 02:50:01,-4
07/05/25 02:51:01,4
07/05/25 02:52:01,-6
07/05/25 02:53:01,-5
07/05/25 02:54:01,-56
07/05/25 02:55:01,0
07/05/25 02:56:01,0
07/05/25 02:57:01,-13
07/05/25 02:58:01,19
07/05/25 02:59:01,0
07/05/25 03:00:00,0
07/05/25 03:01:00,12
07/05/25 03:02:00,8
07/05/25 03:03:00,-13
07/05/25 03:04:00,-6
07/05/25 03:05:00,-25
07/05/25 03:06:00,9
07/05/25 03:07:00,3
07/05/25 03:08:00,0
07/05/25 03:09:00,30
07/05/25 03:10:00,-17
07/05/25 03:11:00,0
07/05/25 03:12:00,47
07/05/25 03:13:00,-8
07/05/25 03:14:00,-1
07/05/25 03:15:00,8
07/05/25 03:16:00,26
07/05/25 03:17:00,-22
07/05/25 03:18:00,-4
07/05/25 03:19:00,0
07/05/25 03:20:00,39
07/05/25 03:21:00,0
07/05/25 03:22:00,0
07/05/25 03:23:00,0
07/05/25 03:24:00,0
07/05/25 03:25:00,30
07/05/25 03:26:00,31
07/05/25 03:27:00,45
07/05/25 03:28:00,-31
07/05/25 03:29:00,44
07/05/25 03:30:00,-12
07/05/25 03:31:00,0
07/05/25 03:32:00,24
07/05/25 03:33:00,43
07/05/25 03:34:00,0
07/05/25 03:35:00,-4
07/05/25 03:36:00,-17
07/05/25 03:37:00,-36
07/05/25 03:38:00,6
07/05/25 03:39:00,10
07/05/25 03:40:00,-24
07/05/25 03:41:00,-4
07/05/25 03:42:00,-3
07/05/25 03:43:00,0
07/05/25 03:44:00,34
07/05/25 03:45:01,-12
07/05/25 03:46:01,0
07/05/25 03:47:01,10
07/05/25 03:48:01,1
07/05/25 03:49:01,-2
07/05/25 03:50:01,-11
07/05/25 03:51:01,4
07/05/25 03:52:01,3
07/05/25 03:53:01,2
07/05/25 03:54:01,-4
07/05/25 03:55:01,2
07/05/25 03:56:01,15
07/05/25 03:57:01,2
07/05/25 03:58:01,34
07/05/25 03:59:01,-44
07/05/25 04:00:01,1
07/05/25 04:01:01,0
07/05/25 04:02:01,0
07/05/25 04:03:01,5
07/05/25 04:04:01,39
07/05/25 04:05:01,23
07/05/25 04:06:01,0
07/05/25 04:07:01,-5
07/05/25 04:08:01,0
07/05/25 04:09:01,-23
07/05/25 04:10:01,-3
07/05/25 04:11:01,0
07/05/25 04:12:01,0
07/05/25 04:13:01,5
07/05/25 04:14:01,8
07/05/25 04:15:00,22
07/05/25 04:16:00,-43
07/05/25 04:17:00,4
07/05/25 04:18:00,14
07/05/25 04:19:00,-9
07/05/25 04:20:00,-4
07/05/25 04:21:00,8
07/05/25 04:22:00,4
07/05/25 04:23:00,4
07/05/25 04:24:00,0
07/05/25 04:25:00,-47
07/05/25 04:26:00,0
07/05/25 04:27:00,4
07/05/25 04:28:00,36
07/05/25 04:29:00,1
07/05/25 04:30:00,-12
07/05/25 04:31:00,0
07/05/25 04:32:00,-10
07/05/25 04:33:00,-19
07/05/25 04:34:00,8
07/05/25 04:35:00,12
07/05/25 04:36:00,31
07/05/25 04:37:00,-13
07/05/25 04:38:00,22
07/05/25 04:39:00,-4
07/05/25 04:40:00,-1
07/05/25 04:41:00,37
07/05/25 04:42:00,-29
07/05/25 04:43:00,-16
07/05/25 04:44:00,21
07/05/25 04:45:00,0
07/05/25 04:46:00,-69
07/05/25 04:47:00,-6
07/05/25 04:48:00,60
07/05/25 04:49:00,-3
07/05/25 04:50:00,-33
07/05/25 04:51:00,-8
07/05/25 04:52:00,21
07/05/25 04:53:00,7
07/05/25 04:54:00,7
07/05/25 04:55:00,19
07/05/25 04:56:00,9
07/05/25 04:57:00,-1
07/05/25 04:58:00,-16
07/05/25 04:59:00,0
07/05/25 05:00:00,0
07/05/25 05:01:00,-31
07/05/25 05:02:00,-63
07/05/25 05:03:00,-3
07/05/25 05:04:00,5
07/05/25 05:05:00,1
07/05/25 05:06:00,0
07/05/25 05:07:00,-8
07/05/25 05:08:00,0
07/05/25 05:09:00,27
07/05/25 05:10:00,38
07/05/25 05:11:00,-11
07/05/25 05:12:00,-2
07/05/25 05:13:00,-39
07/05/25 05:14:00,-18
07/05/25 05:15:00,-7
07/05/25 05:16:01,1
07/05/25 05:17:01,-3
07/05/25 05:18:01,17
07/05/25 05:19:01,-21
07/05/25 05:20:01,0
07/05/25 05:21:01,-9
07/05/25 05:22:01,-40
07/05/25 05:23:01,4
07/05/25 05:24:01,51
07/05/25 05:25:01,0
07/05/25 05:26:01,4
07/05/25 05:27:01,-5
07/05/25 05:28:01,0
07/05/25 05:29:01,-9
07/05/25 05:30:01,4
07/05/25 05:31:00,21
07/05/25 05:32:00,4
07/05/25 05:33:00,-3
07/05/25 05:34:00,0
07/05/25 05:35:00,0
07/05/25 05:36:00,7
07/05/25 05:37:00,13
07/05/25 05:38:00,-20
07/05/25 05:39:00,0
07/05/25 05:40:00,-38
07/05/25 05:41:00,10
07/05/25 05:42:00,-9
07/05/25 05:43:00,16
07/05/25 05:44:00,24
07/05/25 05:45:00,15
07/05/25 05:46:00,0
07/05/25 05:47:00,-38
07/05/25 05:48:00,-17
07/05/25 05:49:00,6
07/05/25 05:50:00,0
07/05/25 05:51:00,-28
07/05/25 05:52:00,65
07/05/25 05:53:00,12
07/05/25 05:54:00,11
07/05/25 05:55:00,30
07/05/25 05:56:00,0
07/05/25 05:57:00,44
07/05/25 05:58:00,56
07/05/25 05:59:00,47
07/05/25 06:00:59,3
07/05/25 06:01:59,0
07/05/25 06:02:59,41
07/05/25 06:03:59,3
07/05/25 06:04:59,0
07/05/25 06:05:59,11
07/05/25 06:06:59,0
07/05/25 06:07:59,0
07/05/25 06:08:59,23
07/05/25 06:09:59,-31
07/05/25 06:10:59,-66
07/05/25 06:11:59,82
07/05/25 06:12:59,0
07/05/25 06:13:59,-44
07/05/25 06:14:59,25
07/05/25 06:16:00,-9
07/05/25 06:17:00,0
07/05/25 06:18:00,47
07/05/25 06:19:00,0
07/05/25 06:20:00,5
07/05/25 06:21:00,-7
07/05/25 06:22:00,-1
07/05/25 06:23:00,-43
07/05/25 06:24:00,-4
07/05/25 06:25:00,-8
07/05/25 06:26:00,-18
07/05/25 06:27:00,0
07/05/25 06:28:00,-2
07/05/25 06:29:00,34
07/05/25 06:30:00,58
07/05/25 06:31:00,-4
07/05/25 06:32:00,-19
07/05/25 06:33:00,-1
07/05/25 06:34:00,-52
07/05/25 06:35:00,17
07/05/25 06:36:00,17
07/05/25 06:37:00,52
07/05/25 06:38:00,10
07/05/25 06:39:00,46
07/05/25 06:40:00,74
07/05/25 06:41:00,50
07/05/25 06:42:00,2
07/05/25 06:43:00,66
07/05/25 06:44:00,59
07/05/25 06:45:00,26
07/05/25 06:46:00,66
07/05/25 06:47:00,42
07/05/25 06:48:00,14
07/05/25 06:49:00,4
07/05/25 06:50:00,-5
07/05/25 06:51:00,27
07/05/25 06:52:00,19
07/05/25 06:53:00,14
07/05/25 06:54:00,-5
07/05/25 06:55:00,76
07/05/25 06:56:00,1
07/05/25 06:57:00,0
07/05/25 06:58:00,0
07/05/25 06:59:00,31
