tracker_id,enabled_notification_types,on_right_hand,clock_face,enable_inactivity_alerts,last_updated_ia_time,last_reboot_time,payments_enabled,last_successful_wifi_connection_time,last_successful_wifi_connectionipv4addr,last_successful_wifi_connectionipv6addr,last_successful_wifi_connectionssid,live_data_disabled
2171181240,"[TEXT_MESSAGE, APP_NOTIFICATIONS, INCOMING_CALL, CALENDAR]",false,,true,2022-12-05T22:24:28.000Z,,false,,,,,false
2886333120,"[INCOMING_CALL, CALENDAR, APP_NOTIFICATIONS, TEXT_MESSAGE]",false,,true,2025-07-04T21:44:35.000Z,,false,,,,,false
