session_id,timestamp,valid_data,activation,scl_avg
44bbcc70-59e0-11f0-8080-808080808080,1751748020,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748020,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748020,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748020,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748020,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748025,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748025,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748025,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748025,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748025,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748030,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748030,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748030,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748030,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748030,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748035,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748035,false,false,0.0
44bbcc70-59e0-11f0-8080-808080808080,1751748035,false,false,19.48400115966797
44bbcc70-59e0-11f0-8080-808080808080,1751748035,false,false,19.43152618408203
44bbcc70-59e0-11f0-8080-808080808080,1751748035,false,false,19.33339500427246
44bbcc70-59e0-11f0-8080-808080808080,1751748040,true,false,19.19390296936035
44bbcc70-59e0-11f0-8080-808080808080,1751748040,true,false,19.011913299560547
44bbcc70-59e0-11f0-8080-808080808080,1751748040,true,true,18.731172561645508
44bbcc70-59e0-11f0-8080-808080808080,1751748040,true,false,18.48755645751953
44bbcc70-59e0-11f0-8080-808080808080,1751748040,true,false,18.279117584228516
44bbcc70-59e0-11f0-8080-808080808080,1751748045,true,false,18.102773666381836
44bbcc70-59e0-11f0-8080-808080808080,1751748045,true,false,17.972759246826172
44bbcc70-59e0-11f0-8080-808080808080,1751748045,true,false,17.938692092895508
44bbcc70-59e0-11f0-8080-808080808080,1751748045,true,false,18.03691864013672
44bbcc70-59e0-11f0-8080-808080808080,1751748045,true,false,18.254993438720703
44bbcc70-59e0-11f0-8080-808080808080,1751748050,true,false,18.48223876953125
44bbcc70-59e0-11f0-8080-808080808080,1751748050,true,false,17.927881240844727
44bbcc70-59e0-11f0-8080-808080808080,1751748050,true,false,16.69289207458496
44bbcc70-59e0-11f0-8080-808080808080,1751748050,true,false,15.68702507019043
44bbcc70-59e0-11f0-8080-808080808080,1751748050,true,false,14.840025901794434
44bbcc70-59e0-11f0-8080-808080808080,1751748055,true,false,14.51982593536377
44bbcc70-59e0-11f0-8080-808080808080,1751748055,true,false,14.284514427185059
44bbcc70-59e0-11f0-8080-808080808080,1751748055,true,false,14.053764343261719
44bbcc70-59e0-11f0-8080-808080808080,1751748055,true,true,13.899007797241211
44bbcc70-59e0-11f0-8080-808080808080,1751748055,true,false,13.767794609069824
44bbcc70-59e0-11f0-8080-808080808080,1751748061,true,false,13.653594017028809
44bbcc70-59e0-11f0-8080-808080808080,1751748061,true,false,13.529285430908203
44bbcc70-59e0-11f0-8080-808080808080,1751748061,true,false,13.357781410217285
44bbcc70-59e0-11f0-8080-808080808080,1751748061,true,true,13.247920989990234
44bbcc70-59e0-11f0-8080-808080808080,1751748061,true,false,13.156256675720215
44bbcc70-59e0-11f0-8080-808080808080,1751748066,true,false,13.080053329467773
44bbcc70-59e0-11f0-8080-808080808080,1751748066,true,true,13.00749683380127
44bbcc70-59e0-11f0-8080-808080808080,1751748066,true,false,12.969002723693848
44bbcc70-59e0-11f0-8080-808080808080,1751748066,true,false,12.934395790100098
44bbcc70-59e0-11f0-8080-808080808080,1751748066,true,false,12.897404670715332
44bbcc70-59e0-11f0-8080-808080808080,1751748071,true,false,12.862752914428711
44bbcc70-59e0-11f0-8080-808080808080,1751748071,true,true,12.827995300292969
44bbcc70-59e0-11f0-8080-808080808080,1751748071,true,false,12.809952735900879
44bbcc70-59e0-11f0-8080-808080808080,1751748071,true,false,12.777294158935547
44bbcc70-59e0-11f0-8080-808080808080,1751748071,true,false,12.735283851623535
44bbcc70-59e0-11f0-8080-808080808080,1751748076,true,false,12.69856071472168
44bbcc70-59e0-11f0-8080-808080808080,1751748076,true,false,12.660314559936523
44bbcc70-59e0-11f0-8080-808080808080,1751748076,true,false,12.621857643127441
44bbcc70-59e0-11f0-8080-808080808080,1751748076,true,false,12.582252502441406
44bbcc70-59e0-11f0-8080-808080808080,1751748076,true,false,12.544882774353027
44bbcc70-59e0-11f0-8080-808080808080,1751748081,true,true,12.509566307067871
44bbcc70-59e0-11f0-8080-808080808080,1751748081,true,false,12.46273136138916
44bbcc70-59e0-11f0-8080-808080808080,1751748081,true,false,12.424469947814941
44bbcc70-59e0-11f0-8080-808080808080,1751748081,true,false,12.387266159057617
44bbcc70-59e0-11f0-8080-808080808080,1751748081,true,false,12.361148834228516
44bbcc70-59e0-11f0-8080-808080808080,1751748086,true,false,12.337589263916016
44bbcc70-59e0-11f0-8080-808080808080,1751748086,true,false,12.306944847106934
44bbcc70-59e0-11f0-8080-808080808080,1751748086,true,false,12.286066055297852
44bbcc70-59e0-11f0-8080-808080808080,1751748086,true,false,12.268697738647461
44bbcc70-59e0-11f0-8080-808080808080,1751748086,true,false,12.25306510925293
44bbcc70-59e0-11f0-8080-808080808080,1751748091,true,true,12.238316535949707
44bbcc70-59e0-11f0-8080-808080808080,1751748091,true,false,12.230281829833984
44bbcc70-59e0-11f0-8080-808080808080,1751748091,true,false,12.228480339050293
44bbcc70-59e0-11f0-8080-808080808080,1751748091,true,false,12.232840538024902
44bbcc70-59e0-11f0-8080-808080808080,1751748091,true,false,12.23990535736084
44bbcc70-59e0-11f0-8080-808080808080,1751748096,true,true,12.248350143432617
44bbcc70-59e0-11f0-8080-808080808080,1751748096,true,false,12.256256103515625
44bbcc70-59e0-11f0-8080-808080808080,1751748096,true,false,12.250334739685059
44bbcc70-59e0-11f0-8080-808080808080,1751748096,true,false,12.24575138092041
44bbcc70-59e0-11f0-8080-808080808080,1751748096,true,false,12.246814727783203
44bbcc70-59e0-11f0-8080-808080808080,1751748101,true,false,12.255288124084473
44bbcc70-59e0-11f0-8080-808080808080,1751748101,true,false,12.265347480773926
44bbcc70-59e0-11f0-8080-808080808080,1751748101,true,false,12.27540397644043
44bbcc70-59e0-11f0-8080-808080808080,1751748101,true,true,12.28542709350586
44bbcc70-59e0-11f0-8080-808080808080,1751748101,true,false,12.296960830688477
44bbcc70-59e0-11f0-8080-808080808080,1751748106,true,false,12.310336112976074
44bbcc70-59e0-11f0-8080-808080808080,1751748106,true,false,12.318077087402344
44bbcc70-59e0-11f0-8080-808080808080,1751748106,true,false,12.326604843139648
44bbcc70-59e0-11f0-8080-808080808080,1751748106,true,false,12.33568286895752
44bbcc70-59e0-11f0-8080-808080808080,1751748106,true,false,12.344502449035645
44bbcc70-59e0-11f0-8080-808080808080,1751748111,true,false,12.349538803100586
44bbcc70-59e0-11f0-8080-808080808080,1751748111,true,false,12.344503402709961
44bbcc70-59e0-11f0-8080-808080808080,1751748111,true,true,12.333721160888672
44bbcc70-59e0-11f0-8080-808080808080,1751748111,true,false,12.319855690002441
44bbcc70-59e0-11f0-8080-808080808080,1751748111,true,false,12.304882049560547
44bbcc70-59e0-11f0-8080-808080808080,1751748116,true,false,12.288946151733398
44bbcc70-59e0-11f0-8080-808080808080,1751748116,true,true,12.282977104187012
44bbcc70-59e0-11f0-8080-808080808080,1751748116,true,false,12.279913902282715
44bbcc70-59e0-11f0-8080-808080808080,1751748116,true,false,12.2779541015625
44bbcc70-59e0-11f0-8080-808080808080,1751748116,true,false,12.292229652404785
44bbcc70-59e0-11f0-8080-808080808080,1751748121,true,true,12.304000854492188
44bbcc70-59e0-11f0-8080-808080808080,1751748121,true,false,12.305349349975586
44bbcc70-59e0-11f0-8080-808080808080,1751748121,true,false,12.304840087890625
