session_id,timestamp,valid_data,activation,scl_avg
44bbcc70-59e0-11f0-8080-808080808080,1751748121,true,false,12.300503730773926
44bbcc70-59e0-11f0-8080-808080808080,1751748121,true,false,12.293485641479492
44bbcc70-59e0-11f0-8080-808080808080,1751748126,true,true,12.281476020812988
44bbcc70-59e0-11f0-8080-808080808080,1751748126,true,false,12.266079902648926
44bbcc70-59e0-11f0-8080-808080808080,1751748126,true,false,12.24476146697998
44bbcc70-59e0-11f0-8080-808080808080,1751748126,true,false,12.221858024597168
44bbcc70-59e0-11f0-8080-808080808080,1751748126,true,false,12.202675819396973
44bbcc70-59e0-11f0-8080-808080808080,1751748131,true,false,12.182533264160156
44bbcc70-59e0-11f0-8080-808080808080,1751748131,true,false,12.156896591186523
44bbcc70-59e0-11f0-8080-808080808080,1751748131,true,true,12.121623992919922
44bbcc70-59e0-11f0-8080-808080808080,1751748131,true,false,12.081794738769531
44bbcc70-59e0-11f0-8080-808080808080,1751748131,true,false,12.035958290100098
44bbcc70-59e0-11f0-8080-808080808080,1751748136,true,false,11.968647003173828
44bbcc70-59e0-11f0-8080-808080808080,1751748136,true,false,11.905977249145508
44bbcc70-59e0-11f0-8080-808080808080,1751748136,true,false,11.840539932250977
44bbcc70-59e0-11f0-8080-808080808080,1751748136,true,false,11.770317077636719
44bbcc70-59e0-11f0-8080-808080808080,1751748136,true,false,11.679142951965332
44bbcc70-59e0-11f0-8080-808080808080,1751748141,true,false,11.609121322631836
44bbcc70-59e0-11f0-8080-808080808080,1751748141,true,false,11.549936294555664
44bbcc70-59e0-11f0-8080-808080808080,1751748141,true,false,11.502238273620605
44bbcc70-59e0-11f0-8080-808080808080,1751748141,true,false,11.464818954467773
44bbcc70-59e0-11f0-8080-808080808080,1751748141,true,true,11.430304527282715
44bbcc70-59e0-11f0-8080-808080808080,1751748146,true,false,11.413238525390625
44bbcc70-59e0-11f0-8080-808080808080,1751748146,true,false,11.405732154846191
44bbcc70-59e0-11f0-8080-808080808080,1751748146,true,false,11.408629417419434
44bbcc70-59e0-11f0-8080-808080808080,1751748146,true,false,11.428031921386719
44bbcc70-59e0-11f0-8080-808080808080,1751748146,true,true,11.44453239440918
44bbcc70-59e0-11f0-8080-808080808080,1751748151,true,false,11.486787796020508
44bbcc70-59e0-11f0-8080-808080808080,1751748151,true,false,11.524435043334961
44bbcc70-59e0-11f0-8080-808080808080,1751748151,true,false,11.550026893615723
44bbcc70-59e0-11f0-8080-808080808080,1751748151,true,false,11.570487976074219
44bbcc70-59e0-11f0-8080-808080808080,1751748151,true,false,11.596105575561523
44bbcc70-59e0-11f0-8080-808080808080,1751748156,true,false,11.624255180358887
44bbcc70-59e0-11f0-8080-808080808080,1751748156,true,false,11.65608024597168
44bbcc70-59e0-11f0-8080-808080808080,1751748156,true,true,11.683363914489746
44bbcc70-59e0-11f0-8080-808080808080,1751748156,true,false,11.706851959228516
44bbcc70-59e0-11f0-8080-808080808080,1751748156,true,false,11.734967231750488
44bbcc70-59e0-11f0-8080-808080808080,1751748162,true,false,11.748736381530762
44bbcc70-59e0-11f0-8080-808080808080,1751748162,true,false,11.753938674926758
44bbcc70-59e0-11f0-8080-808080808080,1751748162,true,false,11.758334159851074
44bbcc70-59e0-11f0-8080-808080808080,1751748162,true,false,11.75995922088623
44bbcc70-59e0-11f0-8080-808080808080,1751748162,true,true,11.760896682739258
44bbcc70-59e0-11f0-8080-808080808080,1751748167,true,false,11.758373260498047
44bbcc70-59e0-11f0-8080-808080808080,1751748167,true,true,11.756095886230469
44bbcc70-59e0-11f0-8080-808080808080,1751748167,true,false,11.75603199005127
44bbcc70-59e0-11f0-8080-808080808080,1751748167,true,false,11.76253890991211
44bbcc70-59e0-11f0-8080-808080808080,1751748167,true,false,11.77944564819336
44bbcc70-59e0-11f0-8080-808080808080,1751748172,true,false,11.797450065612793
44bbcc70-59e0-11f0-8080-808080808080,1751748172,true,true,11.816020011901855
44bbcc70-59e0-11f0-8080-808080808080,1751748172,true,false,11.835540771484375
44bbcc70-59e0-11f0-8080-808080808080,1751748172,true,false,11.858973503112793
44bbcc70-59e0-11f0-8080-808080808080,1751748172,true,false,11.89216423034668
44bbcc70-59e0-11f0-8080-808080808080,1751748177,true,true,11.917037963867188
44bbcc70-59e0-11f0-8080-808080808080,1751748177,true,false,11.954839706420898
44bbcc70-59e0-11f0-8080-808080808080,1751748177,true,false,12.005544662475586
44bbcc70-59e0-11f0-8080-808080808080,1751748177,true,false,12.075695037841797
44bbcc70-59e0-11f0-8080-808080808080,1751748177,true,true,12.144068717956543
44bbcc70-59e0-11f0-8080-808080808080,1751748182,true,false,12.18688678741455
44bbcc70-59e0-11f0-8080-808080808080,1751748182,true,false,12.216435432434082
44bbcc70-59e0-11f0-8080-808080808080,1751748182,true,false,12.252093315124512
44bbcc70-59e0-11f0-8080-808080808080,1751748182,true,true,12.304023742675781
44bbcc70-59e0-11f0-8080-808080808080,1751748182,true,false,12.351560592651367
44bbcc70-59e0-11f0-8080-808080808080,1751748187,true,false,12.392645835876465
44bbcc70-59e0-11f0-8080-808080808080,1751748187,true,false,12.42417049407959
44bbcc70-59e0-11f0-8080-808080808080,1751748187,true,false,12.450044631958008
44bbcc70-59e0-11f0-8080-808080808080,1751748187,true,true,12.510637283325195
44bbcc70-59e0-11f0-8080-808080808080,1751748187,true,false,12.623820304870605
44bbcc70-59e0-11f0-8080-808080808080,1751748192,true,false,12.696357727050781
44bbcc70-59e0-11f0-8080-808080808080,1751748192,true,false,12.71185302734375
44bbcc70-59e0-11f0-8080-808080808080,1751748192,true,true,12.696438789367676
44bbcc70-59e0-11f0-8080-808080808080,1751748192,true,false,12.65527629852295
44bbcc70-59e0-11f0-8080-808080808080,1751748192,true,false,12.598052978515625
44bbcc70-59e0-11f0-8080-808080808080,1751748197,true,false,12.531617164611816
44bbcc70-59e0-11f0-8080-808080808080,1751748197,true,false,12.464487075805664
44bbcc70-59e0-11f0-8080-808080808080,1751748197,true,false,12.385229110717773
44bbcc70-59e0-11f0-8080-808080808080,1751748197,true,false,12.271092414855957
44bbcc70-59e0-11f0-8080-808080808080,1751748197,true,false,12.17409610748291
