timestamp,heart_rate,steps,sleep_deep_minutes,sleep_light_minutes,sleep_rem_minutes,sleep_awakenings,hrv_rmssd,hrv_coverage,primary_non_step_activity_N/A,caffeine_user_N/A,reports_high_stress_N/A,hour,hr_rolling_avg,hr_rolling_std,anomaly
2025-07-04 07:06:05+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.43537414965986,3.9170649258119186,-1
2025-07-04 07:06:15+00:00,81,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.54794520547945,3.9637707435372413,-1
2025-07-04 07:06:20+00:00,84,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.61643835616438,4.063734097282362,-1
2025-07-04 07:06:28+00:00,83,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.75510204081633,4.191628703516874,-1
2025-07-04 07:06:40+00:00,85,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.04761904761905,4.463448714752277,-1
2025-07-04 07:07:22+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.39160839160839,4.355723068698983,-1
2025-07-04 07:08:16+00:00,72,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.93006993006993,4.50609969953145,-1
2025-07-04 07:08:18+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.83216783216783,4.415060674596242,-1
2025-07-04 07:08:27+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.53846153846153,4.237274620321083,-1
2025-07-04 07:08:29+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.58041958041959,4.261542052799991,-1
2025-07-04 07:08:31+00:00,86,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.65734265734265,4.331517144849495,-1
2025-07-04 07:08:39+00:00,88,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.00699300699301,4.639840489451789,-1
2025-07-04 07:09:09+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.88028169014085,4.911244002346465,-1
2025-07-04 07:09:21+00:00,84,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.15107913669065,4.972261709542701,-1
2025-07-04 07:10:03+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.94244604316546,4.697778975947022,-1
2025-07-04 07:10:17+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.03623188405797,4.687939830911414,-1
2025-07-04 07:10:26+00:00,84,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.09420289855072,4.711978339396321,-1
2025-07-04 07:10:28+00:00,86,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.15217391304348,4.747495957591051,-1
2025-07-04 07:11:01+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.35766423357664,4.715021717680237,-1
2025-07-04 07:11:22+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.05839416058394,4.738401355132158,-1
2025-07-04 07:11:26+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.0,4.724528323887092,-1
2025-07-04 07:11:33+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.78985507246377,4.6911205119538915,-1
2025-07-04 07:11:45+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.43884892086331,4.59854278732563,-1
2025-07-04 07:11:56+00:00,75,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.08510638297872,4.463325732650996,-1
2025-07-04 07:12:02+00:00,75,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.9225352112676,4.4228195231336604,-1
2025-07-04 07:12:06+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.86713286713287,4.401084633020665,-1
2025-07-04 07:12:08+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.85915492957747,4.414019491927656,-1
2025-07-04 07:12:18+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.88111888111888,4.390273356835482,-1
2025-07-04 07:13:31+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.84057971014492,3.5478920992068215,-1
2025-07-04 07:13:32+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.8273381294964,3.5384596205536822,-1
2025-07-04 07:13:46+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.14598540145985,3.097769942625219,-1
2025-07-04 07:13:48+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.10218978102189,3.0852702034706962,-1
2025-07-04 07:13:54+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.0,3.042281126483,-1
2025-07-04 07:13:56+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.01438848920863,3.035981352959639,-1
2025-07-04 07:13:57+00:00,85,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.02877697841727,3.0643874155383104,-1
2025-07-04 07:13:59+00:00,88,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.07194244604317,3.161453270138931,-1
2025-07-04 07:14:38+00:00,73,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.43356643356644,3.42229525269401,-1
2025-07-04 07:15:03+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.98611111111111,3.5082043922066934,-1
2025-07-04 07:15:07+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.9375,3.4986885654945015,-1
2025-07-04 07:15:08+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.9448275862069,3.4876355217492754,-1
2025-07-04 07:15:18+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.88356164383562,3.4730693450440184,-1
2025-07-04 07:15:30+00:00,75,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.58219178082192,3.235059769879226,-1
2025-07-04 07:15:37+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.40136054421768,3.044554680858014,-1
2025-07-04 07:16:23+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.1027397260274,2.798347916686802,-1
2025-07-04 07:16:41+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.15862068965517,2.830086036356611,-1
2025-07-04 07:16:54+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.23287671232876,2.7991158601403026,-1
2025-07-04 07:17:04+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.32191780821918,2.784030646647825,-1
2025-07-04 07:17:11+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.33561643835617,2.7848788675701455,-1
2025-07-04 07:17:14+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.36551724137931,2.830424470285833,-1
2025-07-04 07:17:31+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.56849315068493,3.0374842908555992,-1
2025-07-04 07:17:35+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.5958904109589,3.0548520301053594,-1
2025-07-04 07:17:40+00:00,81,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.62585034013605,3.0659662589037984,-1
2025-07-04 07:18:04+00:00,81,0,0,0,0,0,0,0,1.0,1.0,1.0,7,76.73103448275862,3.1096962436819577,-1
2025-07-04 07:19:01+00:00,83,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.52777777777777,3.1063761281552242,-1
2025-07-04 07:19:11+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.51388888888889,3.079338115946871,-1
2025-07-04 07:19:18+00:00,84,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.65972222222223,3.138221835042295,-1
2025-07-04 07:19:20+00:00,86,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.75524475524476,3.2091787006383203,-1
2025-07-04 07:19:40+00:00,81,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.42657342657343,3.056946627429159,-1
2025-07-04 07:19:41+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.45138888888889,3.0607596778821846,-1
2025-07-04 07:19:55+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.70833333333333,2.9109751327992788,-1
2025-07-04 07:20:04+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.90277777777777,2.746439384535689,-1
2025-07-04 07:20:14+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.0,2.6932361810208936,-1
2025-07-04 07:20:28+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.0979020979021,2.622531529676986,-1
2025-07-04 07:20:33+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.19718309859155,2.5383286974238772,-1
2025-07-04 07:20:43+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.27464788732394,2.4929528084029067,-1
2025-07-04 07:20:58+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.38297872340425,2.416194098364608,-1
2025-07-04 07:21:02+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.40140845070422,2.399940481398161,-1
2025-07-04 07:21:12+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.41549295774648,2.370752514659632,-1
2025-07-04 07:21:14+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.43661971830986,2.344345207110973,-1
2025-07-04 07:21:16+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.46478873239437,2.326724089897583,-1
2025-07-04 07:21:54+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.43571428571428,2.3906614306615523,-1
2025-07-04 07:21:56+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.45,2.3879945530948774,-1
2025-07-04 07:22:05+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.46099290780141,2.371008617494747,-1
2025-07-04 07:22:09+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.47857142857143,2.3702832212242853,-1
2025-07-04 07:22:15+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.45,2.363770308625976,-1
2025-07-04 07:22:21+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.3840579710145,2.3313868050090583,-1
2025-07-04 07:22:32+00:00,84,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.5179856115108,2.399735848946353,-1
2025-07-04 07:22:46+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.49640287769785,2.432789597934235,-1
2025-07-04 07:22:55+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.50354609929079,2.421994790236012,-1
2025-07-04 07:22:57+00:00,83,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.52482269503547,2.4395010036704434,-1
2025-07-04 07:23:07+00:00,83,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.54929577464789,2.4482660379842804,-1
2025-07-04 07:23:09+00:00,85,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.57042253521126,2.482271572697592,-1
2025-07-04 07:23:11+00:00,87,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.62237762237763,2.550349867752593,-1
2025-07-04 07:23:53+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.96575342465754,3.1740638230152003,-1
2025-07-04 07:24:06+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.58108108108108,3.319727702777989,-1
2025-07-04 07:24:58+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.74657534246575,3.120149518600374,-1
2025-07-04 07:25:00+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.76712328767124,3.1382865869669305,-1
2025-07-04 07:25:12+00:00,87,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.86986301369863,3.2489015621307304,-1
2025-07-04 07:25:14+00:00,89,0,0,0,0,0,0,0,1.0,1.0,1.0,7,77.93103448275862,3.3843085056333857,-1
2025-07-04 07:25:23+00:00,85,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.0958904109589,3.551257702654904,-1
2025-07-04 07:25:52+00:00,81,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.31944444444444,3.7015452788581586,-1
2025-07-04 07:26:53+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.8951048951049,3.674643389257631,-1
2025-07-04 07:26:55+00:00,84,0,0,0,0,0,0,0,1.0,1.0,1.0,7,78.93706293706293,3.698528034606617,-1
2025-07-04 07:27:03+00:00,88,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.12587412587412,3.8563412800931673,-1
2025-07-04 07:27:07+00:00,89,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.2937062937063,3.9979434287652693,-1
2025-07-04 07:27:13+00:00,90,0,0,0,0,0,0,0,1.0,1.0,1.0,7,79.51748251748252,4.199015892172799,-1
