timestamp,heart_rate,steps,sleep_deep_minutes,sleep_light_minutes,sleep_rem_minutes,sleep_awakenings,hrv_rmssd,hrv_coverage,primary_non_step_activity_N/A,caffeine_user_N/A,reports_high_stress_N/A,hour,hr_rolling_avg,hr_rolling_std,anomaly
2025-07-04 06:40:12+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,6,75.0,5.656854249492381,-1
2025-07-04 06:40:16+00:00,58,0,0,0,0,0,0,0,1.0,1.0,1.0,6,66.0,10.923979738782627,-1
2025-07-04 06:40:18+00:00,60,0,0,0,0,0,0,0,1.0,1.0,1.0,6,64.8,9.833615815151617,-1
2025-07-04 06:40:21+00:00,69,0,0,0,0,0,0,0,1.0,1.0,1.0,6,64.42857142857143,8.657504314314892,-1
2025-07-04 06:40:23+00:00,75,0,0,0,0,0,0,0,1.0,1.0,1.0,6,65.75,8.843884085303566,-1
2025-07-04 06:40:25+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,6,67.33333333333333,9.539392014169456,-1
2025-07-04 06:40:33+00:00,83,0,0,0,0,0,0,0,1.0,1.0,1.0,6,68.61538461538461,9.224410202812079,-1
2025-07-04 06:40:39+00:00,83,0,0,0,0,0,0,0,1.0,1.0,1.0,6,71.1875,9.93457766255483,-1
2025-07-04 06:41:02+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,6,74.18518518518519,8.530655295584262,-1
2025-07-04 06:41:23+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,6,75.45945945945945,7.592374078254058,-1
2025-07-04 06:41:34+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,6,76.11904761904762,7.349140918609437,-1
2025-07-04 06:44:18+00:00,73,0,0,0,0,0,0,0,1.0,1.0,1.0,6,76.98076923076923,7.9987508451605285,-1
2025-07-04 06:44:20+00:00,84,0,0,0,0,0,0,0,1.0,1.0,1.0,6,77.11320754716981,7.979927648983973,-1
2025-07-04 06:44:23+00:00,90,0,0,0,0,0,0,0,1.0,1.0,1.0,6,77.34545454545454,8.021310001577932,-1
2025-07-04 06:44:31+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,6,77.23728813559322,7.786679570002307,-1
2025-07-04 06:44:44+00:00,69,0,0,0,0,0,0,0,1.0,1.0,1.0,6,76.9090909090909,7.607136877204949,-1
2025-07-04 06:45:02+00:00,73,0,0,0,0,0,0,0,1.0,1.0,1.0,6,76.12,7.463351902571767,-1
2025-07-04 06:45:06+00:00,75,0,0,0,0,0,0,0,1.0,1.0,1.0,6,76.02597402597402,7.398388917748501,-1
2025-07-04 06:45:08+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,6,76.06410256410257,7.357900151449096,-1
2025-07-04 06:45:09+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,6,76.11392405063292,7.323981230934498,-1
2025-07-04 06:45:11+00:00,83,0,0,0,0,0,0,0,1.0,1.0,1.0,6,76.26582278481013,7.340978871288553,-1
2025-07-04 06:45:27+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,6,77.7948717948718,6.030999948015284,-1
2025-07-04 06:45:32+00:00,83,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.27848101265823,5.663506001338653,-1
2025-07-04 06:46:09+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.61842105263158,5.853698785698165,-1
2025-07-04 06:46:15+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.70666666666666,5.904128956818159,-1
2025-07-04 06:46:26+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.67532467532467,5.825175756195453,-1
2025-07-04 06:46:28+00:00,81,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.67532467532467,5.825175756195453,-1
2025-07-04 06:46:51+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.5609756097561,5.624236707554866,-1
2025-07-04 06:46:59+00:00,81,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.63953488372093,5.502753943035458,-1
2025-07-04 06:47:18+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.73684210526316,5.29192585769251,-1
2025-07-04 06:47:20+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.75,5.26557839078231,-1
2025-07-04 06:47:30+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.78217821782178,5.141213787416424,-1
2025-07-04 06:47:40+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.72641509433963,5.0512290232282355,-1
2025-07-04 06:47:41+00:00,84,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.77570093457943,5.053129818866701,-1
2025-07-04 06:47:43+00:00,86,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.8425925925926,5.077275811322802,-1
2025-07-04 06:47:45+00:00,93,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.97247706422019,5.232481734668136,-1
2025-07-04 06:47:47+00:00,98,0,0,0,0,0,0,0,1.0,1.0,1.0,6,79.14545454545454,5.515343674381379,-1
2025-07-04 06:47:49+00:00,100,0,0,0,0,0,0,0,1.0,1.0,1.0,6,79.33333333333333,5.836146507808551,-1
2025-07-04 06:48:22+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,6,79.7244094488189,5.94375377803271,-1
2025-07-04 06:48:33+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,6,79.66666666666667,5.83705806201534,-1
2025-07-04 06:48:54+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,6,79.62411347517731,5.651218588047043,-1
2025-07-04 06:49:23+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,6,79.13103448275862,5.039090488390887,-1
2025-07-04 06:49:35+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.98611111111111,5.146777267311672,-1
2025-07-04 06:49:37+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.98611111111111,5.146777267311672,-1
2025-07-04 06:49:39+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,6,79.00694444444444,5.140673580769822,-1
2025-07-04 06:49:40+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,6,79.02758620689656,5.128819481326147,-1
2025-07-04 06:50:00+00:00,70,0,0,0,0,0,0,0,1.0,1.0,1.0,6,79.32638888888889,4.852841228349419,-1
2025-07-04 06:50:28+00:00,67,0,0,0,0,0,0,0,1.0,1.0,1.0,6,78.38028169014085,5.700233159802882,-1
2025-07-04 06:50:38+00:00,68,0,0,0,0,0,0,0,1.0,1.0,1.0,6,77.85,5.927529967093506,-1
2025-07-04 06:50:50+00:00,68,0,0,0,0,0,0,0,1.0,1.0,1.0,6,77.32857142857142,6.160261202935043,-1
2025-07-04 06:51:05+00:00,70,0,0,0,0,0,0,0,1.0,1.0,1.0,6,76.80851063829788,6.416401855086524,-1
2025-07-04 06:51:11+00:00,72,0,0,0,0,0,0,0,1.0,1.0,1.0,6,76.64084507042253,6.44710232265672,-1
2025-07-04 06:51:53+00:00,75,0,0,0,0,0,0,0,1.0,1.0,1.0,6,75.67153284671532,6.591114215646172,-1
2025-07-04 06:52:45+00:00,69,0,0,0,0,0,0,0,1.0,1.0,1.0,6,73.81203007518798,6.4375206689163935,-1
2025-07-04 06:52:49+00:00,70,0,0,0,0,0,0,0,1.0,1.0,1.0,6,73.36842105263158,5.6481073314370605,-1
2025-07-04 06:53:12+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,6,72.30534351145039,4.2460717225926565,-1
2025-07-04 06:53:31+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,6,72.03787878787878,4.002680977557088,-1
2025-07-04 06:53:52+00:00,72,0,0,0,0,0,0,0,1.0,1.0,1.0,6,71.5223880597015,3.545019630284958,-1
2025-07-04 06:54:25+00:00,72,0,0,0,0,0,0,0,1.0,1.0,1.0,6,70.76335877862596,3.0123644203612474,-1
2025-07-04 06:54:36+00:00,72,0,0,0,0,0,0,0,1.0,1.0,1.0,6,70.72932330827068,2.977511212987978,-1
2025-07-04 06:54:40+00:00,73,0,0,0,0,0,0,0,1.0,1.0,1.0,6,70.56060606060606,2.676609384618347,-1
2025-07-04 06:55:05+00:00,73,0,0,0,0,0,0,0,1.0,1.0,1.0,6,70.47368421052632,2.254890131599224,-1
2025-07-04 06:55:26+00:00,72,0,0,0,0,0,0,0,1.0,1.0,1.0,6,70.7089552238806,2.1584756068461393,-1
2025-07-04 06:55:59+00:00,73,0,0,0,0,0,0,0,1.0,1.0,1.0,6,71.3037037037037,1.881861868113342,-1
2025-07-04 06:56:10+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,6,71.44444444444444,1.8952677386048156,-1
2025-07-04 06:56:14+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,6,71.4962962962963,1.9465778393603603,-1
2025-07-04 06:56:51+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,6,71.90441176470588,2.3090118985647305,-1
2025-07-04 06:57:02+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,6,71.95588235294117,2.3691462661689253,-1
2025-07-04 06:57:25+00:00,73,0,0,0,0,0,0,0,1.0,1.0,1.0,6,72.43165467625899,2.502318807850073,-1
2025-07-04 06:57:33+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,6,72.59712230215827,2.3735237195472725,-1
2025-07-04 06:57:35+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,6,72.64748201438849,2.3709085562124543,-1
2025-07-04 06:57:52+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,6,72.86428571428571,2.238353436084487,-1
2025-07-04 06:58:02+00:00,73,0,0,0,0,0,0,0,1.0,1.0,1.0,6,72.91549295774648,2.1847081624944753,-1
2025-07-04 06:58:28+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,6,73.0,2.2020265355599435,-1
2025-07-04 06:58:38+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,6,73.04285714285714,2.1852067336191356,-1
2025-07-04 06:58:52+00:00,71,0,0,0,0,0,0,0,1.0,1.0,1.0,6,73.10071942446044,2.177936012783693,-1
2025-07-04 06:58:53+00:00,72,0,0,0,0,0,0,0,1.0,1.0,1.0,6,73.09285714285714,2.172080620983043,-1
2025-07-04 06:59:20+00:00,73,0,0,0,0,0,0,0,1.0,1.0,1.0,6,73.27659574468085,1.9202171862979154,-1
2025-07-04 06:59:22+00:00,75,0,0,0,0,0,0,0,1.0,1.0,1.0,6,73.31205673758865,1.9053861692322087,-1
2025-07-04 06:59:32+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,6,73.53191489361703,2.030317327377335,-1
2025-07-04 06:59:36+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,6,73.67375886524823,2.1925081980649797,-1
2025-07-04 07:00:10+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.59154929577464,2.8463113608319888,-1
2025-07-04 07:00:22+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.76760563380282,2.7769708813735665,-1
2025-07-04 07:00:35+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.92198581560284,2.7518069958946527,-1
2025-07-04 07:00:47+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.98591549295774,2.7340405126338254,-1
2025-07-04 07:00:58+00:00,72,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.07042253521126,2.6965906694635176,-1
2025-07-04 07:01:00+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.0774647887324,2.692447919017918,-1
2025-07-04 07:01:08+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.08450704225352,2.685640718213466,-1
2025-07-04 07:01:12+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.0909090909091,2.67726234702095,-1
2025-07-04 07:01:14+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.11267605633803,2.69514560074406,-1
2025-07-04 07:01:16+00:00,80,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.14685314685315,2.7165586192467095,-1
2025-07-04 07:02:02+00:00,70,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.9020979020979,3.056543858109206,-1
2025-07-04 07:02:08+00:00,70,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.75,3.1322817260248312,-1
2025-07-04 07:02:19+00:00,71,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.5,3.219510557049116,-1
2025-07-04 07:02:20+00:00,73,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.4895104895105,3.2106055171667194,-1
2025-07-04 07:02:34+00:00,73,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.46853146853147,3.227967999484081,-1
2025-07-04 07:02:38+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.45454545454545,3.225617688913609,-1
2025-07-04 07:02:40+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.47887323943662,3.2501354251308516,-1
2025-07-04 07:02:59+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.56944444444444,3.2054428749962716,-1
2025-07-04 07:03:10+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.58620689655173,3.1919738905586295,-1
2025-07-04 07:03:12+00:00,78,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.61379310344827,3.2041340633290867,-1
2025-07-04 07:03:14+00:00,84,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.68275862068965,3.297101943533737,-1
2025-07-04 07:03:16+00:00,87,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.76712328767124,3.440210691002618,-1
2025-07-04 07:03:49+00:00,74,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.15068493150685,3.9345375502757864,-1
2025-07-04 07:04:04+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.31292517006803,3.8370985062175675,-1
2025-07-04 07:04:21+00:00,77,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.49324324324324,3.760692912021082,-1
2025-07-04 07:04:46+00:00,76,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.01360544217687,3.563487583964098,-1
2025-07-04 07:05:17+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.73287671232876,3.4105133517736896,-1
2025-07-04 07:05:31+00:00,79,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.91156462585035,3.5169358746126687,-1
2025-07-04 07:05:32+00:00,82,0,0,0,0,0,0,0,1.0,1.0,1.0,7,74.95945945945945,3.5530544077168074,-1
2025-07-04 07:05:40+00:00,84,0,0,0,0,0,0,0,1.0,1.0,1.0,7,75.12837837837837,3.776548482528729,-1
