timestamp,heart_rate,steps,sleep_deep_minutes,sleep_light_minutes,sleep_rem_minutes,sleep_awakenings,hrv_rmssd,hrv_coverage,primary_non_step_activity_N/A,caffeine_user_N/A,reports_high_stress_N/A,hour,hr_rolling_avg,hr_rolling_std
2025-07-07 02:34:57+00:00,162,6,0,0,0,0,0,0,1.0,1.0,1.0,2,176.96323529411765,10.361901790430265
2025-07-07 02:34:59+00:00,161,6,0,0,0,0,0,0,1.0,1.0,1.0,2,176.85294117647058,10.451673204172124
2025-07-07 02:35:00+00:00,160,6,0,0,0,0,0,0,1.0,1.0,1.0,2,176.72992700729927,10.512250311527293
2025-07-07 02:35:03+00:00,160,6,0,0,0,0,0,0,1.0,1.0,1.0,2,176.62043795620437,10.608079181659463
2025-07-07 02:35:25+00:00,159,6,0,0,0,0,0,0,1.0,1.0,1.0,2,175.15942028985506,11.907334657240167
2025-07-07 02:35:27+00:00,161,6,0,0,0,0,0,0,1.0,1.0,1.0,2,175.07246376811594,11.966887210377832
2025-07-07 02:35:29+00:00,161,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.9855072463768,12.025511511491453
2025-07-07 02:35:31+00:00,162,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.89208633093526,12.032378207393357
2025-07-07 02:35:34+00:00,162,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.81294964028777,12.0809877855325
2025-07-07 02:35:35+00:00,161,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.73381294964028,12.135452637553747
2025-07-07 02:35:38+00:00,161,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.6546762589928,12.189156638925999
2025-07-07 02:35:39+00:00,162,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.56428571428572,12.192231701970877
2025-07-07 02:35:41+00:00,164,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.5,12.224224093012534
2025-07-07 02:35:43+00:00,165,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.43571428571428,12.250509144774288
2025-07-07 02:35:45+00:00,167,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.37857142857143,12.266505753965008
2025-07-07 02:35:47+00:00,168,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.32142857142858,12.277526909324168
2025-07-07 02:35:48+00:00,169,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.2836879432624,12.241805563098607
2025-07-07 02:35:50+00:00,172,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.25531914893617,12.242434547398906
2025-07-07 02:35:52+00:00,174,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.25352112676057,12.198963227492818
2025-07-07 02:35:54+00:00,175,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.2394366197183,12.196924142812819
2025-07-07 02:35:56+00:00,177,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.2394366197183,12.196924142812819
2025-07-07 02:35:58+00:00,178,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.2394366197183,12.196924142812819
2025-07-07 02:36:01+00:00,178,6,0,0,0,0,0,0,1.0,1.0,1.0,2,174.19148936170214,12.228137864083404
